22823
AAAABBABABBBBBA BAAABAA
AB BBBB
BBABAB BAAAAABAAAAAB
$ BABABBAAAABBBBAAB
$ AA
BBBBAAAB BBBBABABBBA
ABAABBA ABABABA
AABBB BAABAABBB
AABAABAAABBABAA BBABBBABBBBBAAAAAABAA
BAAAAABAABBABA B
AABBABBBB BBAABBAA
$ AAABABBBAAAABBBBBABABBAABABBBA
BBABAB BAAABA
BABABAABABAABAB BABAABAA
AAAAABAAAAAAAAABAABBBABA BBAAABA
BBBABBABAA BAABBABBABA
AABA BAAAAAAABBAABAAABAAAABBBBA
BABBBBBAAB $
AAABABBBBBBAABAA AAABBAABAAAABAABBBBAAAABABBBBABABBAABBBABA
AAABA $
BAAAABABBA AABAAA
BBABBBBBBAA AB
BBABABBABA BAA
AABAB BA
A BABABBAAB
AABBBAAB A
ABBBAB ABBAAABAABBBAAABA
BA AAAA
AABBBBAABAABABBBAABAABABAAA BAAAAAABBBBABAABABBBAB
AABBAABAB BBAABBBBBAAABBABBAAABA
AAABBABBABAAAAABAABAAABAB AB
ABABBABAAAABAABBBBABAA BAABAB
BBBAABBBBABABAABAABBAA AAABB
AB BBBB
BA ABBAAAABAAAABBABAABABA
AB BBABAAABABABBBBABA
ABABBAB BABBBABAABBBBA
BBAAAB AAAAABAAAAAAAAABAABBBAB
BBBBAAAABBABAAABBB AA
ABBABABBBBBBABBBBAABAAABAABBABBAA BBBAABBBBBABBBBBAABB
$ ABAABAAABBA
BAAABABBBBABABAABA BBABABABBABABBBBBAABAAA
AABBBABBABAAABBBBAAB ABB
BAB ABBABBABAAB
A BBBAABA
AABABBAABABBBABBBBBBBBABBB AAB
BAA $
BBBBBAAAA ABBBAABBBBBAAB
BAAAABAAA BB
ABBB AABBABAABAABABABAAAABAAABABAA
ABBAAA AABAABABBAB
BAA ABAB
AAAAABBAAAABBABBAABBAAAABBAABBBABBAA AABBBB
BAAAAAABBA BBBAAABABBABA
BBABA BB
BBBAA $
BAB BAABABAAA
BBABAAABABABBBBABAAA AABABBBBBBBAAB
BABABAABABAABABBB BBBBBBABBABABA
AABAA BAAAAAAABBAABAAABAAAABBBBAA
BAABAB BAABABBBBBBAABAABBB
AAAB B
AA AAAB
AAABBBAABAABBABBBBABBBABA ABBAAAAA
BBAABBABAAABB AABBABABBAAABAAA
AABBBBBABAAABBABABB AABA
BBABBBBBBAA AB
BB AAAABBBBAAAA
A BAABBABBBA
AABAAABB BB
BABBBBBBBBBBBABBABABBABAABBBBBAABAABBAA AABBBB
BBBBBBAA AABBABAABAABABABAAAABAAABABAAB
ABBBBBBAAABABBABABB BABAABAABBBBB
ABABAABBABA AAABABAAB
AAAAAAABBAAAA AAAABBBBB
AAAABABBABABAAABABAABBBABBABBBBAAAAB BABABBBAABBAABAAAABBAAAAAAAB
AA ABBBBAAABBBBBBBBAAABBAAB
BABB BB
AABAABB BAAAAAAABBAABAAABAAAABBBBAABB
AABABB BAAB
$ BAABAABBBBBBBAAAB
BBBBBABABB AAAAAABBB
BBBABAABA BBBBBAABAAAABAABAAAABABAABABAAABBBB
BBAAABA BBABBABABAAABBAABABBA
BABBAAABBABAABBA BBBBAABABBBAAAA
AAABAABAA BBABBAA
BAABAB BAAABBABAAAB
BAAABABAB BB
BBAAA AAABBBAAAA
ABAA ABBBBAAABAABBBBBBABA
ABABAABAAAAAABAABBBBBB ABBAAAABBABBBBBABAAAAAAABB
ABBABBABAABAA AABBA
BBBBBBAABAB AABBBAAAAAAAB
BB BABBBBBBBABBBBABBBBAABBBBAAABBAABBBAAABBAABBAAB
BBAABAABAABBAAAAAABAABBBBAABBABB BAAAABABBA
ABAAA AABABABABBAA
BABBAABB AABABABABBBBABBABBAAAAA
BAABABBB AAAAA
AAAAB AABBAAAABABAAAABBAABBBBBAAA
BBBBABBB BBAAABBBBBBABBBABBABBABBBAABAAAA
BBBABB $
AAAABBBBAAAABBAA BBBAAABBAB
BAAABB BAABBA
BAA BBBAABBB
BABAAAB $
ABAAABABAABBBBABBBABAAAAAABBAB AABABBAABBAAABBB
AAA BBBBBABBBBAAAA
ABABABBBBBAAAB $
AABAAABBAAAAABB ABBA
AABB BAABAAAABAABBABAAAA
BA BABABBBAABBAABAAAABBAAAAAAABA
BBABABBAABABB ABABBBAAAABBAABABAABAB
AA BB
AABABB ABAAAA
BAA ABABBB
ABBAAAAAABBBBA BAABBBBABABB
ABABBA BBBABBABAABAAAABABABAA
BBBABA BBAAA
A ABBBBB
BAABABA BAAABBABAAABA
AABBAAABBAABAAABAAA BBBBBB
$ BBBAAABBB
AABBAAABA ABA
ABBBBB A
ABBBBABBBBBBBBAAB BBBAABAAABB
BAB BBABB
A BAABA
ABBBBAAABAABBBBBBABAA ABAAA
AA AABBBAB
$ AAABAAA
BBBBBBBBABBAABAAB ABAB
A ABBBABB
BAABBABABBBBBAAAAAAAB BABBBBAB
BBAAABA BBABBABABAAABBAABABBA
BAABBA BAAABABAABBBBABBAAABABBB
BBA ABA
A ABAAABBAABABABA
BABBAABB AABBABBBB
BBB BABBB
AABBABAABBABA $
ABBABBABAABAAAA AAAAB
BAABBAAABAABBABAABBBABAABBBA BBBABBBABBABBBABBBBB
ABBBBBBABAA AABABAAAABBABBAAAA
AA AAAABBBABABAABAB
$ AAABB
AAABABABAAA BBABBABAA
ABBAAAABBABBBBBABAAAAAAA ABABAABAAAAAABAABBBB
BBABAABAABAA AAAABBB
BABAABABBBBABABABABA AAAAAABAB
$ BBABBABBBBBABABBBBAABABA
BAA BABBAABABBAAAAABAAB
A BBBBBABBBBAA
BBBBBBABAABBB ABAAB
ABABBA BBAB
BAAAAABBBBB BBBBBBBAABAAAAABBBAABA
BAAABAAABAAAB BABAABBA
BBBBABBAABBBB BAAAAAABBAAA
BB AA
BBBBAABAAABABAAA AAABABBAB
A BBBAAABB
BBBABBBAA BABBA
BBAABABBABBBAAABABBAAAABBAAABAABABBBAABBBBBBABAAABBBAA BAA
ABA BBABBBAABBABBAB
BAAAAABBAAABAAA AABABBBABBBBB
BAAABABAABBBBBBBB BBBABB
BAAB AAAAAABBBA
AABBABBA AABB
AAB AA
BBAB BABABBA
BABBABBBA $
AAA BBBABBBABBAAB
ABAAAB BBABBAAAABBBBAABAABAABABAABABBABBAA
ABAAAAA $
BBBAABBBBABABAABAABBAA AAABB
BAABABBABAABAAAABAA BBBBBBAA
A ABAABABA
BABBAAAABBAABAABBBAAAABBBBAAABBBBBAB $
ABAABAABBBBAABABBBBBAB AABBBBBAABBAAB
ABAABAB ABB
AABBBBAB BBBAAAABAA
BBBA ABB
AABBAABA BBBABBBBBAABAABBAAABBBA
ABAABBABBBABAA AAAABBBABABAABABB
ABBBBABAAAAABBABAAAB AABAABAAAAAAAABA
BAA BBAABABBABBBAAABABBAAAABBAAABAABABBBAABBBBBBABAAABBBAA
BBABBB BABBBA
BBABAABABAAABBBBBBBBABABB AAAABBAABBBBA
BBA AAABAB
BAAAABBBABAABAAABBB BABAAAABB
BAAAABAAABA BABBB
BAABAABB AABABAABABBBBABABBABB
BABAB ABBBAABBBBBAA
AABBB ABB
AABBBBBAABBAABB ABAABAABBBBAABABBBBBABB
AB BA
AABBAAB BBBABBBBBAABAABBAAABBB
$ BABBBBABABA
ABAAABABAABBBBABBBABAAAAAABBAB BBABAABAAAABB
BBBAABABA BBBBAB
BAA ABBBBBAAAABBB
BA AABBBAABA
BBAB BABABBA
B BBBBBBAAAABABBBBBBBAAB
BBAAABA AABABABBAAA
BAABB B
BBAA BBABABAAAAB
A ABAABBB
BBBAABBBBABABAABAABBA $
AAB BA
AAABAB B
AAAABBBABABAABAB AA
BABBBAAAAAAAAA A
BABBAABBBBBBBBAABB BABBABAAAAAABAABA
AABBABBB BABBAAB
BBABBAA BABAA
ABAA AABABABABBA
AAB AAAABAAAABBBBBBBAAABAAAAAABBBBABBABABAABBB
BA $
$ BABBAAAABBAABAABBBAAAABBBBAAABBBBBAB
BA ABAAABBABB
AABBBABABAABABAABBAAABBAAAABAAABABABABABABABAA AABBAAABBAABAAAB
AABBBABBABAAABBBBAABA ABAABB
AAAABAAABBABAA ABBBBABBA
A BBBBBABBBBAA
ABAB BBABBBBBBAAAB
AAAA BBBBAA
AB AAABABAABAAAAABBAAABBB
ABA BAABBBA
BBBBABBABAABABBBBBA BBAA
ABABABBAAA AAABAAAA
BAAAABABA BBABB
BBBBAAB ABBBABAAAABAABBABABBBB
BBBBBABBBBAAAA AAA
ABB ABAAAAABAA
BABBBBBABBBBABBBBBBA AABBAAAABABAAAABBAABBBBBAAAAA
$ BAABAABBB
BAA BABBAABABBAAAAABAAB
BABAAABAA ABAABABAB
AABBBAB BBBB
AA ABBBAAABABBA
BBBAABA BBABAAA
ABBAABB BABBAAAA
AAA $
AAAA ABBBBBAABBBAAAAABA
AABAAAABAAAAAB BBAABAAAAB
BBBABBBBABAABBAABBABBABAAAA BBBBABA
AABBBABBB BABBABBBBBA
AABBABAABBA BBBBBBA
BAABBAAABAABBABAABBBABA AAAB
BBBAABABABBA BBAA
ABBAAABAABB BBAA
BBABAAABBABBAAABBA $
BB ABAAB
BAAABBABB AABBBBA
BAABAAAB BAAABBAA
ABBAA AAAABABBBBABBBABBABBAAAAABB
B BBBABAA
BBABAABAAABAABBBBB AABBA
AABABBBBAB BBABABBBBBAAAA
ABAABAAABBAABB ABB
ABBAAAAAAAAB AABBBBAAAA
ABAABBABBBA ABABAAABABABBABABAA
B AAA
ABAA $
BA AAAA
AAA BABB
AABAABBAABAAABBAB AAAAAB
ABA BBABAABABBBBAABABBBAB
BBA AA
AABABABB ABBBBBBAABAABBABAB
$ BABBAAAABBAABAABBBAAAABBBBAAABBBBBAB
ABAABAB $
AAAABBBBAABAAAAABBBAABBABBBABAAB BABAAABABAABB
ABBBABABAAABBABBB ABBA
AABBAAAAAAABB AAAABBBBBBAA
AA $
ABBBA BAB
AABABBBBBAAAAAAABAABA A
AABBBABBABBBB ABB
AAABABAABBBAAA AABBABBA
A BABBAAB
ABBAAAAAAAABABAB ABBBBBAABAB
BBABBBBBBAAABAAA AB
AA AAAB
BAAAABBBABAABAAABBB BAAAAAAAA
AA $
AAABBBAABAABBABBBBABBBA BBABABAAAABBBAAABABBABBAAABBBA
AABBBAABAAAABBB ABBBABABBAAAABB
AB AABBBABBABAAABBBBAA
BBBBABABABBBAAAABABABABBB BABBBAAB
BBBABAA AAAAAB
AABBBABABAABABBAB AABBBABBB
AAABBABBABAAAAABAABAAABABAA ABAA
BAAB ABBBB
ABABBAB BBBABABB
$ BBBAABBBBABABAABAABBA
AABBAABA BBAABB
AABBBAA ABBABAB
BBAAABAAAABBA AAB
BBBAABAAB AAAA
AAABBABBABAAAAABAABAAABAB AB
BA ABBBBBABBBBBBAB
AABABABAB ABBABBABABB
$ ABAABAB
AAAAAAABBBABA AABBABAAAABBAAAAAA
AAAAABBBBABBBA AABBAAA
AAB BAAAAAAABBAABAAABAAAABBBB
BA B
AABBB ABBBAAAABAABAAABBA
BBBABBBAABBAAA BBBAAAAABBAA
BBBABBBBBAB ABBBBAAABAABBBBBBABAA
BBAB BBBABBBBABAABBAABBABBABAAAABBAA
ABBBBBAAA AABABAAB
AABAAABBB AAAABBABAA
BBAA BBABB
BABBABBBAB ABBBBAAABAABBBBBBABAA
AAAAABBA BBAAAAABABAABBABABABBBABABBABAABAA
AAABBABAAAABBA AABBBAABAAAABBB
BBBABBABAABAAAABABABAAB ABABBAB
BA BAAB
ABAAB BBAA
ABAAAAAABAAA ABABABAAAAAABAABA
AABAAA $
BAA BAAAAABAAAA
ABBBBABAAAAABBABAAABBA AABAABAAAAAAAABABA
BAABBA BBABAABBAA
$ AAABBABBABAAAAABAABAAAB
BBBAABAAAB ABBBBABBBBBBBBAA
BABBBBBBBBBBABAAABBBABA BABAAA
BBBBABBB AAA
ABBBAABBBBBAAB BBBBBA
ABABA ABABBABB
BAAAAAAABAABAAABAABABABAAABA BAABABAABABBBAAA
AAABABBAABAAAAABAAA ABABAA
ABBABBABAB AABABABA
ABBBABBBABAA AAABABAABBBAAAABB
BBABBBABA BBBAB
AAAAAABBBA AAAAABBBA
ABAAAAAB B
BABA BBBAAA
ABBBBAAA BAAABBABABBBBBABABBAABA
ABBBAABBBAAAAAAAB AABBAA
BA BAA
$ ABBAAA
ABBABAAAA ABBBBA
AAAAABB AAAAAABB
B AAAB
BBAAAAB AB
$ AABAAABABBBBB
B AAAB
AABABBBBAA BBBBAAAABBABAAABBBAB
BBBBAAB ABAAB
ABBABABA BAAAAAAABABAABABBA
AAAABAAAAB AAABBBBBBA
BBBABBBBAB ABBBAAAABAABAAABBAAA
ABAABABA BABAABBABBABBAABAABBABBA
BAAA BBAABABBABBBAAABABBAAAABBAAABAABABBBAABBBBBBABAAABBBAAA
BAAAABAAAABBAAABBBABBBBAAAAAA BABBAB
AAAAABBAAAABBABBAABBAAAABBAABBBABBAAA AABBBBA
BBABABABBBBB BBABABBABA
BAAAAABBBBAABABABABBBAABBAAAA $
AAABBA AABAABAABAABABBA
AAAABBBBBBBB AA
ABBBABBBA ABBBBBBAB
ABB AAAB
ABAABB BABBAAAAAABBBA
ABBAABABABAB AAABAAAAABABABB
BABABBABAABBBABAABAAABB AA
BBBBABABBBABBBB BAABBAABAABB
BBABABAAAABAAAAA BAABBAABBBBAA
BABABBBAAAAAAAABBABBABBABABABABABAAABAAABBABBBBABBBBBBBAAAAABBAABAABBBABBA BBABBBBAABA
BBABABAAAABBBAAABABBABBAAABBBA AAABBBAABAABBABBBBABBBA
BAAAAAABBAB BBAAABBAAABBABB
BAB ABABAAAAABBABBB
BAAABBABBAABABAABABAAAAAABABABABBBBB $
AABBAAAB BBBBABABAAB
BBBA AABBBBAABABAB
ABAABB AAABBBBBABAAAABBABABABB
AAA ABBBAAABAA
BABBAAABABAB BBAAAAA
ABBAABBBB BBAAAABBBBA
BAAAA BAAAAAAABBAABAAABAAAABBBBAABB
ABAABBAAB BAABAAAABAABBABAAAABBABA
BABBAAAAABBABBAA BBABBABBBBBAAABBBBAB
AABBBABABAABABBABAA AB
ABA BABAAA
ABBBBABBBBBBBBAABBBB BBBAAABBBBA
ABBBBBBAAABAAAA ABAAAABAB
AA AABBBBBABAAABBABAB
AAABBBAABAABBABBBBABB BBBABB
BBBBABAAB BBBAABABAAAB
BBABBBBBBAAAB BBAAAABBBB
BAAABBABBBBBABAAABABABBB ABBAAAAAAAAB
ABBBBBABBBBBBAAABABAABAAAAAAA BABBBAA
ABB AAAABB
ABBBABBAAAABA AAABABABBAABAABAAA
BBBBBBA BBBAAABABB
ABBBBABB ABAB
BAAABBAAB AABABABABABB
AABBBAAAAABBBABABAABAABBBABABBAAAABAABAABAABBAABAAAAB BB
ABAA $
ABBBBABABAAAAAB AAAAABBABABAABBBBB
AAA AABAAAA
ABBBBAAAABBAABBBBAABBBAA B
BABBBBABABAAABA B
ABBBBAAA BAAABBABABBBBBABABBAABA
BABBABBBAA BAAABBBBAAABBAAAAABABAB
BBBBAABABBBAAAAA BBAAABABAABA
BABB AB
AAAABA AAABAAABABAA
BABBBBBBBABBBBABBBBAABBBBAAABBAABBBAAABBAABBAABBA BAAABBAAABBBABAAABAAABAB
ABB ABAABAB
BAA $
AA AAAABAAAABBBBBBBAAABAAAAAABBBBABBABABAABB
ABAAB BBBA
$ BBABAABAAABAB
AAAAAAABBBBBABBABA A
AAABA BBAAAAABABB
$ AAABA
BBABABA AABBBBBABAAABBABAB
AAABB ABAABBBABABBABBAA
BBBABABBBAB $
A ABBBBAABBAAABA
ABB AB
BBBAABABA BBBBAB
BBABB BBAABBAAABBAAABAAAAABABAAAA
BBABB BBAAAA
$ BBBBBABBBBA
BBBAABAB BBABABBBABBBABB
BAAABAAAAA ABBAAABBAAB
BAABBBBBBBAABABABABBABAA BBABAABAAABABA
BABBABBA BAABBBB
ABABABAAAAAABA AABBABAABAABABABAAAABAAAB
BBB AABABBBBBAAAAAAABAA
ABABABB AAABA
BB AABAAAABBAABABAAA
$ ABABBBBBBBABBAABA
AAABBAABAAABBAABBB ABBBBAAA
ABABAB BABAABAAAAAB
ABABAA BBBABABAAAA
BBABBBABBBBBAAAAAA AABAABAAABBA
ABBAAAAAABAA BAABBBB
AABABAABABABBAAB AAABBAB
AABBABBBBB ABABBABBAAABAB
ABABABABABBBABAAABABBAAAA BBAAAAABBBBABAABBBBB
ABBAA AABAAABBAAAAABBA
AABABAABABBBBABABBABB BAABAABB
AABBBABB BBBBB
ABBABBABABBB AABABABABB
AABBABBB ABABBABABBBABABA
AABBAAABBBBA BAAB
BABBBBABABA $
BABAABABA AABBAB
BABBAABB AABBABBBB
AAABA $
BABBAABBABB BAA
ABAAAAAB AAABAAAB
ABBAAABBB $
ABABBA BBBABAB
$ BAAABABAABBBBABBAAABABBBBA
AABBAA BBBBBABAAABABBBBBBABABAABABBAAB
BBBBABABBBAB ABBABBABAAABBAAAAABABBAA
AAABAAABA $
BABBBBA AB
ABAAAA ABB
AAABB AAAABAAA
AAAABABABAABABABABA BAABBBBBBBAABABABABBABAA
BB BABBBBBBAABBBAABAABABBBABABAABBBABAAB
AA A
BAAAABAA ABAABA
BAAAAAABBAB BBABBAAABBABBBBAAABBABBABABA
BBBABAA BBBAAABBABABBB
AAAAAAAAABABBBBABBABAAB BAABBABBBAB
BAAABABAABBBBBBBB BBBABB
A ABBBBB
AABA ABABAABA
BA B
ABABA ABBBBABBA
ABAABAABABBBBBBAB BBA
AABBBBBAABBA ABAABAABBBBAABABBBBB
AB AAAAB
AAA AABAABAABAABA
AAAAAAAAABABBBBABBABAABBAA AAABBAABABAABA
BBBABBAAAAAABB BBBABAA
BAAAAABAABBABAABB BAABAABBABBBAABBBBABBBBB
ABAABB BBABBA
ABAAABABAAABA AA
ABBBBAAAAABABA AAABBB
AABBBAB BAAA
BABAABBAA ABBAABBBAB
BAAA A
BBAAABAAABABABBBB BBBABAABBBBAAAAB
BABBABBB BBBBB
BAAAA BBAABABBABBBAAABABBAAAABBAAABAABABBBAABBBBBBABAAABBBAAAA
AABBBBAABAABABBBAABAABABAAABBA ABABAABBBBAABABBBAABABAA
BBBABBBABBABBB BAAB
BBBABBBABBAABBABBBA BAABAABAB
AAAAA BAABABBB
ABBBBBBBBBAB BBBAA
BABBABBBA BAABBBBBBBAABABABABBABAAA
BABBBBBBBBBBABAAABBBABA BABAAA
$ BAAAAABBBBB
BABABBAAB A
ABBAAABAAABABBB ABBAAAAABABAAAABBABABABBBBABAABAABAB
BAA BA
AAA AABBABBBAABAAABAAABABAABABBBABABB
AAABBBAABAABBABBBB BBB
AABABAAAAA ABAABBAABAABAABBBABBAABABBBABAABBABBABA
ABBABBABBBBBAABBBBABABBBAABABAB ABABB
AAABABBBAAAABBBBBABABBAABABBB AB
AB BABAA
BABAAB AABBAAABBA
BAABABAABABBBA BBAAAAABABAABBBBAA
AABABBBBABA BBABABBBBBAAAAA
AAAAAABBBA AB
AABBAAABAABAAAABBBAA A
AAABABABAA BBABBABA
BAABAB AABBBABAAABBABBBBBAABBBAAAAAABABBAABBBB
BBBABABBAABAAAAAAABABAAAABBABABA AAAAABAABA
BBABAAABABABBBB A
AABAABAABAABABB AAABB
BBABABBABB AAABBABA
BABBABBABAABABABBAB AAABBAAAABAABBAABAABBA
BBBABBBBBAABAABBAAABBBABB AABBAABABB
AAAAABBAAABAB BAABABBAA
ABAAAABBBB ABABAAB
BBBBBAA ABBBAABBBBBABBABABBBABBBB
AAAABBB BAAB
ABABAAA ABAB
ABABABBBABBBBBBB BABBBBBBABAA
BAAB AABABB
ABABABB AAABA
BBA BABBABAAABAAABABBBAABAAABAAABABAAABBABA
BBAB BA
BAAAAAABBABB BBABBAAABBABBBBAAABBABBABABAB
BAAAAABAABBBAA BAA
BAAABAAABAA BAABAAB
AABAABABBBAAB AABBABBBBB
AABAAA BBB
ABA ABAABBA
AA BAB
BBBBAABBAABABBAAAAABAABAABAAAAAAAAAAABAAAAAB BABAAABAAABABABBBABBBBBABAA
BAB BAAAABBBBABAAB
AAAAABB BBAAAAABABAABBABABABBBABABBABAABA
BBBAABABAA BBBBABA
AAAABBAAABABAA BAABBB
BABABBA BBAB
ABAABABAB $
A AAA
$ AAA
AABBBAABAAAAB ABBBABABBAAAA
BBAABABBABBBAAABABBAAAABBAAABAABABBBAABBBBBBABAAABBB B
ABAABABBBB ABBAB
BABBABBBABABBBBAAAABBAABB AABBBBBABBAA
ABBABBABABB AABABABAB
AAAA BBBAABAAB
AAAAABB BBAAAAABABAABBABABABBBABABBABAABA
BAABAABBABAABAABAAABAB AA
AABA BABBBBABABAAABA
BBBABBABAABAAAABABABA ABABB
BABBAABBABBA AABBBBBAABBBBABBBBAAAAABBB
ABAAABBAAABBBAAABBABBBAABAB BAABABAABABB
BBABBA ABAABB
ABBBABB BABBB
AAAABBBABABAABAB AA
BABABBAB $
BBAABB BA
BABBAAAABBAABAABBBAAAABBBBAAABBBBBAB $
BBABABAAAABBBAAABABBABBAAABBBABA AAABBBAABAABBABBBBABBBABA
BB BAAAABAAA
ABBBAAABABBA AA
ABABABBAA B
BBABB BABBBAAABBBABBAABBA
AAAAABBB AAAAAABBB
BBAABAAAAB AABAAAABAAAAAB
AAABBAA BBABAABAB
AAAAABABAAB BB
BBAAAAABABAABBABABABBBABABBABAABA AAAAABB
BB AAABBBA
BABBBAAAAAAAA $
BAABBBBAB BBBABBABA
BABA BBABBA
AAAB AABAABAABAABAB
ABBBBAAAAABABAA AAABBBA
BBBABABAABABAAAABAAAABBBBAABABABBBAABAABABAA BAABABBAB
BAABBBBBBBAABABABABBABAA BABBABBB
AABB BBBAABBABB
BBBBBAABAAAABAABAAAABABAABABAAABBBBBAB AABBAAA
BABAABAAB AAAAABAABBBAAABBBBBBABA
BBBBBBAB AABBABAABBAB
B AAAABABABAABABABABAAB
AAA AAABBABAAABAABAAAA
BBABBAA AAABAABAA
AABBB BAABBABBAABABBB
BBBBBABAB AAAAAABB
AAABBAABAAAABAABBBBAAAABABBBBABABBAABBBAB AAABABBBBBBAABA
AABBBB BAABAAAABAABBABAAAABB
AAAAA AAAA
AABBBBBAABBBBABBBBAAAAABBBB BABBAABBABBAB
AAB AAABABAABAAAAABBAAABBB
BBAABABBBAAA BBAABABAABAA
AAABAB BBA
BAABABAABABBBA ABAAABBAAABBBAAABBABBBAABABBA
BABBBBAABBAA ABBAAAABAAAABBABAABABAABBA
ABBAA A
ABBBBBBA ABA
ABABABBBAABBABAAAABAABABBA ABBABABA
BAABBBBBBBAABABABABBABAA BABBABBB
BBABABAABA ABBAAABABAAABBABABABABBBBAAABBAABBBB
AABBBABAAB BAAABAAAABABBBABABAA
AAAAABBAAAB ABAAAAB
ABABABBBAABBABBBAAAAABA A
BBAA BBABABAAAAB
AAAABAABA BBBB
AAABBBB AAABBBAAA
AAAABBBBBBAAA ABBBBAABAABBAA
AAA ABAABBABBB
BBAABABBABBBAAABABBAAAABBAAABAABABBBAABBBBBBABAAABBBAA BAA
ABAA BAABAAB
BBABBABABBBABAAABBBAAA AABBAAABBB
AABBABAABBABAABB BBBBBBABAABB
BBABBAABBBAB AABAAAABBAABABAA
BAAB AABABB
BB BBBBAAABBB
A AA
AAAAAAB BBABBABBBABBBBABBBBA
ABBBAABBB AABABAABABA
$ BBBBABAABBBBA
BABABBBB AAAAAAABBAAAAABAB
BABAABABBBBBBBAABBA ABABBAAB
AAABAAB BBABB
AA BBBBBABBBBAAA
BBBBBAAABB AABABABABBAAB
BBABBAB AAABABABA
B ABBA
AABAABBAAAABBAABAAB ABA
AAABAA AABBBA
AAABBA AAAAABAAAAAAAABBAAAABAABB
AAAABBBBAA BAABBBBABAAA
AAABAAAAABA AAABAABBBAABAB
ABBBBAAAAAAA AABBABBBBABAABA
BAAABABAABBBBABBAAABABBBBA $
ABAA AAABBBBBABAAAABBABABA
BAAB AAAAAABBBA
AAA ABBBBBAABBBAAAAAB
BAA BAABABAAAABBBABAABBAABBA
$ BBBBBABAAABABBBBBBABABAABAB
BBBABAABAABB AABBBA
ABBAA A
AABBABAAABA B
AABBBAA $
ABAAAAA AAABAAA
ABBBAABAAAABAAABAABBBBBBBBB BABBBBABAAABAA
B BBBBBBAAABABAA
BBBBBBBABB ABABBABBAA
BB BAAAAAABAAABAABAAAAABABBBA
B BA
BBBBABAAB BAAABABABB
BBBBBABBBBAA A
BB BBBAABABAA
BAAAABAA ABBBBBBABAAAABABAABBAAABBBA
BAAABBA BABBBBBBABAAAB
BAAABABAABBBBBBBB BBBABB
ABBAAAABAAABBBB AABBBBBABBBAAAABBBBABBA
ABBBBBABBBBBBAB BA
ABBABBB BBBBABABBBABBABB
ABABABAAAAAABAA A
BBA AAAAAAABBAAAAAB
A AABAAAAABBAB
AABBBBAB BBBAAAABAA
BBBAAABAAABAABBBBABBBBBBBABBBBAABB BBAAABAAA
AAAABBBBB AAAAAAABBAAAA
BBBBBABAABAAAAABA BBABBBA
ABBBBBBABA AABABAAAABBABBAAA
AABBABAAAABBAAAAAAAB AAAAAAABBBABAAB
AAABABBAAAABBABAAAAAAAAA ABBBBAABAABBBAB
B AAABBBAABAABBABB
ABABABAAB AAAA
BABA BAAABABABB
BBBAA ABBAAABAAB
BBAAABAAABABABBBBA BAAAAABBBAABB
AAAAABAA BBBABABBAABAAAAAAABABAAAABBABA
BAAAABAAAB BBB
AA A
AABBB ABAAABBAAAAAAAABBBBABA
ABBAABAAABBABABAAAABAAABB BBAAABAAABAAABBAAAAAABABA
BAAA ABBBAABBBBBA
BBBBAA ABBBABAAAABAABBABABBB
ABBBBABBBBBBBBAABBBBA BBBAABAAABBBBBA
AABABBAABABBBABBBBBBBBABB AA
BBABBBABA BBBBBABAABAAAAABABA
BBBBABBAABBBBBBBBBB BABBBAABAA
BAAAAA BA
AABABBBABBB ABBABBBBABBAAAB
ABBBAABBBAAAAAAABA AAAB
AAABBBBBABAAAABBABABABBA ABAABBA
BBBABBBAAB BABAA
ABAB BBABBBBBBAAAB
BAABBBBBBBAABABABABBABAA AAAABABABAABABABABA
ABABBABBBBBA AAABBAA
BABAAAA BABBBBBBBBBBABAAABBBABAA
BABBBBABAA AAAAAABA
BAABBABA BAAABABAABBBBABBAAABABBBBA
BAABAA AABABAABABBBBABABBA
BAABAA ABBBBAA
ABABA ABBBBABBA
AABBBAABAAAA BAAAA
AAABABA BAB
BBBBABA BBBAABABAA
BAABAABBABAABAABA ABBAAB
ABBAAAABBABBBBBABAAAAAAABBBB ABABAABAAAAAABAABBBBBBBB
BBAABBBBBAAABBABBAAABAB AABBAABABB
BAAAAAAABBAABAAABAAAABBBB AAB
BAAAAABAAAAABAA BBABABAA
BBAAAAAABB BBABBAABB
AAAAA BAABABBB
AABBBBBAABBBBABBBBAAAAABBB BABBAABBABBA
BBABABAAAABAAAAABB AABBBABBB
AABBAAABAA ABAA
BBBBBBAB AAAAABAA
ABBBBBAABBBAAAAABA AAAA
ABA ABBBBAAABAABBBBBBAB
ABABBAABBBBABAABBB $
BAAAABAAAABBBB ABBBBBABABBAABAABBBBA
AA ABABB
AABB ABBABBABAABA
BBABAB AAABAAABBBBAABBAA
AAABBAABABB ABB
AAABABBBAABABB AABB
AABBAABABB BBAAAA
ABBAAAABBABBBBBABAAAAAAABBBBB ABABAABAAAAAABAABBBBBBBBB
$ AABAAA
ABBBABAA ABBAB
ABAB BBABBAAABBA
ABBBAAA BAABABBAB
BBBBAABBAABABBAAAAABAABAABAAAAAAAAAAABAAAAABAAA AAABABBAAAABBABAAAAAAAAABA
AAA ABBBBAAABAAABABABABABB
ABABBABAABAA BABA
BBABBAABAABBABAABBBAB ABAABAA
BBBBB ABAA
B $
$ BBBBB
AAAB BABA
ABBABBABAB AABABABA
AABABAABABAB BBAAABABAA
ABBABA $
