26583
BAABABAA ABBABABABBAA
BAABABAAAB ABBABABABBAAAB
BAABABBBABBABBBABAABAA ABBAAAAAABAB
BABBA BABAAABBBABBAAAAB
BABABBBAABAABBBBBBBBBABA BAAABBABAAABAAAAAABABBABAAABBBAA
BAA ABBBABBBABAAABABBBBBA
AAAA ABABABAAABABAAABA
B $
BBBBBA BABA
BBBABBAB A
AAABBBBBAABBBBABBABBBA BBBBBBAAAAAAABAABBBAB
AABBBBAAA BBBBABBBBAAAAAAB
B ABABABABBBBBAABBB
BA ABBBABBBABAAABABBBBB
ABBAABAAB BABBBBBAABBBBBABBBBBBBBABAAA
AAAABAAAAAABBBBBBBBA BAABBAB
BAAABBABAAABAAAAAABABBABAAABBB A
AABAB AAAAAA
AAAAAB ABBBBB
AAABAAA ABAABBA
ABBAAB $
ABAABBAABAB ABBABBABBBABBBBBB
AAAAAABB BAAAABABBBAAAAAB
ABBAABB B
BBB BAB
AAAAA ABBBB
BABBA BABAAABBBABBAAAAB
ABBB ABBBABBBABAAABABBBBBABB
BBBAA AAAB
ABABABAAABABAA A
BABA BBBAABAABAAB
BABAAABBBABBAAAAB BABBA
ABBABBABABABAABBAABA A
BAAAABAAAB AAAAABBBBAAABBABAAA
ABAAB ABBAAB
AAAAAABBABB BBBABBABAA
BAABAABA AAAAAA
AABB A
BBBBBB B
BAABABBB ABAABBBBABA
$ BBBBB
AABBABAA BAAABBBBA
BBBABA AAAAABBBBAAABBABAAAB
BAABABAAABABB ABBABABABBAAABABB
AAAABABBBBAABBBBAABABABA ABBAABAAAB
BABABBBAABAABBBBBBBBBABA ABBBBABBB
ABAAAABBA ABBBBBBABABBABAABABBB
ABBBBB AAAAAB
BBBB ABAB
BAABB AABAAA
B $
AABAB AAAAAA
BBBAABB ABBABBAAB
ABBBABBBBA BAABBBBBBA
BBABBAAB ABBBBBBA
AAAAA $
AAAABAB BAAABAAAABAA
ABBABBABABABAABBAAB $
$ BAABBBBBBAA
ABAABABBA ABBBBBBABBBAB
AAAAABB ABBBBBB
BBBABB ABBAAAAAABABBA
ABABBA ABAABA
ABBBABABBBBABBB AABAABAAB
ABABABABBBBBAABBBBBB BBBB
ABABBBBABBAA BAABABBBABBABBBABAABAAB
AAAABBBBABB BBBAAB
BAABBAABAAA BBAABBBA
AABBAAB ABBBBB
BBAAABAB AB
ABBA BABA
ABBABABABBA BAABABA
BBABABAAAB AAAA
AAB BAABBBABBAAAA
ABBBBBAB $
BABAAABBBABBAAAABBAA AABAAABB
BAABABAAA ABBABABABBAAA
BAA AAAB
ABAABABBAAB ABABA
ABBAA BABAA
ABAABABABBBBBABBBB ABBBABABBBA
ABAABAABABBAAABABBBBBB AABBBABABBAAABAAAB
BAAAA ABAABBA
AAAABAAABAB ABBBAAAABBBAB
BA AAAB
AB ABBABBABABABAABBAABAB
BAABABAAABAB ABBABABABBAAABAB
ABBABBABABABAABBAABABA ABA
ABAAB BAAA
AAAABB BAAAABA
BAAABBB AAAAAA
ABABAB AAABBBA
AB BBAAABAB
BAAAABBA BAABBBBBBABBBAA
BAABAAB ABBBBABBBBAA
AABAAAAABBABAA AAABAABAABAAAABAAABAABB
AA BBBBBBAAAAAA
$ BAAAABAABABABB
ABABB ABBAABBAAAABBAB
BAABABBBBBBBB ABAABBBBABABBBBB
BABAAAAA ABBAAAAA
ABBABBABABABAABBAABAB AB
AAABABABB AAAAAABAA
ABBBAABBBBBAAB BBABBBBBAABAAAAAABBABBAAABBB
BAAAABA AAAABB
BA ABBBABBBABAAABABBBBB
ABBBAB BAABBB
ABAABABBAA BAABABAAAAAAABABBAAB
BBBBAA ABBBABBBABAAABABBBBBABBAAAA
BAABABAAA ABBABABABBAAA
AA BBBAABAABAABAABB
$ ABABABABBBBBAABB
ABBABBABABABAABBAABABA AAAABBAAAAA
ABABBAA ABAABAA
AB $
AABABBBABB ABBBAA
ABBBBABBBBA BABABABBABBBBAABAABBAAB
ABABBAAABA BABAAB
AAAAAA BAAAAB
ABAABBBBABAB BAABABBBB
ABBBABBB BBBBBAABABAB
BBABBBABABBBBABBB BABABBBAABAABBBBBBBBBABA
AAAABBBBA BAAABBBAABABAABAABAA
BABBA BABAAABBBABBAAAAB
ABAABBAABABA ABBABBABBBABBBBBBA
BAAAAABABAA BBBBBBAAAAAAABAABB
AAAB BBBBBBAAAAAAAB
AAB ABAAA
BBBAABABA BAAAABAABABABBAAA
ABBBAABBBBBAA BBABBBBBAABAAAAAABBABBAAABB
BABBAB BABAAABBBABBAAAABB
ABAABABBA ABBBBBBABBBAB
$ AAAAA
ABBBBAAAAABBABBBA AABAAABBAB
AABBA $
AAABAABBBAB AABAAABBABBBAB
ABABBA BABBBBAAA
AAA BABAABAABABB
BBABBBBBB BBA
BBAAABA A
BABBBBBAABBBBBABBBBBBBBABAAA ABBAABAAB
ABBBABABBBBABB A
BBABABAAABB $
ABAAB AA
ABBBABBBBAA BAABBBBBBAA
B ABABABABBBBBAABBB
AAABBBAAABB $
ABBABBABBBABBBBB ABAABBAABA
AAAABBAAAAAAAA BBBABABBAAAAAABBAB
AABBABBBB ABAABABABBBBBABBBBBAB
ABBA ABA
AABBABBAA BAAB
BBBBA AAAABBABBAAABAB
ABBAABBBB BBB
BAAABAAAABA AAAABABBBAB
ABBBABABBBBAB ABABBB
AABAABBBA BBBAAA
A BBBBB
AAAAABBB AAABAAAABBAAABBA
BAAABABAB ABBABBABABABAABBAABABAAAA
BBAABAA BABAABBBBBABABBBBB
AAAB ABAAAAA
BAAB AAABB
BABBBAA BBBBABBBBAAAAAABAA
BABAA ABBABBA
ABBBABBBABAAABABBBBBA AB
BBBBB ABABBB
ABBBA BAABB
ABB BAB
ABABAABBBABABA ABBAAAAAA
AAAAABBAABAAABBBAABBBBBBAAAAAA BABBBAA
ABBB BAABBBAAAABBAA
AAABABABAAAABABAAABABBBAB BABAABA
BAABBA BB
ABA AAAAAABABAABBBA
ABBBA BBABBA
AAAAAABA AABAAABB
AABB AB
AAAB BA
AAA BBBBBBAAAAAAA
BA BBB
AAAA ABBABBBB
AABB AAABBBAAABBBBA
BBABBABBBBAABABBA ABABBABAABAAA
BAABAABAB BABAAABBBABBAAAABBA
BBABBBAABBBBBB BBBAABAABAABAAB
AB AA
$ ABBBBBAB
B $
BAABBBABBAAAABAB ABBBBAA
$ ABABABABBBBBAABB
BAABAABABAABBABAAAB ABBBBBAB
AA BBBBBBAAAAAA
ABABBBBAABBBAAA BAAAB
ABBBBBABAB AB
BABAABBAA ABABBAAABABAA
BBABBBBBAABAAAAAABBABBAAABB ABBBAABBBBBAA
ABAAAABBAAB ABBBBBBABABBABAABABBBAB
BAABABAAABAB ABBABABABBAAABAB
AAAABABBBAB BBBA
AAAABAAABA BABBBAAABABBBBBB
ABBBBBBABABBABAABABBBA ABAAAABBAA
BABBAABBBBBA BABABBBABBBBBBAABAAAA
AAAABAABBAABBABBBABAA AABABBBABB
BBBBBBAAAAAAAB AAAB
A ABBBBBABA
BAAABBBAABABAABAABAA AAAABBBBA
ABBABBABBBABBBBBB ABAABBAABAB
AAAABAAABA BABBBAAABABBBBBB
BAAABA BBBABABBAAAAAAB
BBABBBBBAB ABABBBAAA
AAAABAAABAB BABBBAAABABBBBBBB
A ABA
BABAAA BBBAAA
$ AB
AAAABABABAABBBABBBAABABABBA ABBBABBBBAAAB
AAA AAABBBAAABBBB
ABABAAAAB ABAABABBBA
BBBAAABBA BAABBBBBBAAABBAB
AAAAABBABB BBBABAABAAAB
AAAA BAAAABAABABABBAAAA
AAAAABBABBA A
ABAAAB BABAABABBAABABBB
ABBBABBBBAAABBAB AABBABAAB
ABABBB BBBABBA
ABABBAAABABAA BBAABBB
ABAABB BAAA
BABBBA AAAAABBAABAAABBBAABBBBBBAAAAA
AA BBBBBBAAAAAA
BBABBABA ABBB
AAAAABBABBA ABBAA
BAA AAABA
BAABABBBABBABBBABAABAA ABBAAAAAABAB
BBBB BAABABAAAAAAABABBA
AAAABBBBA BAAABBBAABABAABAABAA
A ABBABBABABABAABBAABA
A BBBBBBAAAAA
ABABBABAABAA BBABBABBBBAABABB
ABAABABABBBBBABBBBBA BBBAAA
BBBABAABAA BBB
ABBABBAA AAABABAAAAAAA
AAABABBBA BB
ABBBBAA BBABBBBBAB
BBB ABABAAAA
ABAAABBAABBAABBAABAABBABBABAABBB AAABABABAAAABABAAABABBBABAA
ABB AAAAAABB
ABAABABABBBBBABBBB ABBBABABBBA
AAAAA ABBBB
ABAAAABBAAB ABBBBBBABABBABAABABBBAB
ABBBBABBBBAAAA BBBABABBAAAAAABBABBB
BAAABBB AAAABABABAABBBABBBAABABABBA
BAABABBBBBBB ABAABBBBABABBBB
ABBBAAAABB AAAABAAA
AAAAAAB AB
ABAABBAB AABBAB
BBBA AABBAABB
ABABABABBBBBAABBBBBBBB BAAAAA
ABAABBAB AABBAB
BBBAB BABABABBB
ABBAA BABAA
BBABBBABABBBBABBBBA BABABABBABBBBAABAABBAAB
BBA AB
AABBAAAABABAABAAABABA BABBBBAA
BABAAAABAAAAAAAABAAAA AAAABAAABAB
AB BBAAABAB
BABAB ABBBABABBBBA
AAAB BBABBBABABBBBABBBB
BABBAABBBBB BABABBBABBBBBBAABAAA
BBBAABBAA BAABAABA
ABBBBAABAA AABBAABAB
AAAABBAABBBABBAB BABBBBA
BABBAB BABAAABBBABBAAAABB
AABBABBAABAB BBBABAA
AA BBBBBBAAAAAA
ABBA AAAABBAABBAAAAB
BABAABB ABABBAAABAB
ABBAABBAAAABBABBBAAA AA
ABAAB ABABB
BAABBBBBBABBBAAA BAAABBBAABABAABAABAABBA
AB ABBBBBABAB
BBAABBB BAAAB
BBBB BBBBBABA
BBBABAABAAA AAAAABBAB
$ ABBBBBAB
BAAAAA $
AAABAB BA
ABA AAA
AABAABB ABABBAA
AAAAA $
BBABBBBBABB ABA
ABABAAAAB ABAABABBBA
AAAAABBBBBA BAAAAAB
ABBBBBAABBABB BBBAA
BBBBAB ABA
ABABABABBBBBAABB $
BABABABBBBAABBB AABAAABABABAAAABAABB
AAABBBBBA ABABA
ABBBBBABAB AB
BBBAA ABBBA
AAAAA $
BAB ABB
BA A
ABA ABBA
BBABBBABBAABABBA ABABBBAABBBBABAB
ABBABABABBAA BAABABAA
BABAAABBBABBAAAABB BABBAB
ABBAABBBBBAB AAAABBAABBAAAABAAAA
BBABBABBBBAABABBAB ABAAAA
$ BBABABAAABB
ABABA ABBAABAAABBA
$ BBBBB
AAAB BA
AAAABBA AAABABAB
ABAAAABBAAB ABBBBBBABABBABAABABBBAB
AABAAAABBBB BAAAABAABABABBAAA
BAAABBBBA AAA
BB BBA
ABBBABABBBA ABAABABABBBBBABBBB
BAABBBBBBAAAB BAAABBB
ABBABABABBAAABAB BAABABAAABAB
ABAABABBAA ABABA
ABAABBAABABA ABBABBABBBABBBBBBA
$ ABBBBBAB
AAAABBAABBBABBAB ABBABBB
AAAB BAA
BBAA AAABABBBAAA
BABAAB ABABBAAABA
BBABBABBBBABBBAABABBBBBAABBBAAABAAAA ABABAB
AA ABB
AAAAAB ABBBBB
ABA AABABBBA
BBBABABBAAAAAABB BABAA
ABBBABB BAABBBB
AAABAABAABAAAABAAAB BAAAABAABABABBAA
ABBBABABBBBA BABAB
ABAABABBA ABAB
BBBA ABBBBBABABAB
ABBBBABBBB AAAB
BAABAAABBAAB ABBABBB
AAABABA BAA
ABBB BBABBABA
ABBB ABBBBBBBABA
AA BABAABBAAAAAB
BAABAABAB AAAAAAB
A AAAAAABABAABB
BAABBBBB BBBBBB
ABAABB AAB
ABBA AAAABABABAABBBABBBAABABABBABA
ABABBBAA BAAAABAABABABBAAAAB
BAABABAAA ABBABABABBAAA
BBBBBBA BAA
AAAABBB ABABBABAABAA
BAAAABAABABABBAAA BBBAABABA
A BAAABBABAAABAAAAAABABBABAAABBB
ABBAABBAAAABBAB ABABB
BABAABAABA $
ABBBBAA BBABBBBBAB
BAAABBABAAABAAAAAABABBABAAABBBAA AAA
AAAABBAABBAAAABAA AABBBBAAAA
AAAABB BAAAABA
BBBBABBBBAAAAAABA BBBABABB
AAA ABBBBABBB
ABABBBBBB ABBBABABBBBABBBB
ABBAABAAB BABBAA
AABAABAA ABBBABABBBBABB
BBAAABBAA BBBAABBBABB
BABBAABBBBBA BABABBBABBBBBBAABAAAA
ABBBABABBBBA ABABB
AABABABBBBABABBA ABAABBAABABAB
BAABAABBBBA AAAABBBAB
ABAB ABAABABBA
BBBABAA BBB
ABAABBBABAB ABABABABBBBBAABBBBBBBBABABB
BAABBBBAABBABABBABAABABBAAAAB ABBBABABBBBABBB
ABBABBB BAABAAABBAAB
ABBBABABBBA ABAABABABBBBBABBBB
BBBAABAABAABAA BBAABBAABBABBBBAABAAA
ABBBBBABA A
ABAABBBBABA BAABABBB
$ BABBAABBBBBAB
AAAABABBBBAABBBBAABABAB BAAAB
BBABABAAAB AAAA
BABBA BABAAABBBABBAAAAB
AAAABABABAABBBABBBAABABABBABA BABABABBBBAABBBAA
AAAABABABAABBBABBBAABABABBA BAAABBB
BABBAB BABAAABBBABBAAAABB
ABABAABBBAB BABABABAABA
ABBABBABABABAABBAABA A
ABA ABBA
BAABBBBBBAAA A
BBAABBB AABAABA
BBABBBAB $
ABBAAAAAABAB BAABABBBABBABBBABAABAA
BBBABABBAAAAAABB BABAA
ABBAABBBA ABBAAB
BAABBAB ABAB
BAABB AB
BBABBBABBAABABBABAA ABBBAA
BAAABBABAAABAAAAAABABBABAAABBBA AA
BBBB BABBABBBA
ABAB ABAABABBA
AB BBAAABAB
A BBB
BAAAABAABABABBA BBBABBAAB
AAAAAABABAABBBAAAA ABABAABABABBBABABB
ABBBABBBABAAABABBBBBA BAA
$ BBBBBBAAAA
BAA BABABABBAAB
A BBBBBBAAAAA
ABAABA ABABBA
AAABBBBBAB ABABAB
AAAABAAAB ABBBAAAABBB
BAABBBBBBAAAB BAAABBB
ABBAAAAAABAB BAABABBBABBABBBABAABAA
ABBBBBABA A
AAAABAAABABABA AAAABAAA
B BAAAAAB
ABBBBBBABABBABAABABBB ABAAAABBA
BBBBAB ABAAAA
BBBB ABABABABBBBBAABBBBBB
ABBBBBABABAB ABBABBBABABBBABAA
BBBBB ABABBB
ABBBBA ABBABABABBAAABABB
AAAAAABABAABBBAA BABAAB
ABBBABBBBA BAABBBBBBA
AAABBB ABAAA
BBBABABB BBBBABBBBAAAAAABA
BBBBBBAAAAAAA AAA
AABBAABAB ABBBBAABAA
ABBBBB AABBAAB
AABBAB BABABABBBBAABBB
AAABAB BA
AAAABBAABBBABBAB BABBBBA
BBABBBABBAABABB BBBBBA
BBBBAB BAABAABBBBA
AAAABAB AAAABBBABBABBBAAAAABBBABBAAABABBBBBBB
AAABABBBA BB
AAABABABAAAABABAAABABBBAB BABAABA
ABAA BAB
AA BABAABBAAAAAB
BBBBBAAB BBBBABBBBAAAAAABAA
BAABBBAAAABBAABB ABBBBB
ABAABBBBABA BAABABBB
A ABBABBABABABAABBAABA
AABAABBBAB ABABBAABAB
ABBBABABBBABABBAAAA BAABBABBAABA
AB BAB
BABAA BBBABABBAAAAAABB
BAABBBBB ABBBABBB
AABBBA ABBA
BBB BABAAA
BBAAABABBAB ABBAB
ABBBABB BAABBBB
ABBAABBAAAABBAB ABABB
ABBABABABBAAA BAABABAAA
ABB AABBB
BAAAB ABABBBAABBA
ABA ABBA
BABAABBA ABABBAAABABA
BBAAABA A
BBB ABA
AAB ABBBBBBA
ABBBBAA BBABBBBBAB
ABAABBAABAB ABBABBABBBABBBBBB
AAAABAAAAAABBBBBBBBABB ABABBBBA
BAABAAB ABAAAAAAA
BAAAABAA AAAABBA
BAB BBB
ABBAABAAB BABBAA
ABA ABBBBBABABA
BAAABAB BBBAABAABAABA
BABBABAA AAAAAABA
AAAAAA BABBBB
ABBABABABBAAA BAABABAAA
AAAABAAAAAABBBBBBBBA BAABBAB
BBBBBBAAAAAAAB AAAB
ABA ABBBBBABABA
BAAAABAABABABB $
ABAABBAABA ABBABBABBBABBBBB
AA BABAABBAAAAAB
AABAAAAABB BBBBBA
AAAAAAB BAAAABABBBAAAAA
AAAABBABBAAABAB BBBBA
ABAABBBAAB BAAA
AAB BA
$ ABBAAAA
BAABBAB ABAB
ABAABBBBABAB BAABABBBB
ABBABABABBAAAB BAABABAAAB
AABA BABBBAA
ABABBBAAABAA AABABBAAAA
BAABBAB AAAABAAAAAABBBBBBBBA
BB BABAABBAAAAABA
BABABABBAAB BAA
$ AAAA
AAAABBBBAB BBBAA
BB BA
ABABBB ABBBABABBBBAB
BABABABBAAB BAA
BA A
AAAABB BBBBABBBBAAAAAA
AAAABBBBA BABAABBAAAAABAAAB
AA ABAA
BABBBBAA ABABABBABBBBBB
A BBBABBAB
A AAAAAA
BA ABBAABAABB
AABBA $
AABAABBBABB AAABAABBBA
BABABBBBBA ABBBAB
ABBBBBABABAB ABAB
AABABBBABB BAABBAA
BAB ABBAABAABBABAAAABBB
BABAAABBBABBAAAABB BABBAB
BABABABBABBBBAABAABBAAB BBABABAAABBBB
BAABAAABBAAB BABBBBA
BBA BBABBBBBB
BAAAAA ABABABABBBBBAABBBBBBBB
ABB AB
BAABABBBB ABAABBBBABAB
ABABBAA AABAABB
BBB BBAAAA
BAB ABB
AAABBBAAABBBBA AABAB
BAABBBBBB ABBBABBBB
BBAAABAB AB
ABBAAAA BABAAAA
BBABBBBBAABAAAAAABBABBAAABBB ABBBAABBBBBAAB
ABBBBBB AAAAABB
BABBABA BBBAABBAAB
ABABBBAAABA BB
BAABAABBBBA AAAABBBAB
B AAABBBAAABBB
BBBBBA ABABAAABAAB
AAAAAABABAABBB AB
ABAABBBBBBBA ABABBBBA
BABAB ABBBAAAAABBAA
BBBB BBBBBABA
AAA ABABB
ABBAABAAB BABBBBBAABBBBBABBBBBBBBABAAA
BAAABBABAAABAAAAAABABBABAAABBBAAB AAAB
BAABBBBBBA ABBBABBBBA
BBABABAAABBBBAA AABBB
ABAAB ABABB
BABABABBAABBB ABAABBAB
AABB AB
ABBBAAAABBBABABA AAAABAAABABABA
BBA BBABBBBBB
BABBAABBBBBABA A
AAAAABBBBAAABBABAAAB AAABAAAABBAAA
AAABAB BA
AAB BAABBBABBAAAA
AABBABBAA B
B ABAABB
AA AB
ABBBAB BAABBB
ABAAAABBAABBBA ABBBABAAABBBB
A AAB
BAABBABBAA AAAABAAAAB
AABAABAA ABBBABABBBBABB
AAAABBBB BAAABBBAABABAABAABA
ABABA ABAABABBAAB
AAABABABAAABBBAABB ABAAABB
B BAAAAAB
AB AAAABABABAABBBABBBAABABABBA
ABBBABBBABAAABABBBBBABBA ABBBA
ABAB ABAABABBA
ABBAA BBBAABBBA
ABBBBBABA A
BBAAAB ABBABBABBBABBBBBBABA
BBABABAAAB AAAA
BAAABBABAAABAAAAAABABBABAAABBBAAB BABABBBAABAABBBBBBBBBABAB
BBBABABBAAAAAAB BAAABA
BBABABAAABBBBA BABABABBABBBBAABAABBAABA
ABBB BBAA
ABBABABABB BAABAB
ABBBAAAABBBABABA ABBBBABAAAAABBA
ABBABBABABABAABBAABABA AAAABBAAAAA
ABBAAA BABAAA
ABBABABAB BAABA
BABBABBBABA ABBABBABBBABBBBBBABAB
BAABABBBBBB ABAABBBBABABBB
ABAA AA
ABAABABBBAB BABBBBAAA
ABBABBABBBABBBBB ABAABBAABA
BABAABB ABABBAAABAB
ABBB BBBABBABAAA
BBAA ABABAABABABBBAB
BBBB BBBBBABA
AABAAAAABB BBBBBA
$ BAAAABAABABABB
A AAAAAA
BABAAAAA ABBAAAAA
AAABBBBB ABAAABB
BAABBABBAAAAA ABAABBBBABABBBBB
BBAAAB $
ABABAAAAAAB AAAAAABABAABBBAAAAA
AAABABABAAABBB ABA
ABABBBBABBAAAAAB BABBABBBABAA
ABABABABBBBBAABBBBBBBB AABABBAAA
AAAABBAABBAAAABA BABBB
BAABBAABAAA AAAAAB
AABAAB ABABABBABBBBBBAABA
BAA AAABABA
A BBBBBA
$ AAAAA
AAAABBAABBBABBAB BABBBBA
ABBABABABBA BAABABA
BBBBBBAAAAAA AA
AB BA
AAABAAAABBAAA AAAAABBBBAAABBABAAAB
ABAB ABBAABBAAAABBA
ABBBBBBABABBABAABABBBA ABAAAABBAA
AAAABABBBBAABBBBAABAB BAA
BABAABBA ABBBAABBBBBAABAA
ABABBAAABA BABAAB
BAABBBB ABBBABB
BAAAAAB B
AAAAABBA ABBBBBBA
AAAAA BAABAAB
AB AABABBA
ABA BABABABAAB
BAABBBAAAABBAAB ABBBB
ABBBABBBABAAABABBBBBA AB
BABBAA ABBAABAAB
ABAAB ABABB
ABABAAABAABB BBBBBABABA
AAAAAABABAABB A
B AABBABBAA
BABABBBABBBBBBAABAAA BBABBB
BABAAAAABBBB BAAABBBAABABAABAABAABBAB
BBAABB BAAA
ABBA AABBBA
ABAAAABBAABBB ABBBBBBABABBABAABABBBABBB
ABABAAAAB ABAABABBBA
BAAABA BBBABABBAAAAAAB
BBA AAABBBAAABBBBAA
BA AAABAB
BBBAABB BBBABAABAAA
ABBAA AABBBA
BAABABBBBBB ABAABBBBABABBB
ABAABBBBABABBBBB BAABABBBBBBBB
AAA BABAABAABABB
ABBABBBAAA ABABABBABBBBBBAA
BBBBBBAAAA $
ABABABABBBBBAABBBBBB BBBB
BAAAAABABAAB ABBBA
BBAABA BBABBBABABBB
AAAA ABBABBBB
ABAABABABBBBBABBBB ABBBABABBBA
ABABABABBBBBAABBBBBB BBBB
ABBBBAA BBABBBBBAB
BABA BBBAABAABAAB
ABAABBA BBBAA
ABABBAAABABAA AAAABABBBBAABBBBAABABAB
BABAA ABBAA
ABBAAAAA BBBBBBA
BBA BBABBBBBB
BAABABBBABBABBBABAABAABA ABABBBBABBAAA
ABAAA BBB
BBBBBAB ABAAA
ABABABABBBBBAABBB B
ABBBAA ABBAABBBBB
ABBAABAAB BABBBBBAABBBBBABBBBBBBBABAAA
BBABBABAAB BBABBA
ABABAABBABB ABBBBABBBBAA
ABA BAABBBAAAABBAABBA
ABB AAABABABAAABBBAABB
AABBABBAABA ABBAABBB
$ ABABABABBBBBAABB
BAABAAB AAAAA
AABABBBBAAAAABABABB ABAABAABABBAAABABBBBB
BABAABBBABABBABB ABB
BAA AAAABABBBBAABBBBAABAB
BBBAAA ABAABABABBBBBABBBBBA
BAAAABAAB BBBAABBAABAA
ABBBAAAABBB AAAABAAAB
ABBA BABA
ABAABB AAB
ABAABAABABBAAABABBB AAA
ABABABABBBBBAABBBBBBBB AABABBAAA
BA AAB
AA AB
AAAABBB ABABBABAABAA
$ BBBBB
BAB ABABBBAAABA
ABABA ABAABAAB
BBABBBBBBAAABAB BABAABBBBBABABBBBBAA
BBBABAABAA BBB
BAA BBBA
BAABAABABAAB BBBAABBAABAAB
BBABBABA ABBB
BBBAAAAB BAABBBBBBAAABBABA
ABBB BAABBBAAAABBAA
ABABBB BBBABBA
ABBABABABBAAA BAABABAAA
BABAAAA ABBAAAA
BABBAAB ABBAABAABB
ABBABABABBAAA BAABABAAA
AAAAA A
ABBBABBBABAAABABBBBBAB BAAB
ABBBAAAAABBAABB AABAAABBAB
BBBBB $
AABAABAA BBAABBBA
BAABABAAAAAAABABBAA BBBBA
BABA ABBA
ABAABBBA ABABABAAABABAA
BBB ABABABABBBBBAABBBBB
BAABABAAAAAAABABBAA BBBBA
BAAAAA B
BBBABABBAAAAAAB BAAABA
BB AABBABBAAB
BABABBB AAABBBAAABBABAAABB
BBBBBBAAAAAAA AAA
BBAA AABBAAB
AA BAAABBBB
ABBAABBAAAABBABB ABABBBBAABAABAABAA
ABBBBBAB BABA
BBABBBBBAABAAAAAABBABBAAABBBAA ABBBAABBBBBAABAA
AAAAAABA BAAABBBAABABAABAABAABB
ABBA AABBABAA
BAABBBBBB ABBBABBBB
AABBABA ABBBABBBBAAABB
AABBA $
BABABBBB ABBBABABBBBABBB
ABBBABB BAABBBB
AABA BBAA
AABABBBABBB ABBBBBBBAA
B BAAAAAB
AAABBBAA AAABAABAAA
BAABBBBBBAAA ABBBABBBBAAA
AAAABBAABBBABBA ABBABB
ABABB BABA
AABABBAAAA ABBABB
BBAA AAAABAB
ABAABB AABB
BABAAAAAB BBBAA
ABAABBBB BAABB
BABAABA AAABABABAAAABABAAABABBBAB
BBAAABA A
ABAABA ABABBA
AAABABABB BBBAABBAABAA
BB BA
ABB AB
A BA
BAAAABAABABABB $
BBBA AAAABABBBAB
AABAAABABABAAAABAABB BABABABBBBAABBB
BA AAAB
BBBBBBAAAAA A
BABABABAAB ABA
$ BABAABBBBBABABBBB
AAAABBA BAAAABAA
BAAAA BABAA
ABBBBBABABAB BBBA
BAABABBBBBBB BABAABABBAABABB
AABBAB BBBA
ABBBABABBBBA ABABB
ABAABBAABA ABBABBABBBABBBBB
AAAABBBABBABBBAAAAABBBABBAAABABBBBBB AAAABA
BBBAAAA AAAABABB
BBBABAA AABBABBAABAB
AAAAABBBBAAABBABAAABBB AAABAAAABBAAABB
BBABABAAABBB AAAABB
ABAABBB ABABABAAABABA
BABAABBBBBABABBBBB BBAABAA
AAA BBAABAAAAABAABAABABBBA
AAAABBBB BAAABBBAABABAABAABA
BA AB
BAAABBABAAABAAAAAABABBABAAABBBAABAA AAAABABBABABABABBBABBBAABBABAABBABBBBBB
BAABABBBABBABBBABAABAA ABBAAAAAABAB
ABBBABABBBBABBB AB
ABAA ABAB
AB BBA
BB ABABABABBBBBAABBBB
ABBABABABBAA BAABABAA
AAABABA BAA
ABAABBB ABBAABB
BBABBBBBAABAAAAAABBABBAAABB ABBBAABBBBBAA
AAABABABB AAAAAABAA
AABABB A
A AAAAAA
BBABBBBBAB ABABBBAAA
ABBAABAAB BABBAA
ABA ABBABBABABABAABBAABABA
BAAAAA $
ABABBB AABB
BBABABBAABBBA BBAAABBAA
ABB ABBBABBBABAAABABBBBBAB
ABABABB BAAAAABBAA
BAABABAA ABBABABABBAA
BBBABAABAABAB ABABAABABABBBABA
BABBBAAABABBBBBB AAAABAAABA
AAABB ABAABAABABBAAABABBBBB
AAAAABBAABAAABBBAABBBBBBAAAA BABBB
ABAABBAABAB ABBABBABBBABBBBBB
AAABBBBBAABBBBABBAB ABABAB
AB AABBAAB
BBAABBAABBABBBBAABA BBBAABAABAAB
BAABABBBBBBB BABAABABBAABABB
AAAAAABABAABBBAA ABAA
ABBABB AAAABBAABBBABBA
ABBAABAAAB ABA
BBBABBAABA BAAAABAABABABBAA
BBABBAABB BBBABAABAAA
BABAAB AAAAABBBBAAABBABAAABBBAA
ABAABBBBABABBBBB ABAAAB
ABBBABBBABAAABABBBBBAB BAAB
$ BAAA
AB ABBBBBABAB
BAAAAA $
AAAAABBBBAAABBABAAAB AAABAAAABBAAA
AAABBBAAABBABAAA BABAB
ABBBBBBABABBABAABABBBA ABAAAABBAA
ABAABBAABABA ABBABBABBBABBBBBBA
BBAABBAABBABBBBAABAA BBBAABAABAABA
AAAABABBBBAABBBBAABABABA ABAAABB
BAABABAAA ABBABABABBAAA
ABAABB BAAA
AABAAAAAABABBBAAB AAABBBAAABBBBA
AAAABABBBAB BAAABAAAABA
BABAA $
A AAAAAA
AAAABABBBAB BBBA
AAABBBBB BBBBBAA
ABABABABBBBBAABB $
ABAABABABBBBBABBBB ABBBABABBBA
A AAB
AA ABAAB
ABBBBBBA AAAAABBA
AAAAAA BAAABBB
BB BA
ABBBBBAB BAABBBAAAABBAABBAB
BAABABAAAB ABBABABABBAAAB
BBABBBBBAABAAAAAABBABBAAABBBAAAA BABBABAB
AABAAABABABAAAABAA BABABABBBBAAB
AAAAABBABB BBBABAABAAAB
BABAABAABAB B
BAABAB ABBABABABB
ABABABAAABABA ABAABBB
AB ABB
$ AAAAA
