34005
IHQWl CgdKTK]REAI
CGUC`_ \SGQUfQP
Ie_m_Q\AAAAA \SUA\AAfAA
\_fgWL_L_cL_cL_WWcL_ \TQfSC_L_WcL_W
\T IdIZ`ITl
$ \_VB
INGLagpUgpUYgpUgpUMgpU CGfL`WSLagpUgpUgpUgpU
\_V\lN` BIZ^nLPA
IRWeSGLfM CGmM
\QKLTA C_WBVY_TA
\QPQU \QKLT
\S` IpiS
\_V\lN`\ BIZ^nLPA\
\afQWSA\ \OrlQiUHm
IS CGmM
O $
\Sif \aph
\iabWE \aEAOT_fM
INUAUAi]lQ`Cg CEeRSlQmP[qXqFYg
CG CZRPRRRp
CgS_WhTOT_` INGLagpUgpUYgpUgpUMgp
IRPACG`C mC
\QjhI^gREP[rEeR IHTpr_L_cL_c`L_cL_cL_cL_Bc
IPiMf]lpff_fYS`ISL CG_E
\TpYTpfWRAQ`C \_A\Sir
\BMLC`INiro CGfr
\MhU\hIYD CgRWVXi`CD
\aUX_EjQPFUP[]OT IeJ
IR IhEWEQV\hTlOT
CEeREP Rj
IHQWl c]S
\TOTDqYhMrllpS\lafg IN
\S`C_L_WWWcL \_fgWL_L
W\QAjG^GQ`\[hcBkgRi \TQ
I CGPB
CGfClOTPF^X CXmGWV
IeQGrQA\S \QPimS
IAlHQPfY CgS_Wh
\bWP_ IHTlpCOTV
C CGV[\FCE
C $
IjGLmSUA`C Q
CXLRpnT CDpTT
\S INX_UlA
IdIZ`IT ISQDiP[rGUCi]
mTa CG`\
CG_E \TQfWRC
IH_V\eQWL`UgpUgp \SiClOTVRq[WHaDgpUgpUgpUgpUgpUgpUgpUgp
\MrOTPH $
\QjQACXop CZlpTTPTTT
INGLfaCGG^ CEifWUA\`BbQWAErpSC
ICD Ij`CZR
IN`CGUmQ IRjQDiRV[RHPqBP[YG
\SiM \G_
C_WBVY_ \QKL
\TpfUXPFEL \TpagpOpUg
\lQPhEQq IhmS
IeU a
INX_UlA CGQ
ISQDiP[rGUCi] IdIZ`IT
C k
IePB CBG
IRWlh \MQWHWSPF
IHQWl c]S
IjU \afS
CKod CEe
\MG Snh
CEiWU JC_EDiXm`PCZl
Z CXiRRR
ISrlQ`CXmkW CXmGWV
CGVRiBU IHQWMWEB
C_E`\QW^ ITSQPFY
\_VB $
CGOPBV[BUE \Sir_SSIRPP
IeRV[\UV[ CpRpTTTTT
\__C C_WU_
\MGBEQRVBB`C_L IjiCpffQWEGFFGA\_RV[RioQirgRL_cL_cL_cL_cL_CL_WWWWWWcL_WWcL`_cLF
K\Qj \aEj
m\[_U IS
CgKeSloSl`CllpSI QF
IHTlpCOTV \bWP_
CpRp \QjQACXopTT
\QoQ\Tp CgREDiP[
C_W^ PMB
\_e \amamQWe_`\_
\afQWSA\ \OrlQiUHm
IN \QKLTA
\QjGF\TQA V
$ ImWhTQ`
INiMUagpUgpUgpUg \QPUDG
IHMGSR C_f[M
\SGQUfQ ISBZMPUmQ
CXLRpnTTTT CXLRp
\afMRo IRAlpYaE
_]X CXmGW
\OU C_
C_SpcIUA IH_QU
Ic \_
\_V\lN`\ BIZ^nLPA\
MRNjLfZ \MQPBUU
IHaE^lpfgQfQW C_W
\_f CBGf
\_fgWL_L_cL_cL_ C_L_WWWcL_W
CZ CZRPR
\QjhB_EWhTpr IRWMfE
CGPHX CSQiWW
CgSloK CKo
M IHMhUcI
\ama^EWM \_P[Lf
C_WYEa[fUZZX \QAQ
\QEeFK]S_E IRjQ
IRAQ`\_RV \TR_V
I ma
\_fgWL_L_cL_cL_ \S`C_L_WWWcL_cL_cL_
\SiSC_S Q\KLrN
IhEP_CG \B
C_L_WWcL_c_W CgS_L_WcL_cL_
C_L^__q C_L_WWcL_WWWcL_cL_WcL_
IH_V\eQWL` \_fS\aagp
\apfMhqIkkIkp IShqIkkkEEkkEkEkEkkEEkEkEEk
\TR_ IRAQ`\_R
IHMhq `\
\_fgWL_L_cL_cL_WWcL IHTQQUAGGoL_cL_WcL_WWWWWWcL
CDpTT CZlpTTPT
`OMAIS CGD
IAlHQP IHQAQ
CXLRpITTTT IePF^Xop
INGL^GVW\eTQDiRVBFnFC Ij`C
\TQfW aCegI
YqGA $
CEeREP Rj
Ha INiMU
IHTlpCOTV \bWP_
IHTlpCOTV \bWP_
IN INirfTA
IH_UfMhU\V \DQ
IeA IHfTQ`
\S`CG_ C_WeMeQU
\QApMQ`IRWUjT CGQUAU
\_fgWL_L_cL_cL_ C_L_WW
CG`OZMiOT C_E
Ij`CgK]S IBMRQABpVDifrgS
HaagpU INiMUagpU
C_L_WWcL_c_WW \MGoL_cL_WWWW
\NB \_UEApLo
\TpMfYMQAIN`Ij`Ij\AAAAAAAAA \aTAM
\MLlN`C CEifWUA\`BbQWAErpSC
\QWZWRAQQG _
\aEWeaCARjhqAE \SGhqI
\MLYlRAllp Iji
IAh Ih
cHTTGBRV IjGQV
\SGQUUZZX HB
\_P[Lf \ama^EWM
M CGQGLTA`IH_`\QApr
\am $
T C_WBUP[COTf]
CXmGWV ISrlQ`CXmkW
\bWP_B IHTlpCOTVB
IRjhqIEEkE \aEWeaCARjhqA
ISrallllQFML_Wc \TpLfL_WWWc
IHT m\[_U
g C_WU`C_
\aXHEW IRAllppApA
\aEj K\Qj
INp CG_mQAp
Iji \WS
I\g]AAA Ie_m_Q\AAAAAA
IN`INGhUP \ljULLcFZ
CG_DY ISRQWMS]lOTQiYQjhIYD
Iji NASGrp
\cPn`\Q_C\A Ij\AAAA
\TlQUmSiMQiL ISprfXLf
\T IN
afD \Tllll
Ij IeQ`IjF
\SiM \G_
CGUEPfL ISprfXLf
CGUm_QHIRPI CEXq[f
INi \MLYlRAllp
CXpTTTTTTT CZlpTTTTTT
CG OBB
\MLlN`C \YI]aACEY`OC
Ie YqG
CGQUA IeQ`IjF
O \QApr
$ \_RV
CgKTeREUfQPRV\eS`CX UCX^
C_L_WWcL_WcL IjiCpffQWEGFFGA\_RV[RioQirgRL_cL_cL_cL_cL_CL_WWWWWWcL_WWcL`_cLF
I CGV[\FC
ISrlQRVRi_C _lTA
nNlR`\ C_WUDqHiWhSGQUf
GI C_EV\l
gdi IeUl
C_EPHAjZGjKGHGpdgpg IeV[\ZrlpLfE_UX_UZRZX_rT
qCGSLXRSM CGV\UP
K\Qj \aEj
O $
\__D HaagpUgpU
\_ G[Q\
I CGPB
CGP[M_ IH_V\eQWL
cHTTGBR CGDY
SWVOBB \_fS\_
\TOTACD CG_DY
\QPUC`Ie_E QAlp]G]pYQ
\Tll T
\_eRV CEPq[YQPRV[[
IjiCpffQWEGFFGA\_RV[RioQirgRL_cL_cL_cL_cL_CL_WWWWWWcL_WWcL`_cLF_ C_SpeSM`LfL_W
$ U
\QAQ Ie`\jQllQ
C_L_WWcL_c_WWW CGRV[\EQAC_L_cL_WcL_cL_cL_WcL_
\TQ`\ IeV[\ZrlpLfE_UX_UZRZX_r
S Ij
IeQ`IjFGB IRjB
IRAlpYaEj IjUG
CgKdK] CGUCMiC
IRjQf INp
CG_E \TQfWRC
IhEW IQ
IHQAQfYM r
CXLRpnTTT CXLRpTT
Ij`\afamMGYXiR Z\PfrZ
I\g]AA Ie_m_Q\AAAAA
\TOT`CEXqH Y
I_S CgRS]p
\S`\ CGUC`
Ie`\ IjGGeZ
C_L_WWcL_c C_WoL
ITSQPFYZp C_EACZRp
\MhU\hIYDpT CXilpTT
\_RVRiVIi IjUA
CGP[M_`UgpUgpU CGUm_QHIRPIa
IRjhqIEEkEE \aEWeaCARjhqAE
\SGQV[\_rUAi \SifC
V\S IhC
BS $
C_WMSr IBMRQABpVDifrgS
IN`\aUZ CGDHFlcjiMUZ
ILSBbQ CGfLfE_E
\_VA\Y C
IN`IRPRV[BBDi`MGE IHTl
WeM \QAlllQ
IRAOTRV[ ICjO
IHQPAIj]ipPYVBHXYVBBQ\ IHSUA\AAAA
CZ C
CGQUAUA \VGGZWN\
\TllQQGrlQR hGR`
\Sirg CgT
CZR \QAIlprXiRRR
\S`C_L_WWWcL \_fgWL_L
\aEWeaCARjhqAE IRjhqIEEkEE
\_U`UgpUgp \M
\QKLTA \aEAOTfMUC
\_A\Sir \TpYTpfWRAQ`C
IN \amQkijOrpYalHTQQ
\_`CMRi \TlpY_`IHQP
\QWYg C
\amQApMRVBDY \TlOTRV[\^X
\amamQWe_`\_ \_e
C_L^__q C_L_cL_WWWWcL_cL_WW
CG CBRE
CZRpR \_mSE
\_fgWL_ \S`C_L_WWWc
N`\EQmWoW^Ee \QWYg
IHTlpCOTV \bWP_
\afQ \SiCTPFUDqFSfWR
cHTTGBR CGDY
O\T IRjQP[
IhUg \MLDg
C INGL^GVW\eTQDiRVBFnFC
\MQ` SAN
CG_DY \QjQACXo
HB \_
\_ CBG
m\[_U IHT
IhEWEQV\hTlOT IR
IHS \TOTDqYhMrllpS\lafg
CG`\TQDqB IG
CXLRp CXLRpnTTTT
ITSQPFY \Si]pY__fQW^
\S`C_L_WWWcL \_fgWL_L
ISQfCOTfWNiY \SiWKJ
\aEWlh \SiCpfDg
fC_S]QPF]Rf IH_`
I q
C k
\QAIlprXiRR CZ
UC_EUQ I
\afQWSA\ \OrlQiUHm
\QApMV ISGZiQV
Q ISrlOTAI
CgRSS\_AIj \TOTDqYhMrllpS\lafg
_lTAG ISrlQRVRi_CG
D\M`CES CEAjno
C_L_WcL_cL_WcL_WcL_ \_fgWL_L_cL_cL_
\SGQUf ISBZMPUm
\QApMQ`IRWUj \TOTU
CZ \S`CRZ
IRAQ`\_RV \TR_V
Inm \QP
\aEWha` Haagp
CLRp CXLRpTTT
IjGrOTP[ \WlOhTA\cp
\aDgpUgpUgpUgpgUgpUgpUgYpUgpUg \QAllQRV[\S_DgpUgpUg
IjGrpY nNlR`\
IRjQP[ bSrQ
Ie IEjfZgpSeG_SGGSDY
IRjQDiRV[RHPqBP[YG IN`CGUmQ
CoinoGjffE C_W
K\Qj \aEj
\__C C_WU_
CZRl C\GRl
IN INX_UlA
CD INiYCMhIMD
\a \__C
CXil CX
CXmGW _]X
C_ i\
HaagpUgpUg \SiClOTVRq[WHaDgpUgpUgpUgpUgpUg
YIhW \TQPBA\TlpLoRWVeS
UC_EUQ I
\MGZClQ IHQAlpL`p
IRjQDiRV[RHPqBP[YGP \_f]OTUUZX
dX` C_EfM_lHS`CX
CGUC` \S`\
CYGRp CXL
\aEAOT_fM \iabWE
\TOTDqYhMrllpS\lafg CgRSS\_AIj
CEiWF \Sg\TOTIAp
Ij`CgK] IBMRQABpVDifrg
IR IhEWEQV\hTlOT
Ij`\_fWG C_SSC_WE
C_ \TiOTU
\MLYlRAllp \TOT_EAQf
CLR CgRWVXi`CD
CXLRpn CDpT
IefWSBbQjGZfEWEYBUlRWVO[\ZWhagp\gp Ih`UgpUgpUgpUgpUgpUgpUgp
CG_DY \TOTACD
\_e \amamQWe_`\_
\aC`IN`\a \cPn`\Q_
IShIYE C_]EmTOT`\_PH
\_`CMRi \TlpY_`IHQP
IeSFeMrllpfEAQQU \aT
ImWhTQ`IN CGfLfE_EP
\TiOTU C_
\_RV $
I GI
\QW^gKdSl`MfrZR XCXZ
CXL \S`CRZp
\_RVBFoE` nNlR`
\MhBACDpTTTT CXpTT
\TTRVB[f Ih
\RESSD IjUAUA
dX` C_EfM_lHS`CX
CgRWVXi`C \MhU\hIY
\_VA\YZRp CXmkWL
CZR C\GR
\QjGYgK]SSYTllpY \_PFF\
\apfMhqIkkIkp IShqIkkkEEkkEkEkEkkEEkEkEEk
\QWZWRAQQGG IT]ppXiV\B
\TOTDqYhMrllpS\lafg IeQ
ISrlQRVRi_C _lTA
$ \QjQff
\TpWH mTa
C IRW
CG_DY CZpR
\_RV $
\aEWeaCARjhqA IRjhqIEEkE
$ \QPAINUA`C
H]\ShIl I
\MQ _PFFIe`_IH_
IRjQDY _IeWZ
CEeRSlQmP[qXqFYg CG`Cg
ISGZiQ \QApM
\TR_ IRAQ`\_R
IhCGr F__UlVZZZZZXQi]
CZlpTTPTTTT \TOTACDpT
\_V\lN` BIZ^nLPA
CXL IHMQfrAZp
kj $
dMLjf Ie`\
IN\AAAAA \cPn`\Q_C\AAAAA
IHTpr_L_cL_c`L_cL_cL_cL_Bc \QjhI^gREP[rEeR
\QAIlprXiRRR CZR
$ C
IeQ \TOTDqYhMrllpS\lafg
CGDiA\TpCp] \_V[\oWFED\hQjRW
\_f]OTUUZXR CGUi]OT
\QPQUA \QKLTA
qCGSLXRSM CGV\UP
CXLRpnTTTTTTTTTTT CZpRpTT
NiQApp C_We_`IhU
\SGQUf ISBZMPUm
C[Dpl I
C_L_cL_cL_cL IHTpr_L_cL_c`L_cL_cL_cL_BcL
Ij`\_fWG C_SSC_WE
I CGV[\FC
IgRV CgKTeREUfQPRV\eS`CXo
\MLlN`CZp hpBAqQCcp
CEYfMACG_`UgpUgpUgpUgp HaagpUgp
q I
$ \MrOTP
CEXqHo CEXifYQAQD
C_WlRAlOTUC Nm
CGUm_QHIRPI IRjQ`\MQff
C k
IRjQDiRV[RHPqBP[YG IN`CGUmQ
T IHQWl
\_PFV k
_ \QWZWRAQQG
IRWMfE \QW^
\MQWHWSPFl \TpW
IPiMf]lpff_fYS`ISL CG_E
IRAlpWN\AAAAAA \SUA\AAfA
IhlHMrQ_TAipij CGmM
K\Qj \aEj
m\[_U IHT
CGUm_QHIRPI \aEAlpYQP_
IRj \amQkijOrpYalHTQQG
R IRP`\MrllQRV\ZLfWBMSM
\MGXLRl CZpRpTT
CXmGW _]X
\QApM ISGZiQ
hl`I \al
SqUAipY CGQUAU
\_VB $
Ih IHQWl
IeHC \_DqB`IRWFC
I IHTlpCOTVB
CgS_EUTA`CGUUZZXfYa IjWfmSGL
CZRR INGL^GVW\eTQDiRVBFnFCZ
CBGf IePBf
\SGQUfQ [SGm_
CGDiA\TpCp] \_V[\oWFED\hQjRW
G[Q\ IhEAlQ
CKo CgSloK
W C_SWRW
C_L_WcL_cL_WcL_W \_fgWL_L_cL_
\MrQU CGUm_QHIRPI
CXL Cp
^Ij`Cg \QPfrX
\WlOhTA\cp IjGrOTP[
ISBZMPUm \SGQUf
N`IjUA\G IN\AAAAA
CZp \S`CRZp
Iji $
\TQAIj \TOTDqYhMrllpS\lafg
\_VA\YZ CZ
IhD IhU
IRAppijGZMQiC afWOfK]l
\TllQ C_WYEa[fUZZX
CG`\TQDqB IG
IefWSBbQjGZfEWEYBUlRWVO[\ZWhagp\gpU IhagpUgpUgpUgpU
\\ IeRV[\U
Ie_agpUg HaagpUgpUg
IRjQDYVBHPY IeJ
CIXjbF CGP[ClQQiYalShU\V\VcqIkkkkEEE
IjUAim \QjQ`\_A\afQWeTp
IjiYamTQ \TlGS\S`D\S`\QPPHXY
CX`F CXmGWm
$ ImWhTQ`
mhj \TOTDqFoWUQ
CXLRpnTTTTTTTTT IePF^ZpRpTTT
ISGZiQV \QApMV
ISrlQ`CXmkW CXmGWV
CX IhCGrlO
CgRS]p I_S
IHQAQfYMB rB
CgRSS\_AIj \TOTDqYhMrllpS\lafg
IePFSP SWVOB
Ie`\jQllQ \QAQ
IePF^X CGRVRiDqHPMFYXmGSWBmkW
\Sir_SSIRPP CGOPBV[BUE
CEiWU JC_EDiXm`PCZl
U $
\QjhI^gREP[rEeRL_cL \_fgWL_L_cL_cL_WWcL
IHfTQ` IeA
X C_We
IPiMf]lpff_fYS`ISL CG_E
X\_VYV IHTlOTD
PMB C_W^
CGmM IN`\SG
\QApMQ`IRWUj Ih
NiQApp C_We_`IhU
INGGo]LpfEP CGfM
C_WMS \Tq
\alSGFCEPqBAIN \cPn`\Q_C
C_D CgR
\SGp]OTkL_Dg \MrlQDiVB[]pYSGLagpUgpUgpUgpUg
ISrallllQFML_ C_L_cL_WcL_
V\ \QjGF\TQA\
\MGZffQPV[ CGUi]OTV
\afQWSA\ \OrlQiUHm
\QQ IhEP_CG
BIZ^nLPA \_V\lN`
INirfTAGB \MB
G CEY
CGQ`\aTA`\QWoL_cL_WWWW ISrallllQFML_WcL_
Ha CGRVB[f
\QPAINUA`C $
CEYP SWVOB
$ Ij`\Q
I UC_EUQ
ILSBbQ CGfLfE_E
\aUX_EjQPFUP[]OT IeJ
CGPHX CSQiWW
C_SLfEU CgRflLU
\_RV[ IEjfZgpSeG_SGGSDYV
IRWeSGLf CGm
F__UlVZZZZZXQi]lO IRAllO
Ie IN`IRPRV[BBDi`MGEQ
\MQWHWSPF IRWlh
IjGLm SiZf\jG
IjGGoL_WWWcL_cL_c IPFMLXfWc
\_fgWL_ \S`C_L_WWWc
CE \SiCDQDpY
I]R[ \
CD CG_DY
\_U`UgpUgp \TOTDiUEj
\OrlQiUHm \afQWSA\
IeQ`IjF \SUAifCUA
IR \MrpCQ
\QjGYgK]SSYTllpY \
CLR CZl
\QQ \TQQG
\TppAjEZGHGprLJpT XNkW
INirfTAG ING
YqG Ie
\Qme IHMrlpY
\QPDqBfp E
IjGLmSUA`C L
\iLfEi_ INGL
\Y IjGQUE
\QAjYM IHSG
Ief BSJ
\MrlCTV\Z]Q_ilRjBbh \MRQ
\_DYV C_f[MV
\_f CBGf
IHQPAIj]ipPYVBHXYVBBQ \SUA
\_U`UgpUgp \SGBbQP_C`I
\_fgWL_L_ \S`C_L_WWWcL_
V\S IhC
CGDiA\TpCp] IPlSGUPBV[B[CQffiiGe
INGL^GVW\eTQDiRVBFnFCZ CZ
\MGU \TlGS\S`D\S`\QPPHXY
C_WBVY_ \QKL
Cg N`\EQmWoW^Ee
\MQ \G_
G \TOTA
CGRVB[fagpUgpU HaagpUgpU
CZ \_VA\YZ
Ih`UgpUgpUgpUgpUgpUgpUgpUgpU IefWSBbQjGZfEWEYBUlRWVO[\ZWhagp\gpUgpU
\QA Ie`\jQll
C INiYCMhIM
C_WY mC
CEXqHoi Ie
CGfLfE_E ILSBbQ
\cPn`\Q_C\ CEYDi`\_UEPDiPB`\S\AAAAAAA
\QPQUA \QKLTA
IeQ \TOTDqYhMrllpS\lafg
\BMLC`INiro CGfr
\YI]aACEY`OC INGLfaCGG^
IHTpr_L_cL_c`L_cL_cL_cL_BcL_c \S`C_L_WWWcL_cL_cL_WWc
UC_EUQ I
CgS_EUTA`CGUUZZXfY EIH
CGDY cHTTGBR
\_e \amamQWe_`\_
\MQWHWSPFl IRWlhl
CXmGWi ITSQPFYZ
k C
\ I]R[
\SGB IhfM]
CZRR \QAIlprXiRRRR
IRWEhTU \MhU\VcU\LVP\VcUPPPPPP\LV
\SirX CXR
C_L_cL_cL_ IHTpr_L_cL_c`L_cL_cL_cL_B
\apfMhqIkkIkp IShqIkkkEEkkEkEkEkkEEkEkEEk
_]X CXmGW
\_RVRiVIi \SiWRP
ISrallllQFML C_L_WWcL
C_WYEa[fUZZXV \QAQV
CSQiWW CGPHX
\TQPBA\TlpLoRWVeS YIhW
\amM pM
CXLRpnTT CDpTTT
IN`\a CGDHFlcjiM
CEiAO IHMQ
Z CXiRRR
V[ \TppAjEZGHGprLJpT
CZRRR V\QPUUXQrZ
C $
$ BS
IN \Tl
INiflhf QAlp]G]pY
eh Ie
Iji NASGrp
hX IhmQPfpiA
IjGGBMbQPP[p IhTAUAipXqH
INUAUAi]lQ`Cg \SGrlQDiUmOTPHiWURVRqBPFM
\TQfSC_L_W C_L^__q
CXL \YI]aACEY`OCZp
\_ CGfMQUASUAUAUAUA
I CgK]SMoRSCQ
CG`Cg \SGrlQDiUmOTPHiWURVRqBPFM
K\Qj \aEj
IHaE^lpfgQfQ C_
]baEjGQQ IN
INi \MLYlRAllp
\TQ \YP
C_L^__q CgS_L_WcL_
CXLRp CXLRpnTTTT
I CgKe
IHMQfrAZp CXmkWL
C_L_cL_Wc ISrallllQFM
INipiWSUUZ MRNjLf
IjUAU IeSFeMrllpfEAQQU
\afQWSA\ \OrlQiUHm
\ \Mb
C_SpO\hMB \amQkijOrpYalHTQQGB
\SUA\AAfA IN\
VCgKd Cg
$ INGL^GVW\eTQDiRVBFnF
JIeV[\hfMUmQPfpe CEe
\QAIlprXiRRRR CZRR
CXmGWV CGfClOTPF^X
\QWYgK k
\amamQWe_`\_ \_e
C_EV\l GI
\lQPhEQq \SUA
IRW C
\TpYTpfWRAQ`C \TlpY_`IHQPAC
EIWeM \QP
\QPA fC_S]QPF]Rf
\QAQ Ie`\jQllQ
\_fgWL_L_cL_ \S`C_L_WWWcL_cL_
\QjGY_SWjUAGQV[ IEjfZgpSeG_SGGSDYV
C_WUDqHiWhSGQUf nNlR`\
IHfTQ`C CGfCQAC
\S`\QP `M
\QApMV[ ISGZiQV[
\_V[[\UUfaagp $
IpiSI \S`I
\TpW YI
am \QjGF\TQA\
CEAjno XVqU
\ U\
IAlHQPf IHQAQf
Ik I
\WlOhTA\cp IjGrOTP[
IHTlOTD X\_VYV
CX`F CXmGWm
c]S IHQWl
CZR \_VA\YZR
CG \Q
C_W ^ISITA`\MRQWBW
\alSGFCEPqBAIN \cPn`\Q_C
C_We_`IhUX \a
IRP_UXiMffZZZXUmTQH IHTllOTf]lQ
\QWY \TpYTpfWRAQ`C
UNVU \_UfaT
CEeRSlQmP[qXqFY INUAUAi]lQ`C
IRP_UXiMffZZZXUmTQH \_`C_EfCQ
C_SL`rXi VJ
\TppAjEZGHGprLJpT XNkW
$ IeUl
^ISITA`\MRQWBW IRW
\bWP_ IHTlpCOTV
\MhBACDpT CXLRpnTTTTT
I IA
KCXmGW \SUA
JMU\ \alSGFCEPqBAIN\AAAAA
\MQWHWSPFl IRWlhl
IefYaDgpUgpUgpUgpUgpUgpUgpUgpUgpUgpUg HaagpUgpUgpUgpUg
\SiClOTVRq[WHaDgpUgpUgpUgp IefWSBbQjGZfEWEYBUlRWVO[\ZWhagp\gp
f C_We
c^ CEeKT
$ ImWhTQ`
C_WhSUAUAUAG \iabWE
C k
CXLRpnTTTTT CXLRpT
\Tl Tll
H]\ShIl I
IC CNW
\Ga \QWVAp
ISQDif CEXYV\SPFUAIeI
CZ CZRPR
Ie`\jQllQR \QAQR
CDp CXLRpnTTTTT
C_L^__qcL CgS_L_cL
IN \QKLTA
\cPn`\Q_C\AAA \MQ_TA\A
CDpTTTTTT CLRpTTTT
\afMRo IRAlpYaE
$ \QjQff
Rj CEeREP
IRAppijGZMQiC afWOfK]l
\SGrOT_mQWY CSEOeMGSC
IhagpUgpUgpUgpUg IefWSBbQjGZfEWEYBUlRWVO[\ZWhagp\gpUg
CZ C\G
\ama^EWM \_P[Lf
\QAIlprXiRRR \QWeMrlpWHS`CgREACZ
IErL IHTlpCOTVB
_lTA ISrlQRVRi_C
UMFl \SirX
\Q IRj
\MQ R
CG_CUAUA`\_A\QApYS`IeUlN \QPimS
ISGZiQV \QApMV
\QPUC`Ie_E QAlp]G]pYQ
\QjL`UgpUgpUgp IRPPBU`Ugpgp
IQ CgKdRWoW
\hQWM IeUm_VRiRV[RiA\TlOT
\QKL C_WBVY_
\SUA\AAA hN\Ab
CGUC` \S`\
CD ICDl
G IHQW
R C
aXG \aE
ISprfXLf \TlQUmSiMQiL
\MQVBBDqFBM IPFMLXfWc
C_L_cL_cL_cL_c \_fgWL_L_cL_cL_WWc
INirfTAG C_WZpeREQiYM
$ \_RV
\iabWE CEij
\hQW \TpM_leVB[fCiS\Tp
IjUG IS
XMQCU CGP[CppiPDiDq[fUZZZZZ
OJXmklWP \TlOTRV[\^X
RQPIS \Qj
\TQ_agpUg HaagpUgpUg
A\SjEI IhUX_
\lQPhEQqG C_WE
\_ Ic
CGPHiP R\_
\aEj K\Qj
CXmGW _]X
Snh \MG
IN`\aUZ CGDHFlcjiMUZ
IRAQ`\_R \TQ^c
IRWME_agpUgpUgpUgpU HaagpUgpU
\Q CG
KOC_ \_DY
CXmGWmGW \BMLC`INiroX
\_fgWL_L_c \S`C_L_WWWcL_c
IRjhqIEEkEEk _V
CXmGWV CXmGW
\Qr \TQQG
m\[_U IS
CG`\ mTa
IHTpr_L_cL_c`L_cL_cL_cL_Bc C_L_cL_cL_c
IHaE^lpfgQfQ C_
INiflhf QAlp]G]pY
CXpTTTT CDpTTTTT
MT[ CgRWV
IhmQP` \amTpO_DiUTAGrOT`IH_`
\QAIlprXiRR CZ
C BSC
C_L^__q CgS_L_WcL_
\G_ \MQ
CG \Q
^ CEOBFeMh
IHMG EIHa
IN`\aUZ CGDHFlcjiMUZ
I UC_EUQ
C_L_WWcL_ IPFMLXf
\am CEY_UXnUAi]O
C_L_WWcL_c_ CGQ`\aTA`\QWoL_cL_W
N\A I
Ino \MGYGRV[RiA
IHQWl c]S
\_VA\YZRpRpT C_WFCDpTT
CGfCQA IHfTQ`
\_P[Lf \ama^EWM
IefWSBbQjGZfEWEYBUlRWVO[\ZWhagp\gpUgpUgp \_ffDgp
\SirG R\_
\_P[Lf \ama^EWM
\_PFU_mQAOTV[\eQAlllpr IhNif
\_UEApLo JIeV[\hfMUmQPfpe
m \SiM`
Ie \iLfEi
IHS`CEAHGpkqZBrpp \TpSCXipROZT
IhfM] ISB
ISQDiP[rGUCi] IdIZ`IT
IH__UZ NiQApp
\SAA \SUA\A
CGf]lpClp IRAllQfYMLKlji
rf \Sir_SSIRPP[S
XMQC Ih
C BSC
\Tq C_WMS
\MGUA\ \Qme
C R
IRWMfE \QjhB_EWhTpr
\QAlllQ R\_
C_EPHPi_maTAUA \TOTDqYhMrllpS\lafg
IHTpr_L_cL_c`L_cL_cL_cL_Bc \QjhI^gREP[rEeR
\MLf_ [eS
Ie Y
ISQDiP[rGUCi] IdIZ`IT
C_WYEa[fUZZX \TllQ
\MrlCTV\Z]Q_ilRjBbh IHaE
IRWU \MQDYVR
CX`Fk \aE
C_L_cL_cL_ IHTpr_L_cL_c`L_cL_cL_cL_B
\MLlN`CZp CZ
\M Ij`\_fWGr
Z CXiRRR
IN\AA \cPn`\Q_C\AA
C_WU`C Cn
\S`CX dX`
Ij`\TQA\_ ]baEjGQ
CG_U Iq
\_RVRiVIi Ij
IC CgQL
CXLRpnTT CXLRpT
IRPACG` m
C_L_cL_cL_ IHTpr_L_cL_c`L_cL_cL_cL_B
CZ INGL^GVW\eTQDiRVBFnFCZ
C_WU`C Cn
Iji \\EAllFmpCp
ITSQPFY \Si]pY__fQW^
\SGp]OTkL \_
CgRWMWU`\S\AA IeVIBU_faUZXQ\AA
C_D CgR
\TppAjEZGHGprLJpT XNkW
BSJ Ief
CGPHX CSQiWW
\MrQUag \QWZWHhTll`QffDQgpUgpUg
Y \_P[S\QAQ
\aUX_EjQPFUP[]OT IeJ
\afMh i
IjUAGrAA CgSMfEQ\A
IjiYamTQ \TlGS\S`D\S`\QPPHXY
IjUAim \QjQ`\_A\afQWeTp
CEYDi`\_UEPDiPB`\S\AAAAAAAA IHQPAIj]ipPYVBHXYVBBQ\
BIZ^nLPA \_V\lN`
N`\EQmWoW^Ee Cg
IRPfrZl CpR
IpiS \S`
C_L_WcL_cL_WcL_W \_fgWL_L_cL_
CGPHX CSQiWW
C_L_WWcL ISrallllQFML
C_L^__qc \TQfSC_L_Wc
C_L_WWc ISrallllQFM
IShB`IeQ \Sb
C_WhQ \SiCTPFUDqFSfWR
CG \ac\_
I\ IRWlhl
C_L_cL_cL_cL IHTpr_L_cL_c`L_cL_cL_cL_BcL
V\ \QjGF\TQA\
k C
CZlpTTPTTTT ISGYXLRpTT
k C
IN`\aUZ CGDHFlcjiMUZ
\TQfSC_L_WcL_WW C__cLW\cqL_WcL_WWWWWTcL_
Ij`\_V[[Ri`CgSM ISprfXLf
\YI]aACEY`O \MLlN`
\G_ \MQ
\_fgWL_L_cL_cL \S`C_L_WWWcL_cL_cL
CZR CXmkWmGWLR
Hg CgKd
CDpT CZlpTTP
\aEWlhDgp IHQApLfWoWha`UgpUgpUOp
IhEP_C IeQ`IjF
CGffUZZZZ G\L
