30382
DABD ECDB
BCDDC DBCDEBCEEBAEDDCBCEADCCBEDA
DADEBB BDCDBD
BBDDACB DABD
CDBEE BDDE
DB EACDC
C CDEE
BDCDBDDAE DB
DABDD BDE
AE EEACCCAA
DDACCABBDCCDDAAA ACADADAAAA
DBBBCECABDDADCEBAD BDDBDACDBDDCDBCACAEB
CDABE BCCD
DABDDBAC BD
CDBBDBDB CDEC
BBDA CDECCEEEA
CDECBCCB CD
ACADADAA DDACCABBDCCDDA
CDEBCDE CDB
DDACCABBDCCDDA ACADADAA
DDAA DD
DABBBEBEC DAAEDBBBEAC
DBDCAEBCAECDABBDBABADCCAC DABEBECD
DDACCE CDBBCDDDCEDDBDBDBD
DBCDEBCEEBAEDDCBCEADCCBEDA BCDDC
$ DBBECDDCEB
CDCCABEAEAEAEAEAE CDABEAEAEAEAEAA
DDC DBBBCECABDDADCEBADAA
C BCAAAADCACB
DDBBABE BCC
DCABAADCDDCCDDCCCCCBBCADCB C
BCDECAACAA D
EB EACCC
DDACCABBDCCDDA ACADADAA
CC ACCA
DABBBEBEC CC
CDBBC BDBCDCDECEB
DABBDE EA
DABB D
DECB CDECB
AAEDCAEDC BCDAADEDAEDC
DABDD BCDCCEABBCD
AEB DAEC
EAB ECCABAA
DAB C
CDBBDACCCCA ECCAAAAACAC
AADA DBB
DABDDBAC BD
BCDAADED AAEDC
BDDBECCDB DACD
DABEBECD DBDCAEBCAECDABBDBABADCCAC
BDD DABDDBACD
EAB BCDCCEABBCDBC
AB DBECCDBEEAEABAE
CDECCEEE BBD
CDBDBDCCB DECDBECC
CBEB CDB
BCCD AEDAE
CD BCAAAADCACBD
DABBEDAEBCABBEDEBBADDADBBDADAACACC DDBACACACC
B DAEDADCCCDDACCCCCBEBCACBDABB
DABBBEBE DAAEDBBBEA
DDAA DD
DECDBEC DABBAB
ECCAAAEDAEDA EACCCA
CDCBDBECDCCAEECCBE CDEBDCABADCBBDADAAACCBDCD
AEA AD
BDBDDBDDCDB DCADD
CDBBCDDDCEDDB CABDBEBCBACDBBACACEED
DEC DCABDBADACCDAB
DCABDBADACCDABB DECB
BCCDAAA DBCDEBCEEBAEDDCBCEADCCBEDA
DABBAB DECDBEC
BCDAADEDAEDCCCC AAED
CABDBEBCBACDBBACACEEDD CDBBCDDDCEDDBD
DCEECADAD DADDAAEEADCBDAEEDAEAEDDCBCDADBDA
DABDECDAECACBECAB DECBEDCDDBDAE
ADECBEDECA BCCDAE
CDEBACDABCDCEEEBEE DEC
DECB CDECB
AEB DAEC
DBAEDABDBDADCDDACD DE
D $
BDCDB DAEDADCE
DEC CDEC
$ BDC
DAD AEAC
CDBE BDD
$ CDCBD
AAEDC EEADAD
ACAACAAA DECBBB
AEB DAEC
DABEDBEBEDBADCDDACBABB DBDCAEBCAECDABBDBABADCCACA
AAEDC BCDAADED
BCBD CDBBCDDDCEDDBDBDB
BDBBAEB DDBACCEBBAD
ADECCAABEA CDEAB
EA DABBDE
EEADAD DABDECAAED
DCDADACCB C
DBDCAEBCAECDABBDBABADCCACAD CDECBDADAADA
DDBACACA DABBEDAEBCABBEDEBBADDADBBDADAACA
DABEDBA DCCBEDDCDDCCDDCBCBDDE
CDDE DECCDBDCCB
D DADCC
$ BDC
BCC BB
BCDAADEDAE AAEDCAE
BDCDBDDAE BDACDE
DEB DCDBCABCDAE
CD BCAAAADCACBD
C BCAAAADCACB
BCCD DEBDC
DCCBBABEEBCD DAE
BCDECAACAAA DAE
CDC BD
CABDCEDB BDCDBDDAE
AEB DAEC
$ DCDADCC
DBB $
DBEEBEDC $
BCBD CDB
EDAD ACAAAAAA
C CABDBEBCBACDBBACACEEDDB
C BCAAAADCACB
DABBEC CBEBB
CC CDE
BCDAADEDAEDC AAEDCAEDC
DAAEDBBBEA DABBBEBE
BCC DAEDBBECCDCCCBA
DCDBDADD ABEBDCCE
AEAC DAD
BBDA CDEA
BDBCDCDECEBC CD
BCAA DBDBACDA
BD DABDDBAC
D CD
CDEE C
BBD CDE
DECBD CDECBD
BBDA CDEA
CDAA CDCEA
DECDBECC DABBABC
BBDA CDEA
DBBA AB
EDBDDC CDBBDBDB
DDBAC DABBEDAEBCABBEDEBBADDADBBDADA
DECBEDCDDBDAEE DABDECDAECACBECABE
DEC DCABDBADACCDAB
AADA DBB
DAEDADCCCDDACCCCCBEBCACBDABBBB DDCCACEE
DECDCDECBCCC DDAABBEBBC
BD DABDDBAC
AEAEAE DEBCDC
BDECCADAACAAACAC BEEACAAABCAEAC
DABBBEBECD DAEE
CDE DE
AAEDCAEDC BCDAADEDAEDC
DABBEDAEBCABBEDEBBADDADBBDADAACACCA DBD
CDEEEB DEBC
C $
AAEDCAE BCDAADEDAE
DECDCDECBCCC AE
BDACD BDCDBDDA
EC DAEBD
DE CDE
CDE BBD
ACADADA DDACCABBDCCDD
DABDECAAE EEADA
BAD BCDAB
DCCBECDDCADDD DECDBBABEEED
CDA CDCE
CDECD BEA
DCABDBADACCDAB DEC
CDBDBDCCB DECDBECC
CDBE CDC
CDEBCDABEAEAEAEAEAEAEAE ADECCAABE
EBAE EACCCAE
CCEBEA BCCD
CDCCBABAE AEAE
EEC BDECCCCABCAACCAAEA
DAC DDCCACCAC
DABEDBEDDCCCB DECBEDCDDBDAEE
ACAAC ECAAAA
DDBEBBCEEACDA BCAA
EACCCAE EBAEDAE
BCBD CDBBCDDDCEDDBDBDB
CDBBDBDBD ACAE
EA BDBEA
BCBD CDBBCDDDCEDDBDBDB
CDBBDBDBD ACBC
DBBBCECABDDADCEBAD BDDBDACDBDDCDBCACAEB
BCDAADED AAEDC
AAEDCA BCDAADEDA
BDC DEDC
CDECCEEEA BBDA
DBCDEBCEEBAEDDCBCEADCCBEDA BCCDAAA
BDD CDBE
AAEDC BCDAADED
BCA DBDBACD
DDCCACEBABADBD DE
CABDBEBCBACDBBACACEEDDB C
CDCCBAB AD
DCDCBA CDCB
BDC $
C $
E DE
AABB BDDBECCDBA
DABBEDAEBCABBEDEBBADDADBBDADAACA DDBACACA
EA BDECAAAA
DCCADD DECEBADBC
CDEEC CC
BCDAADEDAEDCC AAEDCAEDCC
CDEBDCABADCBBDADAAACCBDCDB DBBBA
DDAABBEBB DECDCDECBCC
DBB $
BDECCADAACAAACA BEEACAAABCAEA
CDB DBADECBDCDE
$ DCDADCC
BDDADCBC CDBBDACCCCA
EACCCA EBA
DCDECDDACB DCDCCBDBADCACDAEC
AADA DBB
BC DEDB
ACAAAAAA ECAAAB
DECDBBABEEED DE
ECAAAAAA EDAD
BDECAAA E
DDACCABBDCCDDAA ACADADAAA
C CDEE
EBDDEB CDBEAED
EACCCA EBA
BDCDBD DBC
BCCD DEBDC
$ D
BCDAB BAD
BCDCCEABBC DABD
CDCB DCDCBA
ECAAAAAAA ECCAD
CDC BD
CDBBCDDDCEDDBD CABDBEBCBACDBBACACEEDD
ACADADAAA DECAC
DECCDCEBCDECBDDADACDDC DAECA
DBDECE CDECBCCB
BDBCDCDECEB CDBBC
EEC BDECCCCABCAACCAAEA
B DAEDADCCCDDACCCCCBEBCACBDABB
$ DBBECDDCEB
BDC $
BCCDA CAD
DECBEDCDDBDAEE DABEDBEDDCCCB
CDB CDEBCDE
DECB CDECB
CBEB DECBD
CDEE C
EEACCCAA AE
EEACCCAAA ADA
DECB BA
DACD BDDBECCDB
BDECAAAAC EAC
AAEDCA BCDAADEDA
DBBBDCDBACACD DA
$ B
CDCEA D
DABB D
$ DAEDADCCCDDACCCCCBEBCACBDAB
BB DAEDADCCCDDACCCCCBEBCACBDABBB
DECDBEC DABBAB
BDBDCDC ACBD
BDDDB BDCDCBC
BDEBBEDC AE
EEB AA
BCDAADEDA AAEDCA
CDE DCADACACACCAA
DCCBEDDCDDCCDDCBCBDDE DABEDBA
DEA DDCCACEBABADBDA
BC DEDB
DABDECAAED EEADAD
ABCCCDA BDECCADAACAAACACA
DABDECAAED EEADAD
DABBEDAEBCABBEDEBBADDADBBDADAACA DDCCA
DABDD BDE
DECEBADBC DCCAEEDADD
DCCBEDDCDDCCDDCBCBDDEC AEDB
DAEDADCCCDDACCCCCBEBCACBDABB B
DCDADCC $
C DCABAADCDDCCDDCCCCCBBCADCB
AD DEC
EBE DECDBECC
EEADADAE DABDECAAEDAE
CDCCCBBDBD DDDB
BDBCDCDECEB CDBBC
DDBACCEBBA ABEBDCCEC
C EEADADAE
DBDECEB DB
DECDBEC DABBAB
AAED CAAA
ADECCAABE CDEBCDABEAEAEAEAEAEAEAE
BCAA DBDBACDA
BB DAEDADCCCDDACCCCCBEBCACBDABBB
DCDBCABCDAEC AD
BD CDC
DCCBEE CDECBDADAA
$ BDC
CDBEEC BDDCAD
DDECEAEDC EEBED
AD BDEBBEDC
BCCD CDABE
DBB $
C CDEE
BDD DABDDBACD
CDCCABEAEA CDCBECAEAE
BCDAADEDAEDC AAEDCAEDC
CDBEE BDDE
DCDCBA CDCB
EEADAD EAEDCCCAEDCCAEDAED
DECBEDCDDBDAEE DABEDBEDDCCCB
DDAA DD
CDCE CDA
DDACCABBDCCDD ACADADA
$ D
BE EAEDCCCCC
BCDAADEDAEDCC AAEDCAEDCC
CDCBECAEAE CDCCEABEAEAEAEAEA
DAEBD CDD
CDCEA ADCDEDAE
CDCBDCD AAECB
$ C
DECDBBABEEE DCCBECDDCADD
DADCCACCACCA DABBEDAEBCABBEDEBBADDADBBDADAACA
BDACCBA $
CDEBDCABADCBBDADAAACCBDCDB CDCBDBECDCCAEECCBEB
DCCBEE CDECBDADAA
DBCDEBCEEBAEDDCBCEADCCBEDAE DDCDA
BA DCDADCCBA
DAEDADCCCDDACCCCCBEBCACBDAB $
ADECCAAB CDCCABEAEAEAEA
ACB DABBDE
DABDECAAE EEADA
AE CDCCBAB
EAEDCCCAEDCCAEDAE EEADA
ACACCAAACACACAAAC CDBBDACCCCA
CDBBCDDDCEDDBDBDBD DDACCE
DABBEDAEBCABBEDEBBADDADBBDADA DDBAC
DECBEDCDDBDAEE DABDECDAECACBECABE
CDECBDAE CDB
C CDEE
AAA DADDAAEEADCBDAEEDAEAEDDCBCDADBDAD
CDEAB DDBBBAEBAACACCACCACCACDAC
BDBCDCDECEB CDBBC
DECDBBABEEED DCCBECDDCADDD
EBDDEBCCC E
CC BDBDCD
EEADAD DABDECAAED
DECA DBBDABBBDDADABCEBCA
DABBEDAEBCABBEDEBBADDADBBDADAACAC DDCCAC
DABDECDAECACBECAB DECBEDCDDBDAE
DCDADCCBA BA
DDE ECCA
BCAAAADCACB C
C CABDBEBCBACDBBACACEEDDB
DCDCCBDBADCACDAECCD DBCADDCDDACBBACBBADDCCCDDCCBCBCC
AEACCABECADA BDECAAA
CDB DBADECBDCDE
CDCCBAB AE
BCCD CDABE
DCCBEBEEEBEEA DCCBECDDCADDD
ECCAAAEDAED EACCC
DCABDBADACCDAB DEC
D DDCCACC
B EEABA
DCCBEDDCDDCCDDCBCBDDE DABEDBA
DDCDC ACCABCADAA
DCDECDDACBCD DAEDAECCDA
BDD DABDDBACD
ACADADA DDACCABBDCCDD
CABDBEBCBACDBBACACEEDD CDBBCDDDCEDDBD
BDDCAD DCADDDAC
E CCB
D CDCEA
D DABB
BEEACAAABCAE BDECCADAACAAAC
CDBBDBDB EDBDDC
CDE DE
DABB D
BCEDCCACEEBDCEBAACAC DCCBBABEEBCD
BDBBAE DABDD
BDECCADAACAAAC BEEACAAABCAE
BCAA CDBB
$ D
BCDAADEDAEDC AAEDCAEDC
BCCDAAA DBCDEBCEEBAEDDCBCEADCCBEDA
DADDCEDDBDB CABDBEBCBACDBBACACEEDDB
DABBEDBADCBEBECDDAAEBBBDAECDAEC AAE
CDBDBDCCB DECDBECC
CBEB DECBD
CDE DE
CDCCABEAEAEAEAEAE CDABEAEAEAEAAA
CDBBC BDBCDCDECEB
D DDBACACACC
DECDBEC DABBAB
BDBDCD CC
CBCD CDCEA
CABDCEDB DDCCACEBABADBDA
DABEBECD DBDCAEBCAECDABBDBABADCCAC
CA DCDADACCBA
C $
CDECBCCB CD
CDE CC
BCC DDBBABE
CDECB DECB
DCCBEDDCDDCCDDCBCBDDE DABEDBA
BCCD CDABE
EACCCAE EBAE
CDEC DEC
E DCCAEEB
ACCABAA AEACCABECADAACA
DE CDE
D CD
BDD DABDDBACD
ECDBD DCDADACCBA
DECCDCEBCDECBDDADACDD DCCBEDDCDDCCDDCBCBDDE
CABDBEBCBACDBBACACEEDDB CDBBCDDDCEDDBDB
$ C
DEC DCABDBADACCDAB
EEAB AD
B DCDADCCB
DBBECDDCEB $
AEAAEDCA ADA
BDD CDBE
EEAB AD
DBEEBEDC $
D DDBACCEBB
CDEAB CDCBECAEAE
DCDB ABE
DC DAEDADCCCDDACCCCCBEBCACBDABBBB
EEB AA
EBAE EACCCAE
DABBAB DECDBEC
AEAEA BDBD
CDABEAEAEAEAAAA CDCEAB
DBBBCECABDDADCEBADAA BDDBDACDBDDCDBCACAEBAA
BEB CDEECC
DABDDBAC BD
CDEBDCABADCBBDADAAACCBDCD CDCBDBECDCCAEECCBE
CDCB DCDECCD
AAEDC BCDAADED
EEAB AE
DECB DCABDBADACCDABB
ACAE DABDADABAEDAECBCA
DBECAE CBA
DABDDBACD BDD
CDBBDACCCCA ACAAAACEAAEACACCAC
EDEDAAEDCAED EBAEDC
DABEDBEBEDBADCDDACBABBD DBDCAEBCAECDABBDBABADCCACAD
ABCCCDA BCDECAACAAA
DE DABBE
BCCDAAA DBCDEBCEEBAEDDCBCEADCCBEDA
DBBBCECABDDADCEBADA BDDBDACDBDDCDBCACAEBA
CC DABBBEBEC
DDADCCBCAEBACBE DDDCEBABDACACC
DBAEEBAD DDCCACEBABADBDA
BC AEAAEDCA
BD CDC
DBCDEBCEEBAEDDCBCEADCCBED BCCDAA
DBDBACDAD ABCCCDAC
DEDBC BCC
DECEBADBC DCCAEEDADD
CCDCACCD BCCDCDCD
CDEBDCABADCBBDADAAACCBDCDB DBBBA
ACCCCCC D
DECDBEC DABBAB
BDDDB BDCDCBC
DECBEDCDDBDAE DABDECDAECACBECAB
CDEABBA DABDDCDBA
EA BDECAAAA
DADDCEDDBDBDB CABDBEBCBACDBBACACEEDDBDB
DDD DCDBCABCDAE
DADDAAEEADCBDAEEDAEAEDDCBCDADBDAD BECDCC
DECB DCABDBADACCDABB
BBDABE BDCDABEAEAEAEAEAE
DAEDADCCCDDACCCCCBEBCACBDABBB BB
CCDCAC DBADECBDCDE
DCDB AADAAE
BDCDB DAEDADCE
BCDECAACAAA BEEACAAABCAEACA
DCDADCC $
DCDADACCB C
CDEBDCABADCBBDADAAACCBDCD CDCBDBECDCCAEECCBE
DCDBCABCDAE DBCDBCC
BCDAADEDAED AAEDCAED
DDECEAEDC BCDAADEDAEDCCCC
CDECCEEE BBD
EDECA EEAC
EB DCABDBADACCDABBD
CDEAB DABDDCD
DABEDBEDDCCCB DECBEDCDDBDAEE
EBDDEB EEAAEDCC
DABBAB DECDBEC
EACDCC BCDDAEE
C CDEE
ADECCAAB CDCCEABEAEAEAEA
CDBEE BDDE
BCDAADED AAEDC
CDCEA ADCDEDAE
BBDABE CDCCABEAEAE
BCDAADEDAE AAEDCAE
AAAA CDEBACAACA
DADDAAEEADCBDAEEDAEAEDDCBCDADBDAD ADEBBE
DDACCABBDCCDDA EDEC
DBBBCECABDDADCEBAD BDDBDACDBDDCDBCACAEB
ECAAAACAECA ACCABCAD
ADECCAABE CDCCEABEAEAEAEAE
CDEBACAA ECAAAACAE
ABE CDEEEBD
CDBBCDDDCEDDB CABDBEBCBACDBBACACEED
DECB CDECB
BEB BDDBECCDBA
EBDDEB EAEDCCCC
EDECAA EEACA
CDEBDCABADCBBDADAAACCBDCDB DBBBA
BCCD CDABE
DDBBABE BCC
EBAEDA EACCCA
EBAED EACCC
EB CCBB
BCDECAACAA D
BCDDC DBCDEBCEEBAEDDCBCEADCCBEDA
CDCCEABEAEAEAEAE ADECCAABE
DCDADCCB B
CDEBCDABEAEAEAEAEAEAEAE ADECCAABE
E BECC
DDDACABBDBCDBBDC DDE
BDDEC AE
ABD DDBACACACCACE
BDCDE CCDCAC
CDBDDABDECCA CDEBACAACAA
EBAEDA EACCCA
CDCCBAB AD
BBDDACB DABD
EEADA EAEDCCCAEDCCAEDAE
EDE DBCADDCDDACBBACBBADDCCCDDCCBCBCCB
BB DAEDADCCCDDACCCCCBEBCACBDABBB
DCABAADCDDCCDDCCCCCBBCADCB DCDC
BDBCDCDECEBC CE
DDAA DD
BCDAADEDAEDC AAEDCAEDC
BDDBECCDB DACD
D DABB
DDBBBAEBAACACCACCACCACDAC CDEAB
DECDCDECBCC AAE
DDCCACEBABADBD DE
DABBEDAEBCABBEDEBBADDADBBDADA DDBAC
BDCDBDDA BDACD
DCDECDDACBCD DCDCCBDBADCACDAECCD
EA DABBDE
DABBAB DECDBEC
AEACCABECADAA BDECAAAA
CDBBCCD BDCDEC
DEDB BC
DAEDADCE BDCDB
DBDBACD BCA
DADDAAEEADCBDAEEDAEAEDDCBCDADBDADCC DCDCCBDBADCACDAECCDBBE
BCA DBDBACD
BDECCADAACAAACA BEEACAAABCAEA
CBE CD
AADA DBB
CDA CDCE
DABDDBACDAB ADE
BDCDE CCDCAC
DECDCDECBCC DDAABBEBB
AE DABDDBACDA
CDEBACAAC ECAAAA
D BCDECAACAA
DEC DCABDBADACCDAB
CABDBEBCBACDBBACACEED CDBBCDDDCEDDB
EEADA EAEDCCCAEDCCAEDAE
$ BDB
ACCCCCCAD BDBBAEB
DCCAEEBBDE ADEBBECC
DCCBBABEEBCD DAE
CDABE BCCD
$ BDB
EAEADAEDAE DECDBECC
AD DEC
EDBDDC CDBBDBDB
AAEDCAEDC BCDAADEDAEDC
BDDBDACDBDDCDBCACAEB DBBBCECABDDADCEBAD
BBDDACBDB ACAACAAA
DECB DCABDBADACCDABB
CDB CDECBDAE
E DCDADCCBA
CDCEBCDE CDD
BCCDAE CCEBEAAE
EEAAEDCCC BE
DECDBEC DABBAB
AAEDCAED BCDAADEDAED
CDEBCDABEAEAEAEAEAEAEAEAE E
CABDBEBCBACDBBACACEEDDB DADDCEDDBDB
DABEDBAC BCDAB
DCDECDDACBC DCDCCBDBADCACDAECC
BDBDBE ECAAAAAA
DE DDCCACEBABADBD
BD DABDDBAC
BCDAB BAD
DD DDAA
DECDBBABEEED $
CC ACCA
DDBEBBCEEACDA BCAA
DBAEEBADC DCADDCCBAADACBCE
D BCDECAACAA
B $
EA CDEBECEDCAA
DC EEACAA
DCDADCC $
DCCBEDDCDDCCDDCBCBDDEC ACECDEEB
DAC CDEBACAACAA
BCCDC DEEE
BDBDCDC ACBD
BDBCDDADBBDADAACACCACEBADA DCEECADADDC
CDA CDCE
BCCD DEBDC
CDEBDCABADCBBDADAAACCBDCD CDCBDBECDCCAEECCBE
AAEDCA BCDAADEDA
CDBBDBDBD ACAE
CDDE DECCDBDCCB
CDE DE
BCDE DCDADACCBA
BDDBDACDBDDCDBCACAEBA DBBBCECABDDADCEBADA
EBE DECDBECC
BCDCCEABBCD DCDADACCBA
DCDADCCB B
DCCBEE CDECBDADAA
CDEBCDCB AEDAE
BDECCADAACAAACACAC ABCCCDAC
AAEDCAEDCC BCDAADEDAEDCC
CDEC DEC
CDECBDADAADA BDACDEC
EAEADAEDAED EBAEDCC
BA $
CDEC DEC
DECDBBABEEEDD DCCBECDDCADDDD
CDCE CDA
DAEDADCE BDCDB
BBD CDEBCDCB
BCAAAADCACB C
DECB DCABDBADACCDABB
DABBBEBE C
DAD AEAC
CABDBEBCBACDBBACACEEDDB DADDCEDDBDB
BCDAADEDAEDC AAEDCAEDC
BDBDDBDDCDBD $
ABAED BEC
DCCCB DABBE
EDEDAAEDCAED EEAEACC
AEAEA BDBD
AAEDCAEDCCCC CABAAACCE
DABB D
DCABDBADACCDABB DECB
DABDDBAC BD
CDEAB DDBBBAEBAACACCACCACCACDAC
BCDABBB BCCDAAAEDAE
AADAEDA EAEDCCCCC
DABDECAAEDA EEADADA
DECDBBABEEEDD D
ADAEDA EEACCCAAAEDA
DECB BA
CABDBEBCBACDBBACACEEDDBD CD
EBAED EACCC
DABBEDAEBCABBEDEBBADDADBBDADAA DDC
DADCC D
BCDDC DBCDEBCEEBAEDDCBCEADCCBEDA
ECCAAAAACAC CDBBDACCCCA
CC ACCA
EEACCCAAA DEE
DBECAE BDBDBDEC
$ DBEEBEDC
BCC DDBBABE
DAD AEAC
E BDECAAA
D CD
EEADA EAEDCCCAEDCCAEDAE
BDACD BDCDBDDA
DBCDEBCEEBAEDDCBCEADCCBEDAE BCDDCE
BDBCDCDECEB CDBBC
CDBBDBDB EDBDDC
DDCBACAB CDEC
ACAAC EDDCAA
DDCDEB DCADD
CDBE BDD
CBEB CDB
EACCC EB
CDBBDBDB EDBDDC
$ BDC
DDBACCEBBA DDDB
BDACCBA $
EAEAB DBBECE
DBDCAEBCAECDABBDBABADCCACA DABEDBEBEDBADCDDACBABB
CCD DCCBEBEEEBEEADC
CDECCEEE BBD
DABDECDAECACBECABED DCDCCBDBADCACDAECCDB
E BDCDABEAEAEAEAEAE
EC CDBD
CAAA AAED
E BDECAAA
BCDAADEDA AAEDCA
EACAA ACCABAAA
BCDCCEABBC DABD
EEB AA
CDBCDABEAEAEAEA BBDAB
C DABBBEBE
CC ACCA
DADDAAEEADCBDAEEDAEAEDDCBCDADBDA DCEECADAD
ECCAAAEDAEDA EACCCA
DECDBECC D
DECDBEC DABBAB
C DAB
BDECCADAACAAACA BEEACAAABCAEA
EAEDCCCAEDCCAEDAED EEADAD
CDBCDABEAEAEAE ADECCAABE
CDECBDADAA DCCBEE
BCDAADEDAEDCCC DDECEAED
DABD ECDB
AEACCABECADAAC DECACA
CDEA BBDA
BD DABDDBAC
DEBC CDEEEB
CDECBD CDB
CDBBCDDDCEDDBDBDBD BCBDD
DCDCCBDBADCACDAECCD DBCADDCDDACBBACBBADDCCCDDCCBCBCC
DBBDABBBDDADABCEBC DEC
CDEBACAAC ECAAAACAEC
DABBEDAEBCABBEDEBBADDADBBDADAACAC DDC
ADBE DBECCDBEEAEABA
DADCCACCACC DABBEDAEBCABBEDEBBADDADBBDADAAC
$ DAEDADCCCDDACCCCCBEBCACBDAB
DABBEDBADCBEBECDDAAEBBBDAECDAECC DDAABBEBBC
DDED DECAC
BEEACAAABCAEAC BCDECAACAA
DCCBEE CDECBDADAA
EEB AA
CDEEC CC
BDECCADAACAAACA BEEACAAABCAEA
DAEDADCCCDDACCCCCBEBCACBDABBB BB
CDCBDBECDCCAEECCBEBED CDDD
BDBCDCDECEBC CDBBCC
DCCCBC CDBB
CDAA CDCEA
BCDAADEDAEDCC AAEDCAEDCC
DABDD BCDCCEABBCD
DBBBCECABDDADCEBADAACA DADCCACCACCACCA
BDECCADAACAAACACA DAE
AEAC DAD
BBDAB CDBCDABEAEAEAEA
BCDEA EACCCA
AEAC DAD
EB CCBB
ECCABAA BDBDBE
CAD BCCDA
DCDBCABCDAE DEBCDD
DADDAAEEADCBDAEEDAEAEDDCBCDADBDA DCEECADAD
DDAABBEBB DECDCDECBCC
DABEBECD DBDCAEBCAECDABBDBABADCCAC
AEAAEDCA B
CABDBEBCBACDBBACACEEDDB CDBBCDDDCEDDBDB
DDDACABBDBCDBBD ABEBDCCE
BCDAADEDAEDCC AAEDCAEDCC
AEACCABECAD BDECAA
DECDCDECBCCC DDAABBEBBC
BCCDAA DBCDEBCEEBAEDDCBCEADCCBED
ACCABAACACA ECAAAACAECA
DBBECE EDEDAAEDCAEDC
$ D
EBAEDA EACCCA
BDEBBEDC AD
DAEDAECCDA DBCADDCDDACBBACBBADDCCCDDCCBCBCC
BDECAAAA EA
CDEBACAA ECAAAACAE
DABEBECD DBDCAEBCAECDABBDBABADCCAC
CDBE BDD
AADAAE DB
BD CDC
DAEDADCED DECDC
DBCADDCDDACBBACBBADDCCCDDCCBCBCC DADE
DCCBEBEEEBEEADCD DEACE
AAEDCAEDCC BCDAADEDAEDCC
AADA DBB
DADCCACCAC DABBEDAEBCABBEDEBBADDADBBDADAA
DADDAAEEADCBDAEEDAEAEDDCBCDADBDA DCEECADAD
CDECBDADAA DCCBEE
EAEDCCCC EBDDEB
BCDA CCB
EA BDECAAAA
DBBECDDCEBACD DBCED
DDAA DD
DCDECDDACBC DCDCCBDBADCACDAECC
DCDECDDACBCD DCDCCBDBADCACDAECCD
BCC DDBBABE
DADDAAEEADCBDAEEDAEAEDDCBCDADBDA DCEECADAD
DBBA AADAA
DACD BDDBECCDB
EDDCAAA CDEBACAACA
DADDCEDDBDB CABDBEBCBACDBBACACEEDDB
DEDB BC
CDCE CDA
ECAAAACAE CDEBACAA
BDCDB DAEDADCE
DCCADD DECEBADBC
ECAAAACAE ACAA
DBBAE EACDC
AA EEB
CABDBEBCBACDBBACACEEDDB CDBBCDDDCEDDBDB
EBAEDA EACCCA
EEBE AAE
DBB AADA
DECBEDCDDBDAE DABDECDAECACBECAB
BA DCDADCCBA
D CD
ACADADA DDACCABBDCCDD
EEACAA ADECBEDEC
BDCDB DAEDADCE
DBADECBDCDEC CDD
CABDBEBCBACDBBACACEEDDBD DADDCEDDBDBD
BDCDEC CED
AAEDCAEDCC BCDAADEDAEDCC
BDBCDCDECEB CDBBC
BDDBDACDBDDCDBCACAEB DBBBCECABDDADCEBAD
BCDAADEDAEDC AAEDCAEDC
DBCADDCDDACBBACBBADDCCCDDCCBCBCCB $
CDEBDCABADCBBDADAAACCBDCDB CDCBDBECDCCAEECCBEB
D DABB
DBBBCECABDDADCEBADAA BDDBDACDBDDCDBCACAEBAA
D DABB
DABDDCD CDEAB
DBBCACBDADCDDACCDDACBAADAAACBEDADDDCBEEBCCAEAEBAEB CABDBEBCBACDBBACACEEDDBDBD
DCCBBABEEBCDE DC
BBC DAEDBBECCDCCCBA
ABCCCD BCDECAACAA
DECD CDE
CDAABEA BCDABBB
DECBEDCDDBDAEE DABEDBEDDCCCB
DAD DABBEDAEBCABBEDEBBADDADBBDADAACA
DDDCEBABDACACCB CDBEE
DABDDBACDA DDAABBEBBC
DAEDADCCCDDACCCCCBEBCACBDAB $
CABDBEBCBACDBBACACEEDDBD DAE
DABEDBEDDCCCB DECBEDCDDBDAEE
AEB DAEC
$ C
DABBEDBADCBEBECDDAAEBBBDAECDAECC BDDA
C $
EDDEBAEDCAED BDA
DABBBEBE C
BCAAAADCACB C
DA DDCCACCA
CDEAB BBDAB
DECDBECC EAEADAEDAE
CDBEAEDC EBDDEBC
DABDDBACD BDD
BBD CDE
DBBBCECABDDADCEBADA BDDBDACDBDDCDBCACAEBA
AEB DAEC
BD D
EEADAD DBECCDBEEAEAB
BD CDC
BCCD CCEBEA
EDBDDC CDBBDBDB
EACCC BCDE
ED BDDBECCDBA
BCCDAA DBCDEBCEEBAEDDCBCEADCCBED
EBDDEB EAEDCCCC
AAEDCAE BCDAADEDAE
D CD
$ BDC
DABD BBDDACB
DCCBBABEEBCD DAE
DABBDE EA
DABBDE EA
DABBEDAEBCABBEDEBBADDADBBDADAACA DAD
CDBBC BDBCDCDECEB
DECBD CDECBD
DAEDAECCDA DCDECDDACBCD
CDECBD DECBD
DCADD BDBCDDADBBDADAACACCACEBA
$ BDB
ADECCAABE CDCCABEAE
BDA BDD
DECB CDECB
BDCD E
DCABAADCDDCCDDCCCCCBBCADCB C
CB CDCBDC
D DADCC
BDDBDACDBDDCDBCACAEB DBBBCECABDDADCEBAD
DCADD DDCDEB
AADA DBB
D DADCC
AAEDCAED BCDAADEDAED
DAAEDBBBEAC DABBBEBEC
BCCDAA DBCDEBCEEBAEDDCBCEADCCBED
BA DCDADCCBA
DCDADACCBA BDE
DDBAC DABBEDAEBCABBEDEBBADDADBBDADA
DDBACCEBBA DDE
