21398
BBABAABAAABAAA BBBABBAAABAA
BAABAABABBAABBBBABAABAAAB BABBABABBBABBABBBBAB
BAAAAAAABAAABBABAABABABAABBABBB BBBBBBABBBAA
BBABBAABAAABAABAABAAA BAABBAAAABAABAAAABBAABAAAAABAB
BBBBBBABBBA BABBABBAABBBBBABABABAAB
BBABABAA BBAABA
BAAAAAABBBB $
AAA BABABBA
BABA BABBBAABAABAAAABABBBBABA
BBAAABBA BBABAABAABAA
BBBAA BBABABAABAABAAAABAAAABAAABAABAAA
BBABBAABAABAAAA BBBAABBAAAB
BABABBB ABAA
ABBAABBABAAA BAABBABAABBA
ABBAABBBABABAB ABA
BABBBBABBAB BBBBBA
BAAAABAB BAABAAAABB
BABAABBAABAAAAAAAB BBABABAAAAAAAAAB
AAABBBAA AAABAB
BABABABBAAAABBBBBBABABB BABAAB
BABBBBABBABB BBBBBAB
BABABABBABBBABBBBAABABBBBBBBBABABABAAAAAAAABA BBAABAA
BAABBAAAAAAABBABBBAABABBBABABBBABAAA AAABAB
AAAAA AABBBABA
AAA B
BBBBAAABA BAAABAB
BABBBBABBBABABBBB BABBBABBAB
BABABABBABBBABBBBAABABBBBBBBBABABABAAAAAAAABA BBAABAA
AB BAAABBBABBAABAABABABABBBABABBAABBBBBBABBAAABABBAABB
BABBABABBBABBABBBB BAABAABABBAABBBBABAABAA
BB B
BBBAAA BABABAABABBAA
BABA BABBBAABAABAAAABABBBBABA
AAAB ABBBABA
BBAB BABA
BAB A
$ BBB
BAABBBAAABABAAAABBAB BBB
BBBBAABBAA ABAAABA
BBBAAABAABBBBBBBAABABBBABBABBBAABBBBABBBAAB BABABBABBABBB
BABAA BBBBBBA
$ BABBABBBBBBBABAAABABBABAABABBB
BB BBABABAABAAABAABAAABAAABAAABAAAAAABAAABAA
BAB BBBABBBBBBAAA
BABA BAB
B BBBABBBBBB
AB BABABAABBAABBBABAAABAA
BBABAAAAABAAAABAAAAABAAABAAAA $
AABABA BBABBAAA
BAABAAB BABBBAABAA
BABBABBBABBBB BABABBBBBBAABBABB
ABB ABBAABAABABBBB
BAABA BBABABAABAAAAABAABAABAAABAAAABAAB
BAABAABBB BBBAAAAABAABA
BAABBBBBAAAABBBBABAABBABAABABBBBBAABBBABBABBBABBBBBBAABAB ABBBBBABAABAA
ABBBB BAAABABAABABABBAABAABAA
AAABBBAAB BAAABBABAABBABBAABBABBAABBBBBAABABAAAAAAAABABAABABBAABBBABABBABBBABBAABBABABBBBBBABABAABBBABBAA
BBABBAABAABAAABAABAAAAABAAAABAAAABAAAB BBBABAAAAB
BABBBAAAAAAAAAB BA
BBABABAABAABAAAABAAAABAAABAABAAA BBAABBAABA
$ AABAABBB
AAA BA
BAAAAABAAABAABBAAB BAAABBABAABABBAB
BAAA BAAAABAAABBABBBBAABABBBBABAAABBBBBABBBBBBAABAABABAAA
A BBABAAABAABAAAA
BABAABBAABAAAA BBABABAAAAAA
$ BAAABABBBABAABBAABA
ABBAABBABAAA BAABBABAABBA
BBBAB BABBABABBBABBABBBBAB
BABBBBAAB BABABB
BABABBBAABA BAABABBBABBBBBAABBBBBBBBBA
BABABABABAAAABABAABABBBBAABBBBABBABAAAAABAABABABAAABAABBBAAABBBABABBBBBBBBAABABAAABBABA BBAB
BAAB BAABBAABAAAABABAA
AABBB BAAA
BAB ABA
$ BBBA
BAABAB BABBBBABBABBAAB
BBABBAABAAAABAAABAABAAB BBABABAAABB
BBABBBBA BABABAABBAABBBABAAABAA
BAA AAAAA
AAABB ABBBABAB
BAA BABBBBAABABBAABBBAAB
BBBAA BBABBAAAAABAAAABAABAABAABAAABAABAABAAAAAABAAAA
BBBBABBBABBBBBABBABABAA BABBAABBABBAABABBB
BABBBAABAABAAAABABBBBABA BABA
BBAAA BBBB
BAAAABBBBBABBABBBBBABBABABABABAAB BABABABAB
BABBBBABBBABABBB BABBBABBA
BBABBBAABAAABBABAAAAB BAABBABABABBAABAAB
AAAABAABABBA BBABAABAB
BB BAABBBABBBAAABABBAABABABBBBABBAABAAAAAABBAAAA
AAAAABBAAABBAAAABB AAAAA
BABABBBABBAAABBBBBBBBBBAAAAAAABAAA BBABAAAABAABA
BBBBAAAA BABB
BABBAABBBABBBAABAABBBBBBB BABABABAABB
AA BABBBBA
A BABABABBABAABBABA
BABBABBAABABBAAAAABAAABAAABBABAABBBAAAAABAAABABABAAABAA BBAABABA
BBAAB BABBBAABAABAAAABABBBBABABBA
BBABBABAAB BBABBA
BBA BAABBABAABB
BAAAABABB BAABAAAABBB
$ ABAAA
BBAAB BBBABA
AAAB BBBAAAAB
BABBAAABBBABBBBA AAAA
BABAB BABB
ABBAAAAA BBAAABABB
BABABBABAABABBA BBBABABBBAA
BAAAABAAABBABBBBAABABBBBABAAABBBBBABBBBBBAABAABAB B
BB ABBBBABBBAABBAB
BBBABABBA BAAABABBBABAABBAABA
ABAABBBB $
BAB B
BBABABAAAAAAA BABAABBAABAAAAA
BABBBAABAABAAAABABBBBA BA
BAAAAABBBBABAAABBABABBAABAAABBAA AABAAABAB
BBABB BAAB
BBABAAABAABAAAAA AA
BB A
ABBABAAA BAAAABBBBBAA
BBABBAAAAB BBABABBBBBABBBBABAABBBABABABABAAAA
BAABABBAAB BBABA
AAAB ABB
BAAAABAABABBBA BAABBBBAABBBBAABAABBB
ABAAA BAB
AABAABB B
BBBABA ABAABBB
BABABBABBABABABBAAABAAABAABA BBABBAABAAAA
BAABAB BBABBAB
BABA ABBB
BAABAAAABB BAAAABAB
BAABAAAABBBB BAAAABABBB
BBABABAA ABBAABAABABBBBBB
BABABBABBB $
ABBAABBABBBABABABBABAABBB BBBABBBBB
BAAAABBBABBBBBABAAB ABABBBBABBBBAABABAABBABBBABA
BABBBB AABAAAAAAB
BAAABBABABABBAAAAAABBABBBBA $
BABBBB BABABBB
BB B
AAAAABB BABBABABBBABBABBBBABABBA
BAAABABAB BBBBAAABAAB
A BABBA
BABBBAABAABAAAABABBBBABA BABA
B $
BABBBAABAABAAAABABBBBA BA
ABBABBAB BBABBBABBBB
BBABBB BBBAB
BBBAAA BAB
BAAABAB BBBBAAABA
AABBABAABBBBA BAABBBABABAAABBBABBAAABB
BBBAAAAA BABABAABABBAAAA
BAAAABABBBABA B
BBAABBAAAAAABAAABAAAAAABAAA BBABABAABAABAAAAA
BAAAABAABABBBABBA BAABBBBAABBBBAABAABBBBBA
BAAAB BBABBBBABABBABBAAABBAAABBBABABBB
BBABBABAAB BBABBA
BABBAAABBBA BAABAAA
BB BBABAAAABAAAABAAA
AABAB BBABBAA
BAAAAABAB BAAAABAAABBABBBBAABABBBBABAAABBBBBABBBBBBAABAABABAAAABA
BAAAABAABABBBAB BAABBBBAABBBBAABAABBBB
BB B
BAABAAAABB BAAAABAB
BAAB BAAAA
BAABABABAAAB BBAAABB
ABB BABABBBAABA
BABB BBA
BBABBAAABAABAABA BBABABBBBBABBBBABAABBBABABABABAAAAAAB
BAB B
ABBBBABAAABB BAAAB
$ BAAABABAAAA
BB AAABBABAABBAAAAAB
BAAABBBABBAABAABABABABBBABABBAABBBBBBABBAAABABBAABB AB
ABA BBBBAABB
BBABBAABAAAABAAABAABAABAA BBABABAAABBAA
BABABAABBBABBABABAB BB
BABABBABBABABABBAAABAAABAABA BBABAAAABAAAABAAABAA
BA BBBABBBBB
BBBBBA BABABBBBBAABBBBAB
BAABBAAAAAAABBABBBAABABBBABABBBABAAABABA AAABABBABA
BBBBBAB BBABA
BAABBABABA AAABABBAB
ABBAABBABBBABABABBABAA BAABBBABAAB
ABBAAAAA BAAABAABBAA
BAB BABA
BABBBAABAABAAAABABBBBABAB BABAB
BABA BBBBB
ABBAB BBABABAABAABAAAAAAB
BABBBBABBBBABBBBAAAAAA ABBBBABAA
BABABBAABBABABBBBBBA AAAA
AABBBABAABABAAAABAABBB ABBABAABAA
BABABAABBAABBBABAAAB $
BBABBAAAABA BBABABBBBBABBBBABAABBBABABABABAAAAA
BABBA ABBBBABAAA
BAABA BBBBBBAAAB
AABBA BBBBBBABBBAAB
ABBBB BAABAA
AAAABAAB BAABBA
ABA BBBA
BAABABABBAA BBBABAA
BABBBBBAABABABBAAB BABBBBABBAABAB
BAABABA $
BB BBAAAABAAABAAABAB
BAABBBBABABABAAAABA BBBABAAA
BAAAABABBAABA BABBABAA
BBBABBAAABAAABAAAA BBABAABAAABAAABAA
BABBAAAAAABBBABBAABAAAABBBBAAABBAAAAAAABBBBABAA BABBBBABBABBA
BABABBBBBBAABBAB BABBABBBABBB
AABAABBBB AABABAA
AAAAABAABABAABBBA AAABB
AAB ABB
BBABAABAAABAAA BBBABBAAABAA
BABBBAAAAAAAA BABBBAABA
AABAAA BAABA
BABABBBBBBAABBABBABAA BBBABAABA
ABABAB BBBABAABB
BBABBAABAAAABAAABAABAAB BBABABAAABB
BABBAABABB BABBBBABAA
BAAABBA BAABAABABBAABBBBAABAABBBAABABB
BAAABABAABABABBA BABBABBAABABBAAAAABAAABAAABBABAABBBAAAAABAAABABABAA
BAABBAABABBBABBBBBBABAAAAABAABABABBAAA BBABBAAAABAABA
ABBBBABBABAA ABA
AABB BBABBAAAAAA
BBAAABBAA BBABAABAABAAA
ABBBBABBAB BAABB
BABA BBBBB
BABBBB BABABBB
BABBABAA $
BBABBABA BAABABA
BAABABABAAABAABA BBABABAABAAAAAABAAAABAABAABBAAABAAABAAAAAAAAABAABAAAAAAABAAABAABAABAAAABAAAAAABA
$ BBABAAB
BABABABAAAAABBA $
BB BABBA
BABABABBABBBABBBBAABABBBBBBBBABABABAAAAAAAABA BBAABAA
AAA BABBAAABBBABBBB
BA BAAAABAAABBABBBBAABABBBBABAAABBBBBABBBBBBAABAABABA
BBABBAAABAABAABAA BAABBAABABBBABBBBBBABAAAAABAABABABBAAA
BABABBBBBAABBBBAB BBBBBA
ABBBBABBAB BAABB
BAABBBAAABBAABABABAAAAAABAABABAABAB BAAABABBBBABBBBBBBBABBABBAA
BAAABAB BBBBAAABA
AA AB
AAAAABBAAABBAAAABB BBABAA
ABAA BABABA
BBABAABAAABAAA BBBABBAAABAA
AAAAAB BA
BBBBAABBAAAAAAAAA AA
AABBB BBABBAAAAAAB
BBBABA BA
B AABAA
BBABBAABAAAABAAABAABAAB BBABABAAABB
BBBBBBAAABA BAABAA
A BBABAAABAABAAAA
BBBBB BABA
BABABABBAAAAAABAAAAABAABAAAABAABAA BBABABAABAAAAABAABAABAAABAAAABAABAAA
BAABBBBBABBBABAABABAAAAA BAABABBBABBBBBAABBBBBBBBBAABBAABAA
BBABA BBBB
$ ABBBABBBABABAA
BB B
BABBAAABBBABB BAABAAABB
BABABABABAAAABABAABABBBBAABBBBABBABAAAAABAABABABAAABAABBBAAABBBABABBBBBBBBAABABAAABBABABB ABBABA
BBABBAAB BAAABABAABABABB
AA BAABBAABAAAABABAAB
AA ABBB
BABBBBABBBABABBB BABBBABBA
BBAAABB BBABAABAABA
BAABA BBBBBBAAAB
ABBABAABAA BAB
B $
BAA BBBB
BAABBBBBAAAABBBBABAABBABAABABBBBBAABBBABBABBBABBBBBBAABABBBABABAA ABBBBBABABB
ABAABBBBA A
$ BABB
BAABAA AABAAA
A ABBABBABBBBAABBABBB
BAABBBABABAAABBBABBAAABB AABBABAABBBBA
BBABAABAABAABAAAB BBABAABA
B ABBBBABBBAABBA
BAABA BBABABAABAAAAABAABAABAAABAAAABAAB
BABBBBABBBBABBBBAAAAAAA ABBBBABAAA
BBBAAA BAB
BAABABAABABABA BABABBBAABAA
BAABAA BABBAAABBB
AAAAABAABABAABBBAABAB BAAABBBAAABAAABBBBAAABA
BAABBA BABBBBAABABBAABBBAABBBA
BABABBAABBABABBB BAABAA
AA AABBBBBAABABAAAABBAB
$ BBA
ABB BABBBAAAABBABBABBAABBB
ABAA ABBAA
BABABBBBBBAABBA BABBABBBABB
BBAABBAAABAA BBABAB
ABA BAAABBBABBAABAABABABABBBABABBAABBBBBBABBAAABABBAABBA
BABABBBABABAB BBABAABABB
BAAAB BAAABBBAAABAAABBBBAAABA
BABBA A
ABAABBAA BAAABBABB
BAB BABA
BBBBAABBA ABAA
BBBABAAAABA BAABBBBABABABAAAABAABA
BBBBAAABAAB BAAABABAB
BAAABBBABBAABAABABABABBBABABBAABBBBBBABBAAABABBAAB A
BBBABAAAB BAABBBAAABABAAAABBAB
AABAB ABBABBB
BAAABABAABABBABAABBA BBBABA
BBAAAB BBABABA
BABBBBBBA B
BAAB BABBBBBBABBABBA
A BABBBAAAABBABBABBAAB
BABABABBABBBABBBBAABABBBBBBBBABABABAAAAAAAABAAA B
BBABA AABBA
AAB ABB
BBAA BABABABBABABABAABAABAAABAAAABAAAAAABAAA
BABBABBAABABBAAAAABAAABAAABBABAABBBAAAAABAAABABABA BAAABABAABABABB
BBABBAAB BAAABABAABABABB
BABBBAABAABAAAABABBBBABABB BABABB
BBABABAABAABAA BBAABBAAAAAABAAABAAAAAAB
B AB
A BBB
A BAB
BAA BAABBABA
BAABBBABBBAAABABBAABABABBBBABBAABAAAAAABB A
AAAAA BBAB
BABAABBAABAAAAAAAB BBABABAABAAABAABA
BAB BABA
BBBBAABBAAAAAAAA A
AAABAA BBABAAABAABAAAAAABAA
BABABABAAAAABBA $
AAB ABAAABBABBBAABAABAAA
BABAA BABABABBAAAABBBBBBABAB
BB BABBBAAAABBBAABABAABBABBAB
BAA BABABABBABBBABBBBAABABBBBBBBBABABABAAAAAAAABAAAAA
BBABBBAABAAABBABAA BBABBAABAAABAAB
BAAABBABABABBAAAAAABBABBBBAAB AB
ABBAA AABBA
BBAAABABBBAA AB
$ BBB
B BABABBABBBB
BBABABAAABB BBABBAABAAAABAAABAABAAB
BAAABABAABABABBAA BBABBAABAA
ABBAAAB BBABAA
BBBBABBBABA BABBAAABBBBBAABABBABAAABAB
BAABAAAB BABBAAABBBAB
BABABAA BBBABAABBB
BAAAAAAAABAABAB AB
$ B
BAAABBA BAABAABABBAABBBBAABAABBBAABABB
BBABABAABAAABAAB BABABA
A BAAABBBAAAAAA
AAA BBBAAAA
ABAABB ABBAB
$ BABBBABBABABAAB
BB B
BAAABABAAAA $
BBABABAAAAA BABAABBAABAAA
BBABABAAABBA BBABAABAAA
BBABABAAAAAAA BABAABBAABAAAAA
BABBAA AA
BAAABABAAAA $
BA A
BABB BAAAAABBBBABAAABBABABBAABAAABBA
BBABBBBABABBABBAAABBAAABBBABABBBAB BAABAAABAAAB
BBABAAAAAAABAAABAA $
BABABABAAAAABBA $
BABABABAABB BAABBBA
BBABABAAAAAA BABAABBAABAAAA
BBABAAAAABAAAABAAAAABAAABAAAA $
AAAAAAAAAA BABABBBB
BBBBBB BABAB
BBB ABBBABBBABABAA
BBABABBBBBABBBBABAABBBABABABABAAAAAA BBABBAAAABAA
BAABBABAABBBB BBABB
AAB BABABB
BBABAAAABAABA BABABBBABBAAABBBBBBBBBBAAAAAAABAAA
$ BAA
ABAAABA BBABB
BAABA AABAA
B $
ABBBB BABBAABAABABBABBABBBBABAABABBBBABAABAABAA
ABBA BBAAB
BBABAAAABAAAABAA AABBAB
BBBAABAB BBBABAABBB
BAAAABAABABBBABB BAABBBBAABBBBAABAABBBBB
ABA ABBAABBBABABAB
BBABAABAABAABABAAAAAAABAAAAAAABAAAAAAABAA BABBABAABBABAAB
BABABBB $
BABABBABBABBBBBAA BABABABBABAABBABAB
BABABBABBBBB BB
BBABABAABAAAAAABAAAABAABAABBAAABAAABAAAAAAAAABAABAAAAAAABAAABAABAABAAAABAAAAAA BAABABABAAABAA
BABBBBAA BABAB
BAAABBBAAABAAB BBABBBBAB
BB BABBABABBBABBABBB
BABBBBAA BABAB
BABABBBBAAB BBBBABBBABBBBBABBABABAAA
BAAABABBAAABAAAAAABB BBBABAA
BBBBBBAAABA BABBABBABBBBB
AABB BBBBBBAAABAAA
BAAABABAAAAB BAAAABAAABBABBBBAABABBBBABAAABBBBBABBBBBBAABAABABAAA
BAABAABABBAABBBBAABAABBBAABABB BAAABBA
BABBABAA $
BBBABBBBBBA BA
BAAAAAABBBBABABB AAAAABABBABAABA
BA ABBAABBABAAA
BAAAAABABBBABAABBBB $
BBBA AAABAA
BAABBAABABABBAABABBAABAABA BABAABB
BAABBAABABBBABBBBBBABAAAAABAABABABBA BBABBAAABAABAAB
BABBBAAAABBABBABBAABB AB
BABABABAAAAABBA BB
BAABABBBABBBBBAABBBBBBBB BABABBBAA
BBABAAABAABAAAAAA AAA
AAABBAABBBABBABAB BABABABABBBBBBBBBABAABBA
BABBABBBBBBBABAAABABBABAABABBB $
BBABABAABAABAAAAAAB BBAAABBAAA
BABABABBAAAABBBBBBABAB BABAA
ABBBA AB
BBB BBBB
BABAABBAABA BBABABAAA
AAABB AAAAABAABABAABBBA
AAAAB BABABABAAAAABAB
BAAABABAABABABBAABA BBAB
BAABBBABBBAAABABBAABABABBBBABBAABAAAAAABBAA AAA
BBBABAB BAAABABBBABAABBAA
BBAAAB $
AAAB ABABAAA
BB B
AABBBAAB BA
A AABBBBBAABABAAAABBABABAA
BABABBBABBAAABBBBBBBBBBAAAAAAABAA BBABAAAABAAB
A BBBBAABBAAAAAAAA
BBBABB ABBBABBBABA
$ ABBBBBBAAAAB
BBBA ABBAAABBA
BAAAABABBB BAABAAAABBBB
BBAAAB $
BBAB AABAB
BABBBAABAABAAAABABBBBABABB BABABB
ABBBBAB BABBBBABBBBABBBBAAAA
BBABBAABAABAAB BAABA
BBBABBAAAB BBABAABAAABA
BBABAABAABA BBAAABB
BBBBAABBA ABAA
BABABBBABBAAABBBBBBBBBBAAAAAAABAA BBABAAAABAAB
ABAABBBBAAAA AAAA
ABBBBBBAAAAB AABAA
BAABA BAABAAABABABBAA
BABBABBAABABBAAAAABAAABAAABBABAABBBAAAAABAAABABABA BAAABABAABABABB
AAABAB AAABBBAA
AABBBA B
BA $
BBABBAB BAABAB
BABBBAAAABBABBABBAAB A
BABBBABAAAABABAABABABABAAABABA BBBAABAB
BBABAAAAAAAAAA ABBAB
ABA BABBABBB
AAAAABBAAABBAAAABB BBA
BABBAAABBBABB BAABAAABB
AAABBA BBABAA
BABBBAAB $
BABBBAABAA AA
AB A
BAABABBABAABAAAAB A
AB BBBBABBBABBBBBABBABA
BABABABAA BABBAABBBABBBAABAABBBBB
BAAAAAAABAAABBABAABABABAABBABB ABBAABBABBBABABABBABAA
BBAA B
AABBAAAB BAAAAAAAABAABABB
AABBBBAAAA ABA
AAB BAAABBBABABBA
ABBBBBABBA BBBABBBBBB
BAABA BBBBBBAAAB
BAAABABBBABAABBAABAA ABBBA
BAAAB BBBBA
BABBBAABA A
BAAABABAABABABBAABAA BBA
BABBAABBBABBBAABAABBBBBB BABABABAAB
ABBBBA BABB
BBBABABBBA BABABBABAABABB
A BAB
AABBBAAB BA
ABA BAAABBBABBAABAABABABABBBABABBAABBBBBBABBAAABABBAABBA
BABAABBBBBBABAABAABBBA BABBBBABBABBAA
A BAAABBBABBAABAABABABABBBABABBAABBBBBBABBAAABABBAAB
AABA BABBAAAAAABBABB
BBABAABAAABAAAB BBBABBAAABAAB
BBA BBABAABAABAAAAA
ABBBB BAABAAA
ABBABBABBBBAABBABBBAB AAB
A BAABBBABBBAAABABBAABABABBBBABBAABAAAAAABB
BBAABAA BABABABBABBBABBBBAABABBBBBBBBABABABAAAAAAAABA
BBABAABAABAABABAAAAAAABAAAAAAABAAAAAA $
B $
BABBBB BBBB
AAABA ABBAA
BAAABABBBBABBBBBBBBABBABBAA BAABBBAAABBAABABABAAAAAABAABABAABAB
BBBABA BAAAABBBBB
BBBB BBABA
BBABABAABAA ABBBAABBB
AABBABAABBBBAB BAABBBABABAAABBBABBAAABBB
BAABABABABAABAAAAABAAAAAABAABAAAA BABBAAAAA
BBAABAB BABABBAABBABAABBABABBBBBBBBAAABBBBAAABB
B BABABBABBBB
$ BBBABBBBB
BABBBBBABBAAABBABAAA BABA
BBBB BAAB
BABABB AA
A BABBBAAAABBABBABBAAB
BB BABABABBABABABAABAABAAABAAAABAAAAAABAAABAAAAABAAB
BBABBAABAAAAABAABAABAABAAAA BBABAABAABAABAAABA
BABBBAAAAAAAA BABBBAABA
BBBABAABBB ABABABB
BABBBABAAAABABAABABABABAAABA BBAA
AAAAABAABABAABBBAA AAABBA
BBABABAAABBAAA BAABABABABAABAABAAABAAABAABAAABAA
BBABBAABAABAAABAABAAAAABAAAABAAAABAAABA BBBABAAAABA
BAA BAABBBBBABBBABAABAB
BABABBBBBBAABBABB BABBA
BB B
BAAABBBABBAABAABABABABBBABABBAABBBBBBABBAAABABBAAB A
ABBA BAAABABBBBABBBBBBBBABBABBAAABA
BBAAABB BBABAABAABA
ABB ABABBABBA
BBABBAAABAABAABA BBABABBBBBABBBBABAABBBABABABABAAAAAAB
ABBBBAB BABBBBABBBBABBBBAAAA
BABBAABABBBABBAABBAAA BB
BAAAABB BABBBAAAABBBAABABAABBABBABA
BBABBAAABAAABAAAAABAABB BAABBBBABABABAAAABAABA
BABBABAABAB BAAAAABABB
BA BABBABBBBBBBABAAABABBABAABABBBBA
BBABABAAAAAAAA BABAABBAABAAAAAA
BABABAABABBAAAA BBBAAAAA
BABABAABABB BBBA
BABABABAABBBBA BABAAABABBBBABBABAA
BBBBBBAB BBBABABB
BB BBB
BABABB AA
BABBABAAB BAAAABABBAABAB
BBAAB BABABABBABABABAABAABAAABAAAABAAAAAABAAAB
BABBAB BBAABABAB
BBBBBBABBBAABBBBB BABBBBBA
BBBBAAABAAB BAAABABAB
BAABBABAABB BBA
BABBBAAAAAAAA BABBBAABA
BABBAABAABAABBBAAABAAAABBABABABBBABBBABBBABA BBABB
B BBBAB
BABABB BABBB
BBBA $
$ BAAAABAABBAABBABBABBAABBBBBBBABAABBABBBA
BABBBBBAABABABBAAB BABA
BBABAAB ABBAAABB
BABAAABABBBBABBA AAB
BBBBAABABA BBB
BAABABBA AAABBBAAB
BABABBBABBAAABBBBBBBBBBAAAAAAABAA BBABAAAABAAB
BBABABABAABAAABAABAABBAABAA BBABAAAAAAAAABAAABAAABAAA
BBBABABB BAAABABBBABAABBAAB
BAAABBBABBAABAABABABABBBABABBAABBBBBBABBAAABABBAAB A
BAAAAAABBBBAB AB
BBAABAA $
BABB ABBBBABAA
BBABABAAA BBAABA
BBBBBBAABAAB AAABAA
BAAABABAABABAB BBABBAA
AAABAA BAABABBABAABAAAABAABAA
BBBABAAA BAABBBBABABABAAAABA
ABBBABBBABA BBBABB
BAAABABAABABABBAAB BAAAAABBBBABBABABABBA
BABBBAAB BABBBAAAAAAA
BBBABAAB ABABA
BABABBBABBAAABBBBBBBBBBAAAAAAABAA BBABAAAABAAB
BABABAABBAABBBABAAABA BAB
BAAB AABA
BAAB BAABBABAABBAAABB
BAABBBBAABBBBAABAABBB BAAAABAABABBBA
BBBABABBBA BABABBABAABABB
ABBAAAA BBBABAA
BAABBBBABABABAAAABAA BBBABAAAA
BBABABAAABBAAA BAABABABABAABAABAAABAAABAABAAABAA
BBABABBBBBABBBBABAABBBABABABABAAAAAA BBABBAAAABAA
BA ABAABB
BABABBBABBAAABBBBBBBBBBAAAAAAABAAAAABABAB BBBABB
BBABBAABA AABBABABAAB
BBA BABBBABAAAABABAABABABABAAAB
ABBAABAABABB A
BAA BABABAB
BABBAABBABBAABA BAAAABB
B $
AABBBBAAAAB ABB
BBAABAAA BABABABBABBBABBBBAABABBBBBBBBABABABAAAAAAAABAA
BBBABBAAABAA BBABAABAAABAAA
ABBBB BBBAAABAABABABABABBAABAAAABAABAABAAAA
ABAAABBABBBAABAABAAA AAB
BAABAA BABABBAABBABABBB
B BB
BAAAABABBAAB BABBABA
ABBBBABBBAABBABB BAABABBABAABAAAABAABA
AABAABAA ABBAABBABBBABABABBABAABB
B $
BABBAAABBBAB BAABAAAB
B $
BBABBAABAAABAAABAABA BBAA
BAABBAAAAAAABBABBBAABABBBABABBBABAAAB AAABABB
BAAABBAABBAB BABABABBBBA
AABBABAABBBBAB BAABBBABABAAABBBABBAAABBB
BAAABABBBABAABBAAB BBBABABB
BABABBB BA
AB BABB
BBBBB BABA
BBBABBAAABAAABAA BBABAABAAABAAAB
BBBAAAAA BABABAABABBAAAA
BAAABABAABABABBA BABBABBAABABBAAAAABAAABAAABBABAABBBAAAAABAAABABABAA
BBBABABBBAA BABAAB
BABB BBAABAB
BABBAAABBB BAABAA
BBBABABBBA BABABBABAABABB
BBBABAAB ABABA
AABBAB BBABAAAABAAAABAA
BBA $
BBBBBA BBABBAABAAABA
BAA BAABA
$ B
BABABAABABBAAAAB BBBAAAAAB
BABABABBAAAAAABAAAAABAABAAAABAABA BBABABAABAAAAABAABAABAAABAAAABAABAA
AAABAABBABAAAAAAAAABBABABAB BBABBAAABAABAABAAAB
BAA BBABBAAABAAAA
BBAAABABB ABB
A BBBAAAAAB
$ BABBBABBABABAAB
BABBBAABA A
BAABBBABBBAAABABBAABABABBBBABBAABAAAAAABBAAAA BB
BAABA BBABBA
BABBAB AABB
BABBABBBABB BABABBBBBBAABBA
BABABBAABBABABBBB BABBBAAAAAAAAA
BABABAAA BBABABAAAAAAAAABA
ABBB BABABABABBBBBBBBBABAA
BABBABAABBABAA BBAABAB
BBABBAAAA BBABBABAABAAA
A BAAABABAAAAB
BA BABBBAABAABAAAABABBBBA
AB BBAAABAB
BAABBBABABAAABBBABBAAABBB AABBABAABBBBAB
AABBAAABAAB AABAAAAAABAABA
ABABBABBA BABAB
BBAAABAABA ABAABB
BBBABABB BAABBAA
BBABAABAA BBABABAAABB
ABA BBBB
BABB BBA
BAABAA BBBBBBAAABA
BABBBAABA BABBBAAAAAAAA
AABAAA BAABAA
BABBABABBBABBABBB BB
BABABBABBABBBBB BBBAAABAABBBBBBBAABABBBABBABBBAABBBBABBBAABBB
BBABABAABAAAAABAABAABAAABAAAABAABAAA BBABBAABAABAAABBAAAAB
AAAABAABA BAABBAA
ABAA BABABBB
BBABABAA AABAB
BABABAABBBABBABABA B
ABBAABAABABBBBB ABBB
BAAAABABBAABA BABBABAA
BAAAABAAABBABBBBAABABBBBABAAABBBBBABBBBBBAABAABA $
BBBAAABAABBBBBBBAABABBBABBABBBAABBBBABBBAABBBA BABABBABBABBBBBA
ABBBA BAABBBABAABBB
ABABBBABB AB
BAABBBBAABBBBAABAABBB BAAAABAABABBBA
BBABAAAABAAB BABABBBABBAAABBBBBBBBBBAAAAAAABAA
AB BABABAABBBABAB
BBA BBABBAAABAABAAAAAABAAAABA
A BAAB
BBBAAABB BBABABAABAABAAAAAABA
BABBBBBBAABBABABBBBAB BABABABAAAABA
B BB
BABABA ABBB
AABBABAABBBBA BAABBBABABAAABBBABBAAABB
BBABABBBBBBBABAAB BBBBAA
ABBBBABAA BABBBBABBBBABBBBAAAAAA
ABABBAAB BBABABAABAAAAABAABAABAAABAAAABAABAAAABAA
BBBBA ABBAABBBABABABA
BABAB BABBBBAA
BBAA BBABABAABAAABAABAAABAAABAAABAAAAAABAAABAAAA
AAB BABAAABABBBBABBA
AABAA BAABA
BBABBAAABAAABAAAAABAABBA BBABAABAABAABAABA
BBBABBBBB $
BBAABAB BAAAAABBBBABBABABABBAA
AABAABB B
AA AABBBBBAABABAAAABBAB
BABABBBBBAABAABABAABBBBAAAAABBABBABAAB BAABA
AA BAABBBABBBAAABABBAABABABBBBABBAABAAAAAABBA
A AB
BBBBAA BBBB
BABABABBABABABAABAABAAABAAAABAAAAAABA BB
BBA BA
BAAABABABABBAABAAABAAABAAA BABBAAAA
ABBBBABBBAABBABBABA BBAAABABBBA
ABBBBABAAABBBB BAABBAAAAAABAABAA
BBABAAAAABA BBAABAAAA
A BBB
ABBAABB BBAA
BAAAABABBB BAABAAAABBBB
BBBBBBAAAB BAABA
BABAABBAABAAAAA BBABABAAAAAAA
