33108
ABAABABA AAAAABBB
BABAAABBBBBABABBBB AAABBABAAABBABAAA
ABA ABAAAAABBBAAB
ABABABBAABBABAB AABAAAAAABAAAAABBBBBBBB
AAAA B
ABBABABBBAA $
AABAB ABABABA
ABBABBABAA AA
BABABABB BAA
ABBBAAB ABBAAABBBA
ABAB ABAAAAA
BAAA ABBAABBBB
ABBBAABA BA
BBBBABBABA BAAAABAAAAABBAABAA
B BAAAABABB
$ AB
ABA $
$ BAABBBBAABB
$ ABBA
BAAAB ABB
ABBABABBBAAAAAAAAA B
ABBAAABA BABBBB
AAABBB A
ABABABBBABABABB BAABAA
ABABABABA AAABAABBAAABAAAAABB
BBBB BB
ABAAAABAABBB B
BBBABABBBBBABB BABABAAABBBBBBBB
ABABAABAB B
BABAAA BABBBAAAABA
A BBBA
BAAAAABBAA ABAAB
ABBABBBBBBAB ABAA
BABBBAAABBAABAAB $
BAAB ABBAB
A AB
AAABAABAABABBBABBAAAABAB AAABAAABABAABB
A ABBBBBBBB
AAAA AA
ABABAABBBBB BAAAABAAAAABBAAAABBBBBBA
BBBBA BAABBAAAAABABBABBA
BAABBA AABABBBBA
BBBA AB
A BAABBAAB
ABABA ABB
ABAAAABAAABBBBB BAAAAAABBBBAABA
BAABBAABAAABBABB ABAABAAAB
BA AAAABABBBAAABAAAAAAAB
BBABBABBB ABA
$ AAAABBB
AB $
BA BBBAAAABAABB
ABAA A
ABAAA AA
AABAA BAAAABBBBABA
ABAB $
AABAAB AABB
BAABB BBBBBAAABBAABABBBAAAABBAAAAABB
ABAABBA ABBABBBBA
ABBABBBABBBABABBB ABBABAB
ABAAAABB AB
AABABA BAAAABAAAAABA
BA BBBBBABBBBAAAB
BBABB ABAB
BA AABB
A BAABAB
ABBA BAA
BA ABAABA
ABAA ABABBBBAABABABBABAA
BA AABABBAAAABBAAAAB
BABBBBBBBBB BAABB
ABAAA $
ABBAB ABB
BABBBABBBBBB ABBB
BAB A
ABAABABAA AA
BABABBABABBABAAABBABAAAB BAAAA
BAABBBBAABBABBBA AAAB
BABA BAABAAAAAAABABBBBBABABABB
AAABAAAABAB BAABAA
ABBABBABAAAA BAABABABBBBBB
BABA BAABAAAAAAABABBBBBABABABB
BAABBAAABBBBABBABBBA B
AB ABBAAABAA
BBB ABBBB
BABBBBBAAABBABBABAABAAABAAAB B
BAAAABBABBBABBBBAABBBBBAAABAAAB ABBABBBABBABBBB
AAAABB AB
BBAABBBAABAA BAABAA
BABAABBABAAAABBAAAAA AAAA
AABB ABBBBBABABABBABBBBBBA
AAABBAAABAAAA A
$ BAAABBAAAAB
BBBBBABBB ABBBB
ABBBA AB
AAAABBABBAAABAA ABAABAABBBBAB
AAABA BABAABAAABBAAAAABBBAB
ABBAAABA BAAABABAB
BBBABBBA AAABAAA
ABAABA B
BBBABBB ABBAABBBABBBAABBBB
ABB AABBA
AAABABB ABBABBAAA
BBABBBABAAAB ABBABA
B AAABAA
BABABBAAB BABAB
AAAAAB BABAB
ABBAA BAAB
BAB ABBAAABBBBBABBABA
AAABABBBAAABA BAABAB
AAAABAABAAA AAAAAAA
BA BABAA
AAABAAB ABBAABBBABABBAAA
BABAAABAABBBBBAABBAABBBBBBABBBBAAABAABABBAAAAA BAAAAAAABAAAABAA
BAABBA AABABBBBA
BB AB
BABBBAA AAA
ABBAAABAB AAA
ABBBAAABBAAAABBABAAAA $
AABBBBBAAAABBABAAABBBBBBAAAABA AB
BAABBAA BBAABBABAABAB
ABBAAABBBABB BABBBB
BABABBABABBABAB BAABBAAABBBBABB
AAABAA AABAA
ABBBAA BBA
BAABBBAAAAAB BBBAABAABBAAAA
AB $
A $
ABA ABBABBBBBBB
ABABBA BABAAAABBBBBAB
BAB AABBBAAAABBBAA
ABAAAA ABAAAAAAABAAABBB
AAAA BB
AAABBAABAAB ABAA
BABBBBBBBBBABBB BAAAAAA
ABABABBAABBABABBA AABAAAAAABAAAAABBBBBBBBBA
AB BBAB
B AB
ABBBBBBABBABBA AAAAA
A BABAABBBBBAABBBA
ABBBBB B
AAABABAABAAAAAABAAAAAB ABBAABAA
ABABAABBBB BA
BB BA
A AABAB
BAAAA ABBABBB
BAB A
AB AABABBBB
BAABAAAABAAAAAA ABAA
ABB BAAABBAAAA
AB A
BABABABBAAAABBBBBBAABB BBAABBABAABABA
ABAAAABBBBBA AAABABB
AABABB AABBA
AAA BAABBBAAAA
A AABABAABBA
BAABBAABA BBAABB
ABAAAABABBAA A
$ BABAABBABAAAABBA
ABBBAABABABBA ABA
ABBBBBBBBAAAABAAABAAAA AA
A AABBAA
ABA $
ABBB AB
ABBB AAA
ABBBAAAAABBB AAABBAAB
A ABBBB
ABBA AAAB
$ AABAABBBB
$ AABBABBABAB
BBBABBBAABBBBAABAA BABBBAABBAAAABBBAAAAAAAABBAAABAAA
ABBAAAAAABAABA ABAABBABAABABA
BAAAAABBB BBABB
ABBAABABBA BAABABABB
BB ABBBAA
BABABA BBABB
A $
BBBABBBBBAABB AABAB
BBAABABBBABAABBABBABAA ABA
BBAB AABABBBBAAAAAAAAABAABBBBBBBAA
A AABBB
BBA AAAAB
BAA ABAAB
B ABBABBB
AABBB AB
AAAABBAABAAB AAAAAB
BABABA B
$ BB
B ABABABBB
BAABABBBB BABAABAABABAAAB
ABAAAABAABB $
BBABAAAB ABBBAABBABBBA
BABABABBA BAABABA
BAABAABBBBB BAAAAAAAAA
A BAAAABAABBAA
BABAAAAAAAAAAAAB $
BBAB ABBBBABAABABBBB
BAAAB A
BBBBBBAB AABBB
BABABAABBBAAABAAAABAAABAA ABBAABA
BBAAA ABB
AA BABA
ABB AAB
AAAAAAABBABAA BAABBABABAAB
ABBAAABABBBBAAAAA AAB
ABABABBAB $
AAA BAAAAAAAABBAAABAABBBAAAABBBAA
BBB BAABAAAAAABABAABABBAA
AAA BAAAABAAAAABBAAAABBBBBBA
BABAAAABBBBBABB ABABBAB
$ AAAB
ABBAABABBBB ABBABAAAAABBAABB
AAAAAB AAABBABBBBBBAAABBBBBAA
AAAAABBBBAABABBAB A
ABAAABBABA $
AB BAAABBA
BBAA AABAABAA
BBAAAABBBA $
BBBBAA ABABBAA
AAAA AAAABAAB
ABBAAA BAABBAAAABBBBAA
AA BABABBAAAAABBBBBBAAAABBA
A ABBAAA
ABBA AB
$ BAAAABAABBA
BBBABBBAABBABA $
$ AAAABBBBBB
BABABBABABBABAAABBABAAABBB A
A AAAABAAA
$ BAABB
AA AAB
BBA ABA
ABAAAAB A
ABB BA
ABAAAAAAAAA AB
ABABAABB ABAABABBBBBABAAABBABBBBBBBB
BAABA $
BBB BAABAABA
AABABA BAABAABBBBBAABB
AAABABBBBBBBBAABAAAAAAABBBAB BAAB
$ BBBBBBBBA
BABAABAA ABAAAAAAABA
ABBAAABAB AAA
B BBBBBABBAA
ABAAABAABB BAABAABABAA
B BABAAAAAAABBAA
$ ABB
AB A
ABBAAA AAAAA
B BAABBBA
AAAAAABAB BBAAA
BBBBA AAABAB
ABBB ABAA
BBBAABABBB AABBABA
A BAAAA
AABA ABBABBBABA
ABBA BAABBB
BABAA AAABBA
ABBAAABABB AAAB
AA BAAABBAABAABBBABBBAAAAAA
AAAABABAA ABAAAABBB
AAABABBA $
BBBBA ABBABBBABBA
A ABBBB
AABA ABBAAABAA
$ BAAAAABBBBBABBAAAAABABAABAAA
BA BAABBB
AAAAA BAAB
ABAAAAAB BA
BABAB ABBAABABBABAAAAABBBB
$ AAABBABBBBBBAAABBBBAAB
BBAABB BAAAAA
BABAABBABABAABBAABBBBBAAABBAA ABBA
A ABAABABAAAAAABAAB
AAB A
$ AAB
BAABBAABAB BBAABBB
BBAABABBBABAABBABBABAAA ABAA
BBBB BA
BBBBBBBBABBAABBBBBBBBAABAB BBABBBABBBA
BAABBBBAABBAB BAABBABB
ABAA A
BBBAAAABAABBBBBAAA BABBBAAA
BA BBAABBBA
A ABBBABBA
BAABBBABBB B
ABBA BAA
ABAAB BAAAAABBAA
$ AAB
ABAAABBAA ABBAAABBBBBABBABABBAB
AAB AB
ABBBBBAAABBBBABBBBBBBBBBBBAAABBABB AABB
AAAAB AA
BAABBAAA BB
AABABAABBA BBAAAABBBA
ABBBAAAABBA ABBBAABBAAAAAABAAABBB
ABAAAAAAAA BAA
BBBBB A
AAA ABBAABBBAAABB
AAABB A
BAA AABAABB
ABAABB ABBABBBB
AAAABBBABABBBA AABAABBAAB
ABBBBBBBBA BBAA
AAAABBAABAAAAAAABBAB ABABB
ABABAAA ABBABBBB
ABBAABAABBAAABBBABBAA AABAB
BBAA ABBA
ABBBBBABBABBBABAB ABAAA
BBAA $
$ AAAABAABA
BAABAAAAA BBBA
AAABBAABBBA $
ABBBBBBABAABBAAAAABA B
AB AAAA
AAAAA AAAABAABA
BBBB BAABBAAAAABABBABB
AAABAA $
ABAAAA AAAA
BB ABB
BAABBA BABBAB
BBABAABBBAABBAAAAAA AA
$ ABAABB
AAAA ABAABAAAABBBA
A AABA
AABBAABBABBABAAA ABBBBAABBBBA
ABBBBBBAA ABBBBBBABB
A BABABABAABBBBBABBBABBABBAAABAABBBBBBB
AABABBBAB $
BABAB $
AAABBAAABAA AAAB
AB AA
BAAAAB $
A BABBBABABBABB
ABBBBBBAAAAABBBABABBBBBAAA BAABAABABAAB
BABABAAABBBBBBBB BBBABABBBBBABB
ABAABBAAAABBABBAABBBBAAABAAAABBA BAAAABAAAAABBA
AAA BAAAABABBBBABBB
BAABBAAABBBABAAAABBBBBBBBAAAABBABBABABABBB ABAA
BB AAAA
ABAAAAAABAAAAAAABAB AABBBBBAB
BBBABBBBBB ABBABBABAAA
ABBAABAAAABABABBABB BBAA
A BBABB
$ AABABAAABBBAABBAA
ABAAABAABB ABAABBABBBBBBAA
BAA BB
BAABAB $
ABAB ABBAAABBBB
BAABA BBAABBBAABA
ABBAB $
AB ABBABA
ABBBAA AAAABBAAA
AA BAAABA
BABAA $
ABBBBBBABBAA ABAAA
ABAA A
ABB BAABAABAAAB
BAA ABBBBABB
BAABBBAAABBB BA
A $
$ B
ABBBBBABAA AB
BB ABA
BBAABBAABBB A
AAA ABBA
B AAB
BBB ABB
BAABAAAAAAABABBBBBABABABBAA BABAAA
AABBAAAAB A
BA AAABABBBBBBBBAABAAAAAAABBB
ABAAAAAABAAAAAAAB AABBBBB
AAABABBBAAABABAB AAAB
ABBBAABBABBB $
BABAAA A
AAAAAAABBBAAAAABBBABBBA AAB
$ BAABBA
AA BABA
BAABBAAAAAAABAA BAABAABABAAABABB
AAABAB A
ABAABBAAAABBABBAABBBBAAABAAAABBAA BAAAABAAAAABBAA
$ AABBABBAABAB
AABBBAABB ABAABABBB
ABBABABBABBBBBAAABA ABABAB
BAAABABBBBAAB BABABBABB
AAABBAABAA ABBAAABAABBAABBB
BABB BAABA
B BAA
BAB A
BABABBABABBABAB BAABBAAABBBBABB
ABA ABBBAABABABBA
BA BAA
BABBBAAAAB BABAA
AAAABB AAAAAAAAABBABABBAABAABBAA
AABAABABAAAAABA BABBBBBABBBBBBAABBABA
AABA AB
$ BABBBAAABBAABAAB
ABBAAA BAAAABA
AABAB ABAABAAABABABA
BABABBBAAAB AB
$ ABBBAAB
B AABBAAAABAABABBA
BABBB $
AA BBBBAB
AAAAABBBBABB BABAAAAAB
ABABBA BBABABAABBA
BBA AB
A BBBA
AABAABBAABAAA AAAABBBABABBBAAAA
A ABBB
BABABBABABBABAB BAABBAAABBBBABB
BBABBB BABAAAABBAAAB
BABABBA BAB
AAABAABA AAA
$ AA
BBBBBBAA ABAABAAABBBB
B ABBBABB
BAAAAAAA AB
BAABABBABBBBAAB ABABAAAABBBABB
BAA BBABBBAAA
BAA BA
A ABA
$ ABABBBBAABABABBABAA
BBBA ABBABBBBBB
BA AAAAABA
ABAAAA ABAABB
BAABBA ABAAAAAAABAA
ABAABABAABBAA BAB
AAA BABABAAAABAAABAABBAAABA
ABBABABBBABABAABAA BBBABBBABABAAAB
BB BBABABABA
BAB AAAAAAABBA
ABBBB BA
ABBAAB ABBABAABA
B ABBBAABBABBB
BAABBAAAABAABBBABBABBBABBBB $
ABABBBB ABAAABAA
BABAAAABBBBBABBB ABABBABB
AAAAAB BBB
BAA $
$ BAABBAABAB
ABAAAAAAAABBABBBABB BABAA
BABBABABBBBBAAB B
ABBBB AB
AAA AAAAA
ABBBAAAABAB $
AAABAAB AAAABBAABABBABAB
$ BAABB
ABABBBABB AA
BB AB
AABA $
BAB AAA
BBBB AAA
BAAABAAAABBBAAA $
A BAABBAA
$ AB
B AABBAAAB
AAABAAABABA ABBBA
A ABB
$ BAAA
ABBBAAB AAB
B ABBBABAA
BAB AAAA
BAAAAAAAABBBABBBBBBBAABBABAAABAAAABB ABBBAAAB
AABAB ABBB
$ ABBBBBA
BBB BAABBAAAAABABBAB
BABAA AABBAABBABBAAAAABBAAABAB
BAAABAB AABB
ABAABBBBBBBBABABA AABABA
BABABABAAAB AB
BABA BAABAAA
$ BB
ABBAAB BB
ABABBBA ABABAA
ABB BA
$ BBBAB
BABA BBB
AAB ABBAAABABBBBAAAAA
B AAAAABBBBB
ABBABABBABABABBBBBAABBBBBBABABBB AABBBAAAABBBAA
ABB BAAABBAAAA
$ ABBBAABBBABBBAAA
ABBBABBBBBABBBBBBBBBBA AABBABA
ABAAAA ABBABBBABBBABABBBBBA
A AA
BAABABBBBBABABAABBBBB BBAAA
ABBBAABABABBABB ABABB
BAABAAB BABBAABBB
AAAABABBBAABABBAAAABB AABABAABBBABABBBBBBBB
BA ABBABAABBAAABABABBB
AAAABBBB BAAAAAA
BABABBAAAABBAABA AB
ABABA ABBB
AAAABAABAAAABAA AAAB
BBBABABBBBBABB BABABAAABBBBBBBB
AAAAAABABAABBBAAABBAB ABAAA
ABABBABB AAB
BBBBBABBBBAAAB BA
BA ABAAAAAAAA
ABAABABBBBBABAAABBABBBBBB ABABAA
B ABBBBB
$ ABBBBBAB
A BAAABAA
ABBBABBBBABBAAA BBBABBBBBBABA
AA $
AAABAAB $
AB ABAAABAABBBBA
BBABBBBB $
AAA BAABAABBB
BA BABBABBBBAABABA
BB BBB
B BAA
AABBA $
B BAAAABABA
A ABBBB
ABB $
$ BBBB
AAABBAAA AB
ABA $
AAABABAAAAAAABAB $
A BAB
BBBBB A
ABBAABAA ABBBABBAAA
ABAA BABBBAABBAAAABBBAAAAAAAABBAAABA
BAA ABAAAA
BABBAB $
BAABA ABAAABBABAA
AAB BA
$ ABAABBBBBBBABB
ABA $
ABAABBB BAAAAAB
ABAAAAAABB $
BAABAAAAAAAB AAAAA
BAA AABBBAABBAAAAABBBAAABBABBBBBAABBBBAAABBAABAB
ABBBABBBBAB ABABBBB
ABAAA $
AABAAAAAABAAAAABBBBBBBBB ABABABBAABBABABB
ABAABA BA
B BABB
A BBABBB
AAABB ABBBBBBBBAAAABAAABAAAAABAB
AAAAAB BBB
BBB BBAAAB
BBABBBBAAA BAABBBBBAABABBBBBAAAABBAABBBAAAABABABAABAAABB
ABA ABBAAABBB
BABABAABABAAABBBBAABABABBB BAABBA
AB BBBAA
ABAABAABBBABBBBBB BBBA
AAAABA AAAAA
BAB ABAABAB
ABB AA
AB A
ABB BBBBABBBABB
BABABAAABBA BAABAAAABABBB
A BA
$ BBAAABBA
$ BBBAAAABAA
ABAABAB BAB
A AAA
ABBABAAA AABA
BBABBABBABABBBA ABBBAABBAABBBABABBAAAABABAABABABBAAAA
BBBA BAABABBBB
BAAABAAABAAAAAB BAABBAAAAAAABBBBAAAABB
AAAAAAAABBAAABBAAABBAAAAABAAAABBABABAAB $
BABBBBAAA BABA
BAABABB AABBABAABBABBAABBBBBBAABB
BABBBB $
BAA B
ABAAB ABBABBB
AAAABAABBBBA ABAA
B A
BAABABBB $
ABBABAAA ABAABABABBABBBABBB
AAAABABBBAAABBBAB AABABA
BBBBAABBBBBA AAABABAABBBBBBAA
ABAAB BBABA
ABBBBA ABABBBB
AA ABBBBBBBBAAAABAAABAAAA
ABAABABAA $
AA BAAB
ABAB $
BAAAAAB BABAAAABAA
ABBBAB $
ABBBAAAAAABBAB ABAABBABAAABBBA
BABAAAAAAAAAAAAB AAA
AABBB AB
ABBABABBBAAABBBAAABBBBBABABAAABBB AAABABAAABABBBABAAAAA
ABB AAAAAAAABA
AAAAB ABBAA
ABABBA BAAAA
$ AAABBAABAABB
ABBAAAB BBAAA
ABAAABA B
AB BAB
ABAABAB BABABBABBBAABBAABBBBAABABBBABAAAA
AABB BAABBABABABABBA
ABB AA
BAABBBAABAABB ABBAAABAABBAA
AAAABAAAA B
AAABAAAABAB ABAABABAABBAABA
BBABBB BBB
ABBABABBBAAAAAAAAA B
ABABAABBBBAAAAB AAABABAABAAAAAABAAAAA
ABBABABB BBBAA
BABAABBBAAAAAABBAB AAAABAB
BAAB ABBAB
AB AA
ABAABAABBBAABBB AAAABBA
AAAABBA $
B AABABABBBABAAAA
BAA BA
ABBBABBABBAB BAA
AABA ABBBAABBBBBBABBABAB
BAB ABBBBB
ABBBBA BABB
BAABABA ABBABBBBBBA
BBBABABBBBBABBBB BBBABA
ABAAABBA AAA
ABAAB BAAAAABBAA
ABAAAAAAAA ABABABBB
AABBBAABBAAAAABBBAAABBABBBBBAABBBBAAABBAABABAA AABBAB
BA AAABBAABBBBAAABAAABAAABBBBAA
BAAAAABBA A
AAABAB AAAAB
ABAABABB ABBB
ABBABB AAABBBBBA
ABAAAABABBAA A
ABBBBBAA AAABB
AB AA
AAABAAAABBBBBAAAAB BAABABBABBBBAAB
BAAA ABBBABBABBAB
$ AABAAB
A AABAA
BABBAABBAAAB ABBABBBAA
ABABAB $
BAABBAABBBBA ABBABBBABBAB
BBB B
BAAAABAABBABAAABBAABA B
BAA BAAAAAAA
ABAABABABAABAAABAAABBBBBBAB $
BA BBBB
AABABBABAAAABBA BBAAA
BABABABABABAABAA AB
ABABABBBABABABBB BAABAAB
AA BA
AAAAAB AB
AB AABAABBBBBB
BABBB B
BAA BBBBBBABA
ABABAABBBBAAAABB AAB
B AABBABBAABABB
BABBAAAABBBBAABABBBAAAA ABBAABAB
$ BABBABABBBBBAA
$ A
AAAABB $
$ AB
BABAABBBBAA BAAB
ABAABABABAABAAABAAABBBBBBAB BA
A AA
ABAAAAAA BA
BABBBBAAAABABAB ABABBBBA
$ ABABBBBAABABABB
ABBBAABBBABBB $
AB BAAAB
BAA AA
$ A
AABBBAABBAAAAABBBAAABBABBBBBAABBBBAAABBAABABAAA AABBABA
AAAABBAA ABAABBABAABA
BABBBA ABBAAABBBBBABBABABBA
B AAAAAAA
AAAAB BAABBBAAABBBBBBBB
BBAAABBAAABBAABBBABABABABABABABB AB
ABAA ABBBBABAAAB
ABAA ABAAABB
ABBB B
AAABAAA A
AB B
A ABB
$ AAABBAAAA
B AABBBAA
BAAAABAABBAAA AA
BBABABBAABA ABBABABAAA
BAAAAABAAAABBAAAB BABAAAABAABBABABBA
ABBAABBBABBA ABAAAABA
ABAAB BAABBAA
ABBB B
ABBAABA AB
AAABAAB ABABA
ABAAB ABBABBB
BB AAAABBAAA
ABB BBBBBA
AB A
BAABAB BABAABB
BAAB ABBAB
AAB $
BAAA $
BBABABAAB ABAB
AAA BBBB
A BBAAAAAB
BBABABA AB
ABA ABBBBBBABB
AABAABB B
AB AAA
AA ABAABAAABBBBBBAA
AABAABBBAA BA
BABBBAAB AAAABA
AAAA ABBAA
BAABBABBB A
AAB $
ABBBBBBBB AB
ABBBBABBAA AAB
ABBBBBAABBBABAA ABBAAAB
BAB A
AA BAAB
AAAB AABABA
AAABAABA ABAAABBABAA
BBBBABBAAA ABAABAAABB
BA AAAAABBBB
AAAAAB BBB
AABBAB AAAA
ABBBB ABBAAA
BBAABB BAABBAABA
AB A
BBAABB BAABBAABA
$ BAABA
$ AAABAABB
BAAAABBABBBABBBBAABBBBBAAAB $
AAB AAABBABABBAA
BABAABABAAAABA BAABABBABBBBAAB
ABABAA ABBA
AA ABBABBBBBBBABBBA
ABBA ABAABABAAABAAABAB
BABBABAAABBBAAAAAABBAABAABA AB
AAAABAAB ABBAABBBABBAA
AAAAA BBBB
ABBABABA A
A BA
ABAABABAAABAAABABA ABBAA
ABBBAAB B
ABA BBA
AAAAAB ABABBB
AAAABAAB AAAA
AA $
B ABBABABBBAAAAAAAAA
A ABAA
AABBA AAAABBAB
BAABAA A
BAA ABBA
BAABABBABBBBA AAABAAAABBBBBAAA
BAABBB BA
AAABBAABAABBB ABBAAABAABBAABBBBBB
ABBABA A
$ A
BAABBBA BBAAABBA
AABABABBBABAAAAB BB
AAAABAABBBBAABAA BAABAAAAAABABAABABBAABB
ABAABAABBAABA BABBBBBBBBB
BABBABBBB BAABABABABABBB
AAB AA
AB BAAA
ABABABBBA AAAAAAA
ABBBBA BAABBAAABBBBABBAB
BABABBBB BABBBBAABABBA
ABBAAA BBBA
BBAAABBAAABBAABBBABABABABABABAB ABBAABBBAB
ABAABAB ABAABABBA
AB AA
BBB BAABAAAA
ABBABAABBAAA BA
BBAABAA BAAAAAAAA
ABAAAAAAABAA BABAABAAA
ABBABBB AAA
BBABB $
$ AABAABBAABAAABA
$ AAABAABA
BABBAABB AAABABABBB
AABABBB BAABAAAABABBBBBABA
$ AA
AB BBBBA
BAABBABABBBAAAAABBBABBBABA BABBBBBA
B BABBAB
AB ABABABAB
BBABAABB AAABABAABBBAAA
BABA BABBB
ABBBBBBAAAAABBBABABBBBBAAABABAA ABABBAA
BAAB BABBBAA
BABBABBB AAAABBAB
B $
AABBABAABBABBAABBBBBB ABABBBBBABB
BBA B
A $
AAA BAABAB
ABAABABBBBBABAAABBABBBBBBB ABABAAB
AABBBB ABB
BABBABABBAAAA AABBBB
BABAABA BAAA
ABBAAABAB AAA
BAA AAAAABBBBBAA
AAAA ABBABBBA
AB $
BBABAAAA BABAABABAAAAB
ABBABBBB BBAAAAABA
$ BBB
ABAAAB AABBBBB
ABAABABBBBBABAAABBABBBBBB ABABAA
AAAAAAAAABBABABBAABAA AABBABAA
ABBBBBBAABB AAAAABBBB
AAA ABAAAAABABABAAABAB
BBBBAA B
ABA ABAAAABBBBAB
AABBBAABBAAAAABBBAAABBABBBBBAABBBBAAABBAABAB BAA
B AAA
BBBBAA AB
BAABBBAA A
B ABBABAABBAA
ABAA AAA
$ BABAABBBAAAAAABB
ABBAAABABBBAA AAA
$ A
BB $
AAA BABABBABAAAAABBBAAABBBAABB
ABABBBBAABABABBABAA ABAA
ABA $
$ BBABABA
BB BABBBBAAABBABBBABAAB
AAA A
AAA ABAA
AAA BAB
$ AABBBABA
AABAAB ABBA
ABBAABA BABABAABBBAAABAAAABAAABAA
ABBBBAAB ABBBBBABAABB
AABBBABA ABABABABBBBAB
ABB $
AABABAAABBBAABBAAA A
BA AAAB
BAAABB ABAABABBB
BABBBB AAAAB
B $
BAAAB AAAAABB
BAABBABABBBAAAAABBBABBBABAA BABBBBBAA
BAAAABA B
AAA ABAABAAAABBB
BBB AAAAAB
AAABAAABBA A
BBB A
BAABBB AAABBAABBBAAA
$ ABAABAAAAABABBBABAABBBBBA
ABBA ABAABBA
$ AAABBAABBBA
AAABAA BBBB
AA AAAABBBAAABBBABBBAB
BBABABBBBAAAABAAABBBBBAABA ABAAAABABBAA
AB BB
AAB BAAAABAAAA
A ABBBBBA
AABABABBABBBBBBBB BAABBABA
BAABB A
BBA A
AABABBBBAAAAAAAAABAABBBBBBBAA BBAB
AABBBB AB
AA BABABAAAABAABAAA
BBABABBA BAABBABABBAAABBAA
BAABBBAAAB ABBBAA
BAB BBBBB
AABBBBBABAAA $
BAABAABBBBAA BAA
BAAAAABAAAAAAAAA A
AABA BBBABBAABB
ABBBAABBABBB B
AAA ABAA
BA BAA
BAAB BBBB
ABBBBABB ABA
BAAAAABBBBBABBAAAAABABAABA BAAA
ABBA BBAAABBAAABBAABBBABABABABABABABBBA
AAAAAB BBB
BABABBBAAABB ABB
BB BAABBAAAAABABBA
BAB BBA
ABAB $
AAAAABBAABBA ABBABAABBAAABABA
ABBAAAA BAABABBBA
ABB BBBBA
BAB A
AAA AABB
$ BAA
AAAA BAB
BAAAABAAAAAB ABAABBAAAABBABBAABBBBAAABAAAAB
ABAB ABBBBBA
BAABBB BA
ABABA BABAA
AAABABBBAAA A
AAAB A
ABBABBBBAABBABBAAA $
BBAAAAABBABAAABA $
A ABBBAAB
ABABABBB AAAAAA
B A
$ BAAAABABAAAAA
A $
ABAABAA ABBABBBBA
$ A
BAA B
B BAABBB
ABBBB BAABABBABBA
$ ABABAABA
ABABAB AAA
$ BB
BAAAAABAAB $
ABAABABAABBB ABBA
AABB ABBBBBB
AAAAABAB A
AA AAAA
ABABA A
ABAABAAA BABAABBAABA
BAA ABAAAAAAAA
AAAB A
ABAAA ABABBBABAABABAABBAABBBBBAABBBABABBBBBA
B BAAAABA
AA BAABBAA
$ AA
BBABBBABBAAAABBABBABABBABA ABAB
BABBAABBA BBBBBAAAAA
AABAB AB
B BABBABBBBAABAB
B BBAA
$ BABAAABAABAAAAABB
BAB A
AABA BAAAB
BBABBABBABABBB ABBBAA
AB A
BABABBABBA AAABABB
AAAA ABAAAA
ABABAA ABBBABBBB
$ AAAAABAABBBAA
AAAABA BBAABBBB
AAABBAABBBBAAABAAABAAABBBBAAA BAABA
AABABBBAABBAAA ABAAAABAABBBAABBBABBBBAABAA
AAA ABAAA
AAABABABBB AAAAAAABBAAAAAABAA
$ BABAAABAABBBBBAABBAABBBBBBABBBBAAABAABABBAAAAAABBBB
$ AA
AAAABAABA AAAAA
AAA BBABABA
AB ABBA
ABBA BABAB
BBB BAAABAABAAAAAABAB
BBAABBBA BA
A ABAA
BA AAAAAABBAB
AB A
BAABABB $
ABBABBABAAAAB BBBABBBBBBAB
AAAABBA A
A B
BB BAABABAB
BAABBABABBAAABBA AB
AAAAABABBBA BAABBBAAAAB
BABA BABAABABAAAAB
BABBBBBABBBBBBAABBAB AABAABABAAAAAB
ABBAAABA BABAAAABBAAAAAA
ABAA AABAAAABBABABABA
BAABA BABB
AAABBAB BAABAAAAAAABABBBBBABABABBAABBBBB
BBAABBABAAABABB AAABABABAA
ABABABBAABBABAB AABAAAAAABAAAAABBBBBBBB
$ BB
A $
BBAAABAAB ABBBBB
B ABB
BAABAAAABAAAA AB
ABBB AABBAAB
A $
BBBA BAABAAAAA
BAABBA $
ABBABAB $
B ABABAABAB
$ ABBBA
BAAAAABAABA B
AAAAABB BAABAAAAAAABBB
$ BAAA
AAAAABBBBBBAAAAABBABBA AAAA
BBABABBBBBBBBAABABBABBBBBBAABBBBBBABAAABAAAA BBAABA
BAABBBAAABBBBBBB AAAA
BAABBABAABAAAB BAABA
B BABB
B ABABAABAB
BBAAABB ABAAABA
ABBAAABABBBBBAAABBAABB $
BABBBBBABBBBBBAABB AABAABABAAAA
A $
BABABBA BBBBABBBB
ABBBBBBBB A
BABAAAABBBBBABBB ABABBABB
AABABBBBB BAABABB
BABBABABBBBBAA $
ABAABABA BBA
BAA ABBBAABBAB
BBAAB BABABAB
BAA B
ABBBB $
$ BBAAAAABA
AB AABBBA
BBABABAB AA
$ AA
AA BBBBAB
ABAAAABAABBBBBAABA AABABAAA
$ BABBBBBAAABBABBABAABAAABAAA
ABAABBBBBBBBA AA
AABBBBAAAAABAABBAAAAA BB
BAABBAAABBBABAAAABBBBBBBBAAAABBABBABABABBB ABAA
B ABBABABBBABABBABABBAAAABB
ABAA BABAABBABA
BAABAABBBBA BA
ABAAAABAABB $
AAAABBAABAABA B
BB BAB
BBAAA $
$ AABAAAABBAAABAAAA
BBAABBBAABA BAABA
BAA $
ABAB $
BAA ABBBBABB
BAAAAABAAAAAABABAAAA BBAAB
ABBBBABAA ABBABABBABABABBBBBAABBBBBBABABB
ABBBAAABBAABB ABBBB
BA AAAAAABBAB
