24676
BBBAABABB BBABABBBABBAABBBBABBAABBBABAABBAB
BBBABAAAABA BAA
ABAAAABBBAAB AAA
BBABAAABABAAB AABA
AABABBBBBBBBAAB ABBBBABAB
ABBAAB AB
BBAAB A
B ABABAAABBBAABAABBABA
ABAABBAABABBBBBB AAAAAB
BAABABAA ABBBBBBAAABB
ABAABBBABBBBBB AAABBBABABBBBBBBAAAABB
AAABBAABBBAABABAABABAAAAAAAAB ABBAA
ABAAAABABA B
ABBBBBBBBBBBAAAAA BABBAB
ABAABBA ABBBABAAABBBBABBABB
AAAABAABBA $
AABABABAAABABAA AAAAA
BABAB A
AABBBBBABB $
ABABAA AB
ABAABBBBAABAAAABBABABBAB AAAAABABABBBBBBABBB
BABABBBBBAAAAAA BBBAABB
AABAABAABAABBAABABBAAAABA A
$ AAAB
AABBABAAAAAA AAAABA
ABBBBAABAABBAB AAABBA
AB BABBABAABBBAAAAA
A AAAAAABABBAAB
BABAAABABBABBABABBBA AAABAABABABBABBBBB
ABAAA ABAAABAABBBBAAABBAAB
BABBBAAAB BAABABBAABAAAAAAAABB
AABBB A
A AAABBBAB
A ABBA
BAAAABBBBABAAABBABBBAABAAABAAAABAABBAABABAA AABBBBABABAAAB
ABBAABABBA BAAA
B AABAABABBABBABA
AAAAAABBA $
AAAAAAAAABBBABAAABABBAB BBBBBAA
ABBAAAABBBAAAABABABBBBBAAAAAAB AAABAAAAABBBB
BBABBBABBAABABA A
AAABAABABABBB BAAAAB
BAABBBAABBBAABABBABBABABBABBAAAB BBBABBABBBAB
BBABAAABBBBAAABAAAAAABB AAABAA
BBABABABABBABABABAA BAAAABBAAAAABABAABABBB
$ BABBB
ABAAAA BBABABAABBAAABA
AAAA BBBBA
BAAAAAA ABA
AAB BB
BAAABBABBAAABABBBBBAAAABBABB ABBB
BBBAABB AAABBABAAA
BBBA AAAAAABAAAAABAA
AABAB B
ABBAAABBBAAAAB AAABABABABABBBBBBBAAB
BBBB BBB
BAABABBAA ABBABAABA
AAABBBBBAAABB ABBBBAABAAAAABABAABBBBAB
BAAAAB BABBAA
ABABABAAABBBBABBABA AAAAABAAAABABBBABBBBABBBBAAAABA
AABBBAA AA
AAAAABBBB BA
BBBAAAAAABAABAAA BABAABABBABBAAAAA
ABA ABABABAAAABBBAABBBAAABABAA
BBBBBAABBBB BAAABAABABABBABABBBA
$ BBBAAAABAABABAAABAABBBBBBBBABAA
ABAABBAABABBBBBB AAAAAB
BBABABABAAAB AABABBBABBBABBBBBAAA
ABBAAABBABBBA ABAAAABB
BBAAA BAABBBBABBBBBBAABBBAAABBBABAA
ABABAABABBBABA B
BABBBB ABABBAABAAABAABABBABAAAABA
AAAA BB
BBAAAAA AAB
AAAABAABBBBAABAABAAAAAAAAAA BBB
BBA ABBAAA
BABBAA ABBBBBBAAAAABBABBABB
AABAAAABBB AABA
AABAAAAAABBABBBBABBABAABBBAABAABAAAAAAA AABB
BBAAA AAB
AAAA BA
ABAABAAAA AAB
BABAAABBBAABAABBBBBABAAABAABA A
ABBAB ABABBBAABBAAABAABA
BABABABAA BAAAABA
ABABBBABAAABABABBABBAAAABAB ABBAAABBABAABB
ABAAABBB BA
AAAAAABBA BABAA
ABBBAAAABABABBABABABBBBABBBBBBBABB A
ABB ABBAABABAB
AAAAABAABAAAABBABBBAAAAAABABAAB ABBAB
BAAABBABBAAABABBBBBAAAABBABB ABBAAAAAABBABAAAAAAAAB
AA AABBBA
AAA ABBA
ABAB ABAABA
BABA ABBBBBAAA
AAAAAABAABAAB BABABABBBAA
ABAAA ABABABAAAABBBAABBBAAABABAAAA
AAAAAAAABABBBBBBA BBAAAAABAA
ABAAB ABBBAABABA
ABAAAABB BBBBAABABBABBBABBAAABBABAABBB
BAAAAA AAABBABAAAAAA
ABBBABBBBA AAABABA
AAABAABBBABBAB BBA
ABAABBAAA BABAABB
AAAA BA
ABAAA BAABA
ABBAABBBABBBBABAAA $
AA AAABBBBBABBB
BBAAAAAABABBA BBBABBBBBBBBBBBAABAABABBABBABAAABBBBBAAABABAAA
ABBABB BBBBBBBAAABAAAAAABAAB
AAABBBBABBBBABAAAA $
AAAAB ABAAAABABAAABABBAB
ABBBB ABBBBBBBAB
ABBBAB AAAAAAAB
AAABBBABAABB ABAAB
AAABBBABABABBAABABAA ABBABABA
BBBBBBBBBABBBBAABB ABBBAA
AABBAABBABABABBBABBB BABB
ABBAABABBA BAAABABAAAABBAABABAABA
ABBBAAABBBBBBBAAAAAAABAAAABBBABBAB BABABAABAABBABABBBBBABAABB
AA BAABABABAAAB
B BBABA
B ABAABBABBABAAAABBA
AAAAABAABBAAAABABAAABABBABABABABBAABBA $
AAABABBBABBABBAAA BAAABBAB
ABBBBAAA A
AAAAAB BBBAABABABABBBAABABAABBBB
$ BBBABBAABBA
BABABABBAABAABBBBBB AABBABBABAABAA
AABBBBB AA
ABAAABA BABB
ABBAABABB ABB
AAABAABBABAAAAABBBAABBBBBAAA AABAABABABBA
AAABAAABBBAAABAABAAB BABAAABBBA
BAAABABBABAAA ABAABBBBABBBA
AAAAABAAAABABBBABBBBABBBBAAA ABABABAAABBBBABB
AABABAAAABABAAAAAABBBBABAAAABA ABBBAAABABAAAABBAAAAAABAAABABAAAABBAABBABB
ABBBBAAAABBAAABBABABBBA AAABBBABAAB
ABABAAA BBABAAB
ABBAAAAABBABBAAAABABAAA AABBAAABABBAAAAAABABBBAAAABAAAABABAABB
BAABB BAABBAAA
ABBAB BAABBBBBBABB
ABAAAABBBAABBB AAABB
AAAB AABAABB
AAAABAAA BAABABABBABABABABA
$ AB
A BBAABBBA
AA BBAB
BAAAAABAAABABBAABBABBBBBABA ABA
B BAAB
ABABABAAABBBBABBABA AAAAABAAAABABBBABBBBABBBBAAAABA
AAAB ABABAAABA
BBABBABBBA B
ABBBBBA AAAABBB
BAAABBBABBABBAAAAA ABBBBAABBAAAA
ABA AB
BBBABBAABBAA BBA
ABB ABBBBABAABAABABABAABBAB
ABAAAAABBAAAABBBBBAABBB ABBAA
AABBAABAA ABAAA
AABBBAABA AABA
BBBABABAAABBAAABAAAAABABBBABAAA ABBBBBBABAAABABABA
ABB ABBAABAB
ABABABAAAABBBAABBBAAABABAAAA ABAAA
$ AAABBBBBBAAAAAAABAA
BBBBBABBA BABBAABBBBABABABB
BBA ABBAABBBBAAABABAAABABBBBBBAAAAB
A AABAA
ABBBBBBB AABAAAAAABBABBBBABBABAABBBAABAABAAAAA
BBAABAABBBABABBAAA BABAABAAABAAABB
BBAABAAA AABAAAAABB
ABABABBBBAABBB AABBBABBBBAAABABAAA
B BABBABABAAA
$ BABBABBBABBABBAAAABABBAB
BBAA ABBB
A AAAABBBBA
AAAA BA
ABAA ABBAABAAAABABAAAAAABA
$ ABAAABAABAAABBAABBBBBBAABA
BABABBBAA BAABBA
AAA ABBBB
AAABABAAABBAB AABAA
BAABB AAAABAA
ABBBBAAAABBABAAABBBBABABBBBABAA BBAA
AAAAABABBBA ABBBAAAAAABA
AA AABBBAA
BBBABAAABAA ABBBBBBAABBB
A $
ABABAABABBAABBAA B
ABAABBAAA BAABBAA
BBAB ABBBABBBBAAAA
AABAA AAAAABBBBAA
BBABBABBBABA BBA
BAABABBABABAABB ABBBAAABBBBABABBBBBAABBB
$ A
ABAABBABA AAAABBBBABAAAAABAABBAABB
AAAAABBABBBAB A
BABBBAAABA BABBBBAABB
AAABB ABAABABA
AAABABAA ABBBBBBAAB
BAB AA
BAAAA AAAAABBABAAAAAABBABBABBABABAABBAAAAABBABBA
ABABBBAABBAAABAABABBA ABAAAAABABABABAABBAABAABBA
AAAAABBBBBBAABBBAABBBAABAABABBBAABBBBABABBAA ABABAAAAAAAABAAABBABBBABABBBBAAAAA
BAABABBABABAAB ABBBAAABBBBABABBBBBAABB
AAAAABAABAAABAAAABB A
BBBBA AAABAABABAABBBAABAAABAAABAABBBBBABBBBBAAABBAABAB
BAA ABBBBBA
BBAAB AB
ABBABBAAABBAAB AAAAABBAABABBBB
ABAAB ABAABABAAAABBA
AAAABAAAAAAABBBBAAAABAABBB A
ABBABABBBBAA ABBABABBABBBBBABABB
ABBBBBBAABBBAAABBBAAAABAAABBBAAB $
AB BBBAABBAAB
ABAAAABBBBBA BAABABBBBBAABAAB
BABABAAAA AAAAAAABABABBBBBBAABABABBABAB
ABBBA BBBA
B BAAABABAAABBBABA
ABBAA AABAAAABBAA
A AABAABBBA
AABAAABBBAA ABAABAABA
ABBAABB BABBBBBBABABBA
ABABABBBBAABBB AABABABBAABBBAABABBAAAAABAAA
BBAAAAABABBBBABAAABA ABBBBAABBAAA
BBAABA BABAABBBBBBBBAAABB
$ ABBBAAAAAAB
BAABABBB AAAA
AAABBB BBBBAABABBABBBABBAAABBABAABBBAA
AAAAAAAAB ABA
BAABABBABABAABB ABBBABBBABBAA
ABAAA BBABABBABAABBABBABBAAABBBABABB
BBBABAABAABBBBBBAAAABAAAABA ABBBAAAABABABBABABABBBBABBBBBBBABBAAA
AABBBABBBBAABBBABBAAABBAAAABAABB BABABABABB
BAAA ABBBBBAA
$ AABBAAAABAA
ABAB ABAABA
ABBAB BAABBBBBBABB
A ABB
BAABBBABBABABABBBBBBBB BAA
ABBA AAA
AAABABABABABBBBBBB ABBAAABBBAA
BAA $
AAAABABBABAB ABAABBAAABBABBB
A BBBABBBAAAAB
ABBBAABAABAAABABBABB BAAAABBBBAAABA
$ AAABBBABABAAAABBAAA
A ABBBABABAAA
BBBAAABAABAB AAA
BBAB $
AAAABABBAB B
BBA $
ABA B
BABBABAA AAA
AAAABAABAAABABAAAAAABAB B
BAAABBBBABBAABBBB AAB
BAAABBAAB AABBABBABAAB
AA ABAAB
AABAABAABBBA AAAAB
ABABABAAAAABAABBB ABABBAA
AAAAAAB AAAAAA
BAABBBBBAAAABAABAABAABABAAAAAABAA AAAABBBABABAABB
AABBAAB ABA
BAABBBBBAAAABAABAABAABABAAAAAABAAB BABBAABBB
BBB ABABBBABBAABABBBBAAAAA
ABBAB BA
AA BABBBA
AAABBAAABBA ABAAABBAAAAABAAAABAAABBBAABBAABA
ABAAAAAB $
ABBBABBB AABABBB
BBAA ABBA
BBB ABBBBABBBAABABABAB
AABAAAAABAAA ABAAABA
ABBABB BAABBBBBBABBB
AAABAABBB BAB
ABBAABBBABAABAAAA BABBB
B BAABAAAAAB
ABBAABABABBABBAAAAABA ABBBBB
AA ABBA
ABBAABAAA BAABBBABBAABAAAABAAABB
BAABBAABABBAAAABBB ABBAABABBB
AAA BAABAAAABBBAB
AABAABBAABABBABABAABBBBA AAAA
ABAABABAAABABBBAAB BAABB
BABBB AA
AA AABAABBA
BBBA ABAAAA
AA BAAABBBBABBAABBB
BAABABB BAABBBBBAAABABBBB
BA $
ABBABABABABBABBAAAAAB AA
AA ABABABAAAABBBAABBBAAABABAAAAABA
BAAAAABAAABABBAABBABBBBBABAA ABABBAABAAABAABABBABAAAABAB
BBAABABBA AAAB
AABABBBB BBAAAABBBA
AABBAB AABBBAABBB
ABBAABAB ABAB
BBABAAAB AB
B AABBA
$ ABABABBBA
AAABAA BBAABABBBBAAAABAAB
ABBAB $
BBBABAABAABBAABBABBB ABABABBBA
AABAABBB BABAAAAAA
BABABBABABAAAABABABBAABA ABBABABBBABAB
BABB ABAB
ABABABBBAABAAB AAAAAAABBAAAABBBAAABBAABAABAABBBABAAAABBAAAAA
AABBAAB BBAABAB
AABBABBABAABA BAAABBAABA
ABAAB AAABBBABAABB
AAABBABAABBABA BA
AABBAAA BBBBBBABAAABAA
BBAA BA
A AAAB
ABBBABAABABBABABBB BA
BABBBB AAABA
BA A
ABBBBBBBBAAABAABBAABAA AABBABAABB
BB BAABB
ABBBBBBABBB ABBABABBBAABBAA
ABAABBBAABAABA ABBAB
BBBABBABB ABAA
BAABBAA ABBBBBAAAAABABBABAAABBBAA
AABBAAABAAAABAAAABBAB BAABBBBBBABBBABBAAB
AABABBB BAABBBABBABABABBBBBBBB
AAABABA AABBAB
AABBAABAABAAAAABBAABABABBAB ABBABBBBAABBBAAA
BAAABAABB A
ABAAABBABBABBBABBBA AABB
BAABA BABAABABBABBBABBB
AB $
BBBAABABABABBBAABABAABBBBAAA $
ABAAABAABABBABABBABB BBBBAA
BBAABBABAABBBABB BBBAA
BAABBBBABBBBBBAABBBAAABBBAB BBA
AABBAAB ABA
AAABA ABABAAABAA
BAABBBBBAABBBABBBBBA A
AAAAABBABAAAAAABBABBABBABABAABBAAAAABBABBABBA BAAAABBA
BBAAABABAA AABBABBBABAAABBABBB
ABBABB AABAA
ABBAABBAAABA BABBBAA
BAABBBABBABABABBBBB BBABBAABA
BAAAABBABAAAABABBABABBBBAABA A
BAABBAABB $
$ AABBBAAABBA
AAAAAAABBABABABBBBBAAAAABAABBBB ABBBBBBABABBBAAAABBBA
AAAAA AAAAABAB
AAABBBB BABA
ABB AAABAABBBABABABAB
ABBA ABBBBBB
AABBB BBABBABBA
BAABBA AAABBBABAABABBBBBB
A BAABABBBBBBA
B ABBABBA
BABA ABAAAA
BBAAABAABBAB AABBBABBBBAAABABAAA
BBAABBBAAA ABAAAAAA
BBAABABBA AAAB
$ ABAAABAAAAAAAAAAAAABBBBAAAAAABBBABAAAAABBBBAABABAABAABBBB
BBBA AAABBAAABAABBBA
BAAABABAAABBBABA B
A AABBAABAA
AAABBBABABAAAABBAAAA BAAABB
ABAAAAA ABBAABABB
AAAABAAAAABBAB BAABABBBBB
BBAABAABBBABABBAAA BABAABAAABAAABB
BABABAABAABBABABBBBBABAABBAA A
ABAAABAABBABBBAB AA
BABABBAABAABBBBA AAABBAABAABBAABAABBAAAAA
ABAABAABBB ABBBBAAAABBABAAABBBBABABBBBABAABB
ABBAABA $
ABAABAABAABABAAABABAABAAAABBABBAAAAABABBABAB AABBBAAB
ABBBBABABBAABBAA AAABAAAAAAAABBBBAABBABABA
AAABAABB BB
BAABBBABABAABBAABABABA ABBABAAABA
BABBBAABAAABAB BAAAAA
ABABABBABBBABABAA BABABABAAAB
BA ABBBBAABBAAAABABAB
BBABBBBBAABBBABABABBBBAAABBBABAAAAA AA
AAA B
$ ABAABBAAAAABABBBABABBBBB
BABABABAAAABBABABBBBAAAAAAAAABABAAABAAAAABAAABAAB BBB
ABAABBABBABAAAABBA AABABAAAABA
AB BBAABB
ABB A
ABBAABABABA AAAABABABBA
ABA BAA
AABA AB
BAAAA BAABABAA
ABB ABAAAABABABBBBABBBAAB
ABAABBABA ABBBABAAABBBBABBABBBA
ABAABBABAAABBBBABBBAAABABAABAB B
AABBAABABBAB AABAAAB
BAAABAAAA AABBAA
ABBBBBBBAABAAABAAAABBA ABBAAABBA
AAA AABAABBAABABBABABAABBBB
BABABBABBBABA BBBAABBBABAAB
$ BAA
AABAABBB AAABB
ABAA ABA
AABB BAAABBBBABBAABBBBB
BBAA AAAB
$ AAABBBBBAAABBBB
BAAB B
B AAAABAABBBABAABABAABABBBBBA
ABB BBAAAA
AA ABAABABAAAAABABABAABBBBBAABAAAB
BBAA AABBBBB
AAABAABBABAAAAABBBAABBBBBAAABB ABAABAABBBB
BABAB ABBBAABAAA
BBABB ABBBABABAA
AABABBABBB BAAB
ABABB $
AABBBBBAA $
BBBABABA B
BABBB AAABBA
BAABAABBAABABABABAAABBB B
AABA ABBABA
AABABAAAAB ABAABBABBABAAAABB
$ AABA
BABBABBBBABB BABAAAABBAB
AABBAABAB ABBB
ABBAAABBABAABBB ABBABA
AAABBBAAB AAAAAAABAAABBAABBB
BBAAAB AAAABABAB
BABB AAABAABBAAAAA
AAB BB
AAAABBAABAABAAABAAAAAB A
B BABABBAAABABBBB
A AAAABBBBA
AABBBABABBBBAABBBBBAABBB ABBAAAAAABBABAAAAAAA
AAABABBBBA BAABAB
BBBABABAAB BA
AAABAABAAAABBAAA BBAABA
AAAB AAAABBABA
AAAAAAB AABA
AAABBABBAABABAABBBBBBBBBABAAA BAAAAAAB
AB BAAAAA
BABABAAABBBBB AAABAAAABBAABBBAAB
ABBBAAAABA BA
ABABBBABA ABBBBAABAAA
AAABBBBBB ABABABBBBAABABABAAABBBAA
BAABAAA ABABABAAAAABAABBBBBA
BABBA BBB
AABAABBBABAA AAABBABAA
AAAAABBAAAAABAAAAABABBAAAB AABBABAAAAAA
ABAAAABBA $
ABB AAAAAAAAAABBAA
BAABABBABABAABBBBA ABBBAABAABBAAAAAABBBA
AAABBABAAA BBBAABB
ABBBBBBAAAB $
AAAAABABBBABA ABAABBABBABAAAABBAB
AAAAABBAAA BAABAAAABBBAB
AAABBBBBABBB AA
A AAAAAABAABBBBB
ABB BBBABBB
AABBBAABBB $
BA ABAABBB
B AAAABABBAB
ABBAAAAAAABABABBBAABBAB B
ABB AABAAAABABABAAABABABBABB
BBAABAABABBBABB $
ABABAABAABB AABAAAAAAABAAABA
BBBBBBBAAABAAAAAABAA ABBAB
ABAAAAABBBBBBBAABBBABBBBBBB BABABBBABB
AAAABAAAAAAABBBBAAAABAABBB A
A BABBBA
B ABABA
ABAAB ABBBAABABA
A BAABAB
AAAABAABBBABAABABAABABBBBBAB AABB
BAABBBB BBA
ABAAABAA ABBA
AAAAAA ABBB
ABAAABAA AABBAB
ABBBBBBBAABAAABAAAA ABBAAA
ABABBB BBBABBBBABBBAAAAAAABB
AAABABAAA ABBBAABAABAAABABB
BAABABBBABBBAABBBABB BAAAABBA
AAABBABAAAAA AAABABAA
B ABB
BA ABBAAABBBB
ABBA A
BBBABAABBBBAAABA BAA
ABABAAAAAAAABAAABBABBBABABBBBAAAA AAAAABBBBBBAABBBAABBBAABAABABBBAABBBBABABBA
AABABAAB AAABBAB
AA AB
BAABBAABABBAAAABB ABBAABABB
ABBABAABBAAAABAABBBABBA BAAABABBABBAB
AAABBBBBAAB AA
AAABBABBAABABABB AABAABA
BAAABABBBBAABB ABA
ABBBBAAAAAAABBABAABAABAAB AAAAABB
AA ABBABB
ABAAB ABBAAAAAAABBAB
ABBBAB AABAB
AAAAABBABAAAABBB BABABABAAABB
AABAABBBA AAABBA
BBABA BBAAAAABABBBBABAAABAA
AAA ABAAAABABAAABABB
BBAA ABAABBBBAAABABAABABB
AAAABBBBABAAAAABAABBAABB ABAABBABA
AABABAAAAAAAABBBBABAABBA AABBAA
BAAABABBAABABBAABBBBAABBBBAAAAA AAA
BAA ABAA
ABAAAAB BAABAAB
AA BAAABBBBABBAABBB
B ABA
ABBBAB AABAB
$ ABBB
$ BABBBBBBB
BAA AAAAAAABABABBBBBBAABABABBABABAABB
AAABB AABBBB
BABABBBA ABAAAAABBBBBBBAABBBABBBBB
B $
BABBAABBBABABABBAAABB BB
ABABABAAAABBBAABBBAAABABAAAA ABAAA
AABB BAAABAA
AABAA AB
AABBBBB AA
A BABAB
AAA ABAAAABBA
AB BBABBABBBABA
ABABABAAAAABAABBBBB BAABAA
AAABBAABABBABA ABBBAABAABAAABA
BB AAABBABBAAAABBABBAAB
BABBBBAABB BABBBAAABA
ABBAABABB AAABBBB
A BAABBBBABAABBB
AABAB ABBBAB
BAAABBBBBBBABAAAABAAAB BAA
BB B
AAAAAABBAABABBBBBBBABBBABBBAAABABABA AAABBABAABBABABAA
AAA ABBBAABBABABBAAABAABABABABBABA
AAAAABAAB AAABAABABA
ABBBAAAABAA BAA
ABAABBABBBBAAABBBBBABAAAAABBAAAABAAABBAAABBBABBBABAABBAAAABBBBA AABABBBBA
ABAABBABBABAAAABBA AABABAAAABA
ABABABBBBAABABABAAABBB $
AAAAAAABBABABABBBBBAAAAABAABBBBA AABBBBAA
A BAABBBABBABABABBBBBBBBAAA
$ B
AA AABABAAAABABB
AABAABB AB
BAABBAAAAB BAAABABBAAAA
AABBBABA AAAAAABBABAB
BAABA ABABBAABBAA
BBAAB AABBA
AAAABA AABBABAAAAAA
BAA BA
B ABAABBBA
BABABBBAAA $
BAB $
BABABABAAAABBABABBBBAAAAAAAAABABAAABAAAAABAAABAABBA AAABABB
ABAAAAABBBBBBBAABBBABBBBBBBB BABABBBABBB
BBBBBBABBAA AABAAAAAAABAAB
AABBABBBBABABAB ABBABAAABAAAA
ABBBBBB $
ABBBBBBABAAABABA BA
ABAABBABBABAAAABB AABABAAAAB
B AB
ABAABBBABBBBBBBB ABBAB
BBBA $
AAABBABBBABAB $
ABAAAAABBAAAABBBBBAABBB ABBAA
AAABAAAAAB BAABBBBBABB
A $
BBAB BABBABAB
AAB AA
AAABBBABAAB ABBBBAAAABBAAABBABABBBA
BAA ABABABBBBAABBBABA
ABABAA BABAABBAAABAABABAAB
BAAB ABAA
ABBABAAABABAABBBAABABBA BB
ABB BBA
ABABBBAB ABABBA
ABBABBABAABBBB BBB
BABBABB BABABAABBBAABB
ABAABBABABBBA AAABBABBABABAABAAABABAAAABAAABABBAABABAAAAABBABAAABB
AAAB BABBABAABABA
ABBAABABBA ABABABBBABAAAABB
B ABABB
BAAABABBA AA
AABBB $
BABBBBBBBAABBAAABAABBAA AABAAABABABBBBABBBBBBABA
BABABBAAAB AAABBABBAABABAABBBBBBBBBAB
AAABAABABBB BBBBBAAABBABBBBBAAAABAAAAAAABABBABAABBABBAABBBA
AAB AAABABABBABBAA
AAABABAAAABBA AB
ABAAAABABABBBBABBB BAAABAAABBABAAA
ABABBBAAABBBAAAAAABBB AABA
$ A
AAAABAABAABAAAABBAAAAAAAAA AABABAABABA
BAAB AABABBABBB
ABABAABBBBBBABBAABABB $
BABB AB
ABBAAABBAAABA BAAAABABBAB
ABBBABAAABBBBABBABBBABAB AAABAABAAAABBAAABB
BBAABBBAAB AAAABBBABAAA
ABAAB $
AAABA ABBABAAABAAAAB
BBBB AB
ABABABBAA BBAB
$ ABBABABAAABBABBABAABBB
BABA BAAAAB
ABABAB BABAAAAAB
AABB $
AABABBBAAAABA ABBAABABABBBBAA
BAABBBBABBBBBBAABBBAAABBBABAAAB ABB
BAAAABBABAAAABABBABABBBBAABA BBBABBBBBBA
B AAA
AABABBABBBBAAA AABB
AABBAABAB $
ABBBAABABABB ABBBBBBABAAABBAABABABABBBBBAA
BBBABABAABB BABB
BBABBBAA AABAAABABABBBBABBBBBBABAB
B AAAABAABAAABABAAAAAABAB
BABBABAAB BABAAABAAABBBBBBBAAAABBAABABABABABBAAAABABABAAAAABBBBAAABBB
BABBBBBABAABBBABBBABBBABBB AAABAAB
BBBABB ABA
BABAABBABABBB ABABABBABBABAABA
ABAABABAAAABBAAABB ABAABAABB
ABAAABBAAAAABAAAABAAABBBAABBAABAAA AABBAAAABABA
AAABAABABABBABBBBB BABAAABABBABBABABBBA
AAABAAAAAAAABBBBAABBABABAAABAA ABAABBBBBABAA
A BAABABBAABABBBBB
AAABAABABABBABBBBBBAB $
$ A
AAB BBBABBBBBBAA
AA BABABBBAAABAABBBBBABBABAAAAABABAABABBBAB
BAAAABBABAAAABABBABABBBBAABA BBBABBBBBBA
BAABABA AAAA
BABBAB BBBB
BBBABBAABABBBBAAB BAAAAA
ABAABBABBABA AAAB
ABBABAAABAAAAA ABBABBABBBBBAAB
AB AABBABABBBAAAABBBAAAAABA
BBAAAB BBAAAABAA
AAAABAA BAABABABBABABABAB
AAAAABABB ABBBAAAAAA
$ ABAAAAABA
BABAA BA
BAABBA AAAAAAABA
ABBABABBABAAAB AAAAAAAABAAABBAB
ABBBBAABAAAAABABAABBBBA AAABBBBBAAAB
A BABBABBBBAA
$ AAA
A ABA
AA BAAAAABBABABBBABABBA
BBAAAAAABAAAABBABBB BBAABBABAABBBABB
ABAABBABBABAAAABB AABABAAAAB
AABBABBAAABAAAB ABBBAAA
B BABBB
BA ABBABAAABAAAABBAAA
AAABBBBBABB BAAB
AABBBABB AABABA
BAAABBBABBABBAA ABBBBAABBA
BA ABBBBAB
AAAABBBAABA BBBBBBAABBAAABA
AB BBB
BABABABAAABB ABABABBABBBABABAAB
ABBAB $
B AAAAABAAAABABBBABBBBABBBBAAAABAAA
ABAABAABAABABAAABABAABAAAABBABBAAAAABABBAB AABBBA
BAABAABABBBAAAB BAAAABABBBABAABBBBBABAA
BABBABABAAAAAABBBAB $
BBABAABBABBBAAA BBBBBBAAA
B $
AABBB AAAB
AA ABBBAB
BBABABBBABBAABBBBABBAABBBABAABBABBB $
BBAABA ABBAABABBB
A AAAAABBABBBAB
AABBBBAA AAABAABAAABBBBABAAABABBBAAABBA
BABABBBABABABAABA BABBBB
ABBBBBBBAABAAB BBAB
A BBABABBB
BAABBBABBAABAAAABAA ABB
AABBAABA ABAA
BAAABABABA $
BBBBBBA AA
ABBAA ABBBBBBBAABAAABAAA
AAABBBBBABAABAAAAABABA BAAAABAAB
BABB B
ABB A
$ BBBBBAABA
BAAABBBBABBAABBBBBAAB AABABBBB
AAAAA AA
BA ABBBBBBAAABBA
AAB BAB
AB BBAAB
AABBABBBABA A
BBBABAABAABB AAAABABABAAAA
ABBBBAAABA AABAB
BBABAAABAAAA ABB
AA BAAABBBBABBAABBB
AAB AAAAABBBB
BBBAABBB AAABBBABAAABB
AAABA BBAABBAABABBAABAABAAA
BAAABB $
AABBB BBAA
ABAABAABBB $
ABBAABBBABBBBAB BBAB
ABBAAAAAAABABABBBAABBA $
ABBB $
AA AAAABABBBAAABAAB
$ B
AABBB $
BABBB BBBABABAABBB
$ AAA
AABA BABABAAABBBBBA
BBAAAABA BB
B ABBBAABABAB
ABBBBBBABBBABAAA ABBABABBBAABBAAABAAA
BAAAABBBBAABA BABAB
B BBBBBBABBAA
AAABBBBAAA BBAAAB
AAAABBBBA ABBAABAABAAA
BAABB ABAB
AA BABAAAABABABAAAABABABAABABBBABBA
BBBAB AAABBA
ABAABBBAABAABAAB AA
ABAABBA ABBBABAAABBBBABBABB
$ ABBBBBABABAAABAAAABAAABAABB
$ BA
AABABBA ABAAABAAAAABBAA
BABAAABBAABBBABAAABBBBAAAAAABABBAABABBBBAA BBBA
AAAAA AABAABBAABABBABABAABBBBAA
BABABAABBBA BABB
ABA AB
AABA ABAABBAAAAABABBBABABBBBBAABA
BBB A
$ BBAAABBAAAAAABBABBB
ABABAAABBBAABAABBABAB BAAABABA
AABBBAA BBBBABABBB
BBBAABBB AAABBABAAAB
AABAABBBB AAAABABABAAAAA
AABBB BA
ABBBABBBBB AABABBBBB
AABBA BAAABAAA
ABBAABABBABB ABBAAABAAAABAABAAAA
ABBBBABA AABABBBBBBBBAA
AABB BAAABAA
AAABAAABAAAAAABAAABB BAABABBA
AABAAAAABBA BABBAABAAB
A BABAAABAABBAABBAAAB
BABBAB BABABAABBBAAB
B BABAAABBBAABAABBBBBABAAABAABAA
BBBAB AABB
AAAAA $
AABBBBBA AAABABABBABBBBAAB
ABBAAB $
$ AAAB
ABBBB BAABBBBBAABBBAABBAAABBBABAAABAAABABAA
A BAAABABABAA
ABAABABBBAABBAABAAABBA BABBAABBAABA
AABAABBBA BBABABABBBAAAAAA
AB BAAAAAAB
$ AAB
AABAABAAB BBBBAA
$ ABAABBABAAABBBBABBBAAABABAABA
AAAB BAAAA
BAABAA ABBB
AABABBBB AAABBBAABABBBBAABA
BAB A
ABBAABAAAABABAAAAAA ABAAAAAABAB
BABBBB ABBBAAAB
BABABBBAAA BAABBAA
AAAAAAAABBAB ABBAABA
ABABABBABBBABABAABB BABABABAAABBB
BBB BBABAABBA
BAB $
AABAAABBABABBABBAB $
ABBABABBBBAAABBBBABA BBBABBAAABAAB
$ A
AAABBAAAB AAABAAABBABBBA
AAABBAAABAABB BB
BABABBBAB ABBA
BBABAABBAB BBBB
ABAABA AABAAABBBBBAABBABAAABABA
ABBBAA BAAAA
A ABABBAAAB
ABBAAAABA ABABBAABBAABAAA
BBBABAA ABBBAAAAAABAB
AAABBBBBABBB AA
AAAAAAAAA BB
ABBAAABBABBBBBB AAABBAABAABBAABAABBAAAAAAAA
ABAABB $
AAAAAAAB AAAAAABA
