17566
bbaaabbbb baaaaabaab
abbb abbaabb
babbba ba
bab bba
babbb aabaa
aabaaab bab
aabaabaa bababa
aaaa ba
baabb aba
b aa
abaabaa bbbbabb
bbaabba aabaaab
bbaabaaabab baaabb
baa aba
bababb aabbaa
aaabaaa abaabba
bbba bbaab
bbaaabbbb abaaaabaa
ababaaa aaaabaa
baabaa bbaba
aaab bbbaba
bbaabab aabbbb
bbbab bb
babbbabb aababbbb
a b
aaa aabb
bbaaa aaaaab
babaa abbbab
aabbab babbbbb
babab bbbaa
abaa abaaa
bbbab aabb
abbbbbabab baaaaaa
bbbbbbbbabbab aaaaaaabba
baaabb abbbbb
bbaaa aaabb
bbbbbaaabba bbbbbbaabaa
bbaba aaaa
aababa babab
aaaabbaa aaabb
baaabb abbbaaa
aabbabaaab abbabbbba
abb bbb
bbbabbaab babbbbbab
baabba baabaa
babb bb
aabbaa abaaa
baabbb aabbbab
abbabb baab
aaabbbabaaa bababababaaab
bbbab abba
a abaa
bb baaba
abab bba
abbaab aaabba
bbbaab baaaaab
abbba aa
baab aabaa
bababaabbaaabb bbaaaabbbbbba
abaaaba abaabba
abba baba
abbbbaaab aabbbb
bbabab abbaba
ababbbaa aabbbab
aababaab bbaabbab
bab abbba
bbaa aabba
ababbb aaabba
aba aaaaaa
aaabbb aaabba
ababb abbbaa
aaaba ababb
aaaabb bbab
abbbab aaaabb
aaaaba babbabb
aabbbb abab
b babba
aabbbaaba babababb
ba bbaaa
baaaab bbaa
bababbb aaabbbb
bbaab aab
ababaab bbbaa
aaa aab
aaabaab aaababa
babba bababb
bbbaa abbaba
abababaa aabbbaaa
bbbbb aabbab
aaabbabb aababaab
bbaba bba
babb aaa
bbabaa bbbabaa
bbb bab
abbaab babbbb
aabbaa aaabab
bbaabbbb bbaaaa
aaa a
babbabb abbab
aaababa abbaabbba
baaab aaaab
babbbaaa abaaabaa
aaaaaa aba
baaaaa bbaaa
bb baaa
bbbaa ab
aababbaab ababaabaa
abba aaabbbbabab
bbbabba bbba
baa abb
bbbaa babbb
aabb abaabaa
aab aabbbbbb
bbbbaba ababa
baaaa bab
baabbaab aabbabbb
abbabbb aabbbab
bbaaaaa baaabba
baaa abaab
aaabaaa abaaba
baaab baaaab
babbb baaaabaaa
abbb aaaaabbab
aba aab
abbab bbbb
babbaa abaabab
aabbbbba aababaab
abbabba abaaaba
baab aaab
aaabaaab bbbabab
abbabaaab bbbaababbb
ababaab ba
abababb ababbabb
baaba baaaaa
bbbaabb baabbab
bba b
bbab aaaab
bbababbbbb bbabbaaaba
bbbaaa baaaab
bbbabaaaaaabbaa babbbabaabbaabbaa
bbbb aaaa
aaabbaa babaaaaa
bbb abbaa
abbaa babaa
aaabbb baaa
ababaab bbabbbb
aaaa baba
babaa bbaaa
baaabbbab babababbb
a bb
ababbb bababb
abaabb ababa
ba a
abbbbaabbbaa babaabbab
b aaaa
babbaab babaa
ababbbb baaabaa
abbababa baaaabb
bbabab aaabbbaa
bab aabbb
baaab ab
aaa aba
babbbb bbbabbbb
ababaaaa bbaaabba
a b
babbbaa bbabbabb
aab aaabb
aaabb abbaa
baabbb bbabbb
baaab ba
ababaabb aaaabbbb
bbabaab bbbbaaba
abab ab
bbaab aabaaa
aaabbbaaa abaababa
ababaaba babaaba
baaba ba
abbbab bababaa
aaababbb bbbabab
aaaaa bbabaa
bbbb aaaa
babbbbbabba aaabababbbaa
ab abaaba
bbabaa aabbaab
babbbaab abababa
baabba abaab
abbabb aaaaab
abaaa baabb
babbaa babbabb
aaaabbb bbbbab
baaabab aababaab
aabab baabab
bab aa
aabba ab
baaabb aaabaa
baba baab
ababbb abb
bba bab
baaaabb aaaaabb
aabb abb
aabaaba bbbaaab
bbabaaa abbba
bbbaabb bbaba
aaabb abaa
abbaab b
aaabba aaaab
abb baba
babbb baaaab
bb ba
bbbbaabbabbbbba bbaaaabbabaabbb
bbbaaba abaaaa
babbbbbba abbbabba
bbabbb bbaaaab
abb aba
bbabbaa bbbaaba
abbba b
aabb bba
aa abba
bababb aaaabb
abababb bbababb
aaabaa abbbabb
bbbaaaaa aaabbbaba
ba baa
baabaa bbaaaaab
baaaaabb babbabaa
ababaaa aaaaa
bbabababa baaaaabab
babaaaa aabaa
aabbba babab
abaaa bbba
baaaaa aabbba
abbabb baabbaa
abababa bbaaaab
aabbbb baaaaba
babbb abbbbb
aaabaaab ba
babaaa babbaa
bbabba bbbaab
aba aaaabbba
bbbabbbab abbaabbba
bbbababb abbbbbaa
bbba baaaa
abbb abbabbb
aaaa babbbb
abaabbb babaaaa
bbaaab ababbb
aba abb
bbbaaa bbbbaaba
bbb bbbbbab
ba ab
abb a
aaaab abbbb
baaaabba baaaabbb
aaabbb baaaaa
bbbbb abaab
aabaabbaaa bbabaaaaaa
bbaa aabb
ab bbbaa
baabb abaa
baabb abab
abbbaabbb ababbaaab
baabb abaabbaa
abaabaaaaa aababbaabba
aaaabbbb bbbaaa
abab bbabb
baabaaa bbabbbbb
abaab baaaaab
baaabb babbab
bbabbb bbba
bbbaaa bbaaaaa
bbabb abaabbbbab
bbab bab
abaaaba aaababa
aaabbaa aabaa
baab aabb
babb aba
aabaaa aaabb
bbbababb abaaaaa
aaababa aababa
bbaab bbbbaab
bbbbba aababb
abbabaa aaaaab
bbaba abbaaa
baaab b
aabaaab aaaabaa
bbb aa
bbbabaab babaabab
abb bbbaab
baa aaa
aaaababb baaba
baaa bbbb
bbababb bbbabbb
bb aab
babbb aaab
baabab bbabba
bbaabab bbbaaba
baaa b
baabbaba abbbabbaa
aaabbaab aabaaabb
aabb aaa
baaa bbab
aabba bbbab
a aabb
bbbabbab bbbbabba
aabbb babb
aabbbaaa abbbbba
aaaabaaabbbb bbabaaaaab
bbb bbaaa
baabaaa bbb
abbbbbbb baaabbaa
bbbbabbba abbaaabbaa
aababa abab
babbaaa baabbaba
abbabab aaaaa
abaa b
baabbb bbaaaaa
bbbb aaaa
bbaaba aabbab
babab abbab
aabbb aababa
aa aaba
abbaa abababa
bb aaabb
bbbaabaaba abbaaaaaa
bbaaba baaabba
ababaa ba
aaababa bbabba
abbaaa aababb
aabaa abbb
abbb babb
baaa abba
bbabaaaaa baaaabab
aaabaa aaabbbab
abaab aaa
ba abb
bbbaa aaabba
aaa aab
aabaa aabb
abababb abbabb
ababbaab bbabab
aaaabbba baababb
bba abb
abb baab
aabaaa aab
aabab aab
aaaabaabb bbabaaaba
abb ba
ababbaa bbbbaa
bba bbaaa
bbaaa aaaa
baaabbb baba
aaba aabba
abbba abbbba
aaaabbbbb abaaaaabbb
aabbabbbb bbaaabbaa
bbbabba abbaaab
babbbbb abbbabb
a bbbb
bbaababb ababbbab
babba aab
bba bbabbaabb
abababaa bbbbabab
aa abbb
babab aabaa
aab aaab
bbaaaab abbbbbb
abab ba
aabab abaaaa
aabb aabaa
ababbab aba
abaa bbbb
abaab abba
abbaba bbabaa
ababbaaba baababba
bab aaa
baaaba baaba
bbbaa ababa
aabaa baaaba
abaaaababbba baaabbbaaaab
aaa abab
abbabaa baabaaa
baaabb bbaa
bbbbabb abaabbaab
bababb aaaba
bbbbaaa bbbbabb
bbababb abbabaa
abbaaaabbaa abbabaababa
aa baa
bab abbb
bbbbaaab aaab
babb bbba
aaaaaab aaaaa
bbaabbb abababa
aaba baba
abb a
aaabbaa baababab
aabbaa baaaaa
bbaaaaabaabbbb babaaabbbbb
aba b
aaaabbabb ababbbbb
bbab aabba
abb abaaabb
baaaaab abaaab
bbabaab abaababa
aabaabb babbabaa
abbaabaaaaba abbaabbaabaa
bbababba abbbaab
ababab baabaabaa
aabbaaa a
bbaaaa baaabaa
aabaaab aabbabb
bbaabb bbbbaa
baabababaabab abbbbaababaabb
bbabbba b
abaaaa abbaba
bba a
aaabbaba abbbbaaa
ababbb bbbbaab
abbabaabab babaabb
bbaababa aabba
baba aa
bbaaaaa aaab
babb aabbab
baabab baaaba
abbba bbbbb
aabbaab babab
bba abb
abaaaabba aaabaaabb
aaaabab aaaaabb
baba bbba
babbaaa aaaba
baaaaaa abbaab
bbbbbaabab abbababbaa
bbbbbaa abbabbbb
baa aabaa
bbbbba bbbbbb
bba baaaba
ab abba
bbaaaa aaabaaa
bbaaaabbb babbaaabaa
baababa babbaaa
abaaabbbbbbabbba bbbbbababaabbba
bbbaabb aabbbba
bbabbaa bbbaabba
bbbaaaba aaaababba
baaaaa bbabaa
bbbba bbaaa
abaabb bbbaa
aaa abb
bbaabb babb
abaaaab babbbaab
bbabbba bbababa
aa abbabab
aa bb
abababb abaabba
aaab bbb
babbabba aaaababb
aabab bbab
ba aaaba
aabbab bbabaa
babaa bbaaa
bab a
aaabba abbaaa
baaabbab aaababa
baabb abaa
bbbababa babb
bbbbb baabb
baaab aaabb
bbaababba bbabaabbaa
bba aab
aabbbb bbbabbab
abbaa baabab
aabaab bbbb
babbbbab bbaabbbba
bbb abab
abba bbababa
aabbaaa bbaaabb
ba aba
babbbab aababaa
bbaaabb abbbbb
b bbbb
bbaaaba aaaabb
abbaa aaba
abaaabba aabbaab
aabaa aababb
aabbaa bbbab
bbabbba abbbabab
aaabaa a
babbb bbbab
bab aaaaab
baabbaab aaababb
aababb babaabb
abbaba bababb
abbbba bbaabba
babb aaab
bbbabaaaabbaaab aaaaabbbbababa
babbaa aaabba
baaaaabb baabaaaba
ba aaa
abbaba abbaab
bbbbba bababba
aabbaaab baabaaab
abaabbb bbaabab
bb bbbb
aaabb bbaaa
baabaab aaabaa
abbaa abaabba
bbbbbaba babbabb
bbaabbbb abaaa
aabbaaba bbaababa
bbbaa abbbba
bab aaa
aaaaaaa babbbbba
bab aaab
bbaaab aabaaaa
bbaababb bbbbaabbbb
bababaabaa babbabaa
bbaba bbba
aab aba
bb ab
bbbba aabba
aab aaa
baaa ababa
abbaaba baaa
babaabb bababbba
bbbaaab abaaaaba
babbbb aaaaab
bb baaab
bbbba ababb
bbbbab abbbbabb
bbaa baab
bbabaaa babbbb
bababba abbabba
baaba bab
bbbbbb abbb
abb bb
aaaaabb abaabbab
babaaab aabbbaaab
bbaabaab baaaaba
aaaaa baabbb
aababbb abbbaaa
aaaaaab baabbba
bbbbbbb abbabbb
a abbaa
aabbab baaaaaaabaa
ba a
aaba baba
abaaba bbbbba
baaaababaab aabbabbabbb
bb aaaaabbb
bbaabab baaaab
bba abb
ababbbb bbabaab
aababab babab
ba baa
aaaaaaba babaaaaa
a bb
babbb ababb
babb aaabb
bbbbba abaaaa
bbb a
aba aaaaba
aababba aabbbb
aaab bba
abbbba aabbaba
abb bbbbb
aabaa aabab
babbba bababbb
abbba baaaaab
ababb bbbb
abbabaaaaaabbab abaaaaaabbbaba
aab bbaa
aabbba abbabb
bbbaaaaa aa
bbabaa bbbaaba
aababa abbabab
aaabb bbbbbb
a bba
baabaab abaaa
bba bbba
aaaaa abaaabb
aab bab
baaaaab bbaabba
baaa ababa
bb aaaaa
abaaaa bbbaba
ababba aaabab
bbab aaaa
ababaaa aaaabb
aabbababa abbbbaaab
babaaaa aaaababa
baba bba
aabaaaaa babaaab
abb aaba
a b
abbbb aab
aab abb
bbaaabbbb babbaa
aabbaa aababb
bbbb aa
bba ba
bbbbabbaa ababbaaba
bbabbaa abaabab
aabbbb baba
baaaaabaaabaaab bbbaaabaaaabab
abbb aaa
abbbbb baaaab
abb baa
abababb abaaa
bbabb bbbaba
abbaa aab
aabab aaabb
bbabaabaa aaabaaaba
abaaabbbb ababaabab
abaaaa ababb
abbbbbb bbbbbaaa
abab aba
aaba bbaa
aaaabba ababaa
baa aaba
bba baabb
aa ab
aababb aababbbb
bbabb abab
babbaabbba ababbbaaab
aab aaa
bababab babbaaa
abbbbb baba
aab bbabb
aaabb bbbab
aabba aaab
aaabab baabbbbaa
bbbbabba baabbbaa
babb aaba
bbaabaa abbbaaa
aaaabbaa aabaabaab
ababbb babaaaa
aaaaa aaabaa
bbbaaa aaaaab
abbbbabaab babaabbab
abaaaaa baaaaba
aaaa bbbb
ababbbbb aabaabbbb
bbbaa aab
babb bbabb
bbbbaba aa
b bb
abb ab
abbbabb aaabaa
baaba abb
baa aaab
bbbaa abbba
bbbbbbb aaabaaa
aaaaaaa abab
abbab baaaaaab
abb bab
ab ba
bbbbbab abaabab
babab bbbab
baababa baaaabbb
bbbbbb baaba
bbbbbb abaa
abaabbb bbbbaa
bbbbbbbb aaaabba
aababbbab bababaaab
ab bb
abab baaa
abaabaa bbabaabab
bab abba
baba aabb
aaab abbaaaaa
aaaaababbb abaabbabba
aaaabbaab aaaabaaaa
aabaabab aaaaabba
bab aba
baba aab
ab bb
babba baaa
babbbb abab
b bb
aa abba
bbbbabababaa bbabbbabaabb
aa bb
bbaa aabb
baabbba bbbbabb
baabab baaaab
baba aab
bbbabbaba aaabaaab
baaaabbaba bbaabbbbaab
aab bbabb
aabab bbaaba
abbbbab bbbaba
aabaa baa
ababbbab baabbaa
bbaaaabbba baaaabbaa
aaaaa bbaaabba
bb baaba
ababa a
aaabbaa bbbbaba
bbbabbb baabb
bbbaaabaa abaaabaa
bbabaaba bbbaababba
abaa bbaaaab
bbba b
abaababbbaaaa bbabbaaaaaaa
abaaabb aabbbaa
baabaab baaaa
a aaa
bbbaabb bababb
bbbbbab babba
ab aab
abaaab aabbb
baabba aaabbbbb
bbbbab aabaabbaa
aaabba baab
bababbbaa aabaaaaa
aaababaab abbababab
aaaba babaa
aaa abaa
aaaabbba ababbbaa
ababbbb abababab
baaaaaaa aaaabaaa
bbbaa baaa
aabb ababa
bbabb bab
aaabbb baaabb
bbaba bbbababa
abaabb bbaba
bbbbabb aaaaaab
aababbb aabba
abbbaab babaab
aba bbbaba
baabbbaba abbababab
ababba a
babab bababab
baaba aabbaaa
aaaabaaba aabbbbbab
bab bbb
ababaa bbbbab
babba aab
abbbb aabbb
abbaa abbba
baabab bababb
ababaab abaabab
bbbba bbaaa
abbab baaab
ab abaa
b bbababbb
babbbbb a
bbbba baaab
abbaa baaaa
abaababb aaababba
aaaabba abaaaba
bbabbb bbbbaa
bbbaa abbab
aaaaaabb abaabab
b aab
abbabaab bbaabaaa
bbabba aaabab
abb abaa
aaabb abbbbb
aaaaa ba
aaaabab baaabab
bab ba
bbabbaa abbbbab
babbaa aaaabbbb
abbbbbab aabaa
aabb babbbb
aabba ababa
baa abbabb
abbbba bbaba
abbbaaa babbbba
abaaa abbab
bbbaa babbba
bbbbbb abaaba
baaabaaab bbbbbaabaa
aaaa aabbaabb
aabaaab baaaaaa
bbbabb baabba
baaaab baaabb
abab bbbbb
aaaba ba
aaaab baaaa
bbabba babbab
aabb aab
bbababb babbb
aaaaaaba bbaaaabb
b bbab
bbbabbb bbabaaba
aaabb abbaa
baababb bbaabba
bb ababa
b a
bb aababab
aaabb babb
ababaab aaabbaaaa
babbbaab bbaaabba
aaaabbaa baaabab
aababb bbabbb
ababaaa baaaabb
bbbbbaa aaabaa
babaaab abaaaabbb
abaabbaba abababbba
aabbbaab bbbaaab
ababbba aaaaba
babbaba abba
abaaba bbbbbb
abbaaa babbabb
abaaaba babaaa
bbba bbbb
babbbaa bbb
abbbaab bbaaabaaa
bbbbbaabb bbbabababa
abbabb abbb
bbbbabb aaabaaabb
babaa ba
aba aa
abbabaaaa babbaaba
abbbbaba baaaabbb
babaabab bbbbaaab
aaaabab aababa
baabaa bbbbbb
abaaa baaaab
abaabb abbaaa
aabbabb abbbbaab
abaa bbabaa
abbab aababb
ababbbb bbbabaa
aaaabab bbabb
abaa abaaa
bbbaa bbab
aaabab abbaab
baaabbaab baabbbaa
aaaabba babbabaa
b ab
aaaab baaba
aaabbbbb abbbbaaa
bbabaaa bbbaabb
aba aaaa
aaba aabb
aab a
bbaaaaa baabbab
bbbaa aaaba
abaa bbb
aaaaa bbbbb
aabbbaaabaa bbaabbabaaaa
abbb ababab
aabab ab
bbbabbbab bbabaaaa
bbabb bbaab
ab bab
abbaab abbbbbab
aabab aaaba
bbb aabaaa
abbabbbb aabbbaba
baaabb abbb
aaaaa bbaa
aa abb
aabaaaa abaaa
abba abbb
ab aba
bbab abaab
bab baaa
bbbbbba abaaaaa
aa aaaaaba
bbaaab aababb
ababa aabb
baabaa baaabaa
abbbaa aaabbb
babba aba
abbaa baba
baabab abaaa
aaab abbbb
abaa baabb
bbaaabbb bbbbbaaa
aabbb ab
bbbbbb baab
b bb
abaab abaaab
aabaabb abbbbbb
bbbb bbaa
abbaba abaaa
bbbbaaaa abbaaabba
baab bbaab
bbbbbab ababbb
bbaa abaa
aaabaa abbbaab
aab babbb
babbbabaaaa bbbababababa
ab a
ba abaaaa
aaaaabb bababbbb
babbab babbaa
baaabbaa baabbbbb
bbabbbaaa bbaabbabaab
aaaabab aaaba
bbaaa bba
bbbb bbaa
bbbbabb abaabaa
aba bbb
aa b
baaabbaab ababababaa
b ababba
aab bbbb
aababb aabbab
aabaab baaab
aab bbb
abaaa babbba
aababba babba
ab bbaba
abaababa aabbaabab
b a
aabbbbb bbbaaab
bbabaaabb abbabbaba
bbaaaa abaaaab
aaaabbb aaabb
baa aabb
abbbbabbab baabbbaa
aaba aaaaa
abaaa bbba
aaaaaa babbba
baab baabbb
baaabab abbabbb
bba aab
abbaba abbab
babbba aaabab
abbaaa bbabaa
aa bbaba
baabb aabba
aabbbb ababbab
bbabab aaaba
aaabb bbaab
aabbba aabbbbbbbaaa
bbabab baabb
aabbaab aabbbab
bbabababb abaabbabab
aab abba
aabab abbbbab
ababbb bbbaababaa
bbaa ababaa
aabaa aaabbb
baabaaa aabaabbb
baaa aaaabbab
bbb aaab
aba abab
aaabaab abbab
aabbaaba abaaaaa
bbbbaa abbbb
abbaaba babba
babbb bbabb
b a
bbbaabb abbbba
aa abba
aabb aaab
aaabaaab bababab
abbbb ba
aabb aaaa
aba abaa
bbaab bb
aaaab babaaa
abbaa ababb
baababa ababb
bbabab babbaa
abaaaaabba abbaabaaaa
bab baa
bbbab baaba
abbaba ababaa
bbbaaabbbbabb aabbababaaaab
abaab baaba
bbaababba aabbbbbbb
ababbaa bababbb
abbba aabbb
abba bbbb
bbaba babbaa
aabbbaa abbaaaa
aaab baabbb
aaaba abaaabab
bbb aaab
bababaaa abbaabaa
bb baaa
bbaba abbabba
babab baaaab
bbaaaa abbab
bbaaaab aababb
aabbbb aababab
aabb ab
aaba aaa
babb bbbba
aababb abbaaa
bbabbbab babbba
aa b
aabb bbb
abaa ba
bbbba abaab
baa bbbbb
bbbbaba ababab
aaabaaa abaaba
bb aabaab
bbaba aabbb
baaaabaab bbabbbbaa
ababaa aaabbb
baba bba
bbbbab bbaabb
b aaaaa
ababbb baaaba
abbaabbbb abaabaa
bba a
aaabbbbbbb baaabaaaabb
aaaabb bbaabbb
bbaabbabaa babbabbbba
aab baa
bbbaa babbbaba
babbb bbabb
baabbaab aaaaaab
abaa bbaa
aabb bbaabbb
bab bbab
bbaaba bababb
babb bbbabaaa
bbaaaa abbabbb
bab bbbab
ab a
aab ababbb
bbaaaba abaabaab
bbb baaa
aaababa abaaaba
babaaa abaaba
bbbba abbbb
bbbabb baaaaa
bbaa abbbbaa
baaaabba aaaaabaaa
abbaaba aaaabab
aaabb baa
aa ab
bbabab abaaabb
abaabb bbbbab
aaa ab
aabaaabbbbab ababbbaaaaaab
baaaab bbaaa
bbbbaaaba baabbbba
abaaaaba bbaabbaa
abbbbbaa bababba
babbbbbabb baaababab
abaaba bbaaaaa
bbabaab babaaabb
abbbb ababb
abb bbb
abaab ababb
ababb a
baaa ababbab
aabbab abaaaa
aabab abaaa
abbbbb ababa
aaabbbab aabaaabb
abbbaba bbbbbbba
baaab abaab
babbaaa baaabbb
abab baa
abbaabb baba
babbba aaaaab
ba bbabab
aaaabab bbbabbaa
bbabbbb bbabaa
babaab abbab
aabaaaa ababb
aa aabaa
abbaabbba baaabbbbaa
bbbaaa bbbaa
baa aaaab
aaaaaba bbbaaaabb
baaaababab aaabbbaa
babaaabbaa aaababaaa
b a
baaaaba bbbaaaa
bab aaab
abbab aaa
bbbbaa babbba
abbabab babbaa
bbaaa abaaa
bbaabbb baaaabb
bbb ab
abaabbbaa babaaab
aabab abbbbaa
bbbbaaaa abababab
abbbaabb ab
ababbaaa aabaabab
aba abba
abba abbbb
aababab abbababb
ababab aaaabba
bbab bbba
abbaaba aaabbbb
abaaabaaa baabbabbbb
bbaabaaaa babbaaab
aaaaaa abbbaa
abbaabaa ababa
bbaba bbababa
abaabaaaa abaaaaaaa
aabbba abbab
abaabaa bbabbaa
bba abb
abbab b
abaa aaabaa
babbbb ab
abbaab baabab
aabaa babbb
aabbaba bbbbba
bbababbba aababbbb
aaabb aabba
abbbaab babbbab
aabbab bbbbab
baab abab
baaba ba
aaaab bb
aabababa babbbabab
aabaaabba babaabbab
bbababbb aabababb
bbbbabb ababbb
bbabbb aababa
bbbbbbaa abaababa
ab b
abbb ababbba
aaaaaab aaabbaa
bbaba bbb
babb baabb
abbababa babbbbba
bbbaabbaab babbbabb
bbbaaba abbabbaa
bbabba bbbaba
baaaaaaa aaaaaaba
bbaaabab bababbba
baab ababab
ababaa babbba
aabbbb aabbaa
abbabbab abbbaaaa
aabba b
babaabba abaaaaa
bbaa ababaaa
babba bbbbb
babb b
ababaaa babbaa
aababab bbaabab
bbba bbb
bbaaaaa aaaaba
baaaab baaabb
abbaabab baaaabba
bbabaa abaaab
bbbaba abaab
aaaab aabab
babbaaa babbaab
abba abbb
bbaaab babab
bbabbaba aaaabaaaaa
aaaabb bbabaa
aaab aab
abbaa aabaab
bbb aaa
aababbbaa babaabbba
babaaa abba
aaaabb bbbbbbba
ab ba
baabab bababb
babb baabaaaabb
bbbbbba bbabab
abbaaabbaa bbabbbbba
baaaba bababba
babbb abaaab
abbaa abb
aabaaa abbbbb
baaaa bbaa
aabbb babab
baaabbabb aaabbbba
bb bbb
aaa abb
bbba aba
aaabb abbbba
abbbaabaa baaabbaaa
baaaaababa ababbbba
abb baaba
aaab bbbaa
abaab ababb
babbba aaabaa
babab aabbba
bbbbbb aaabbb
abbbbbaa aabbaaabb
bbba aaba
abbbaabba aaababb
baabaaa bbbaabaa
abaab aaabb
babb bbbaab
bbbba abaab
ababaa bbaa
aaabb baaaab
ababba bbbbba
baa aaaaa
bbbaab bbaabb
babab ababaa
baaaba aaabaaaa
bbaaaa aaaaaba
abbabab babbaa
bbaaaa bbaaa
abbababa aaabbbbb
baaa abaaa
abaaab babbbba
abbbb bbabb
babababa aabbabaa
bbb bb
baaaabb aababba
bbbbba baaa
bbbbabb bba
abba babb
aababb baaaba
baa ba
aaaaaa aabbaaa
aabaaa aba
bbbbab aa
babba aaabba
aaab abab
aaab bbbbab
bbabba abaaa
bab abbba
bbbbbbab aabaaaa
b baaaa
bababb bbaa
baabbaa aabaaaa
baabaabaa aabbbaaba
baaa aabb
babababbabaa baaaabbbbab
ababa bbbba
aabaabaaba bbbababab
abbababba ababbbba
abbabaab bbbabab
bababba aba
aaab baba
bbaaaaab bbaaaaaa
bbbabb baaaaa
baaaab babba
baabbb abbbbaaa
abbbab aaaabaa
bbbbbabb bbbabbbab
bbbba aabab
baba aba
baaaab abaaaa
aaabaaabb abbbabbab
aabababaaa bbaabaaaab
aabbbba aaaab
bba abbba
abbaa abaa
abbaabb bbabaaba
bbbbabaa abbbbaab
bbabaab bababb
baab bbbbb
abbbbb ab
bbaabab bbaaabb
abaaaa bbaaaaa
bababbbabba aaaababbabb
aba bababb
bbbaa bbaa
aaabbb aaabb
abbbaab abbbbb
babaaaab abbab
aabaabbb aabbaab
babaa bbaba
bbbaba aabbba
baa bbaaaa
baabaaaba abbaaabaa
aaabaabbaa aaaabaab
b aaa
abbbabb bbaaabaa
aaa abba
babbba abbabb
baabbabbabb bbbbaaabab
b aaba
a ab
bbbaab babbaaa
abba ababa
abbbaaab ababbba
bbabaab ababbbbb
abbaba aabaaa
abba aaaa
aab bb
bb a
abaaa baabb
aab bb
b a
abaab aba
aa abbb
aaa abbb
aba aaabba
bbaaa ababab
bbbbaa baaa
bbb bbaa
abbaaabaa abaabaaba
baaabbbbb baabbaaab
abbbbaabb aabaaa
bbb aaa
abbab bababba
aaabbbaa ababbbab
babaa babbba
bababbaa bbaaba
aaab aabab
abbbabaabb babbbbbaab
aabaabb bbabbb
bababb abbba
aaaa aabaaabb
aba bbabab
bbaaabbaa abbabbabbb
baaabab bbbbbbbb
aaaaaabb aabbabb
bba a
baaba bab
bba baaab
aabba baa
bbabbb abaabab
bbab abbb
abb bbbbbb
aaa bbbaabba
baaab aabbbb
ababa abbab
aaaaab a
aaabbbb aabaaaaa
bbba abb
aabaaaa aababbaaa
ababba babbaa
b a
aababaaab bbbababaa
bbaaa bbaba
abb ababa
ba babbabba
abaababa abababba
abbbb bbaa
abaab bab
bbaaab baa
aabaa baaab
baaba baaaab
aaabbaa aaab
aab aba
bbab babaa
ab aaba
aba a
bbbbb aabb
ab bb
aaabab aabbbba
abbbbaa abb
abbbab bab
aababbabbab baaababaab
aaabbabb bbbbbba
aaababaa a
bbaabbba baab
ababaabab aabbbab
baa bba
baaa bba
abaabaaa baaaaba
aabbb bbbab
bbb ab
a aaaa
abbb aaaa
bbbbbaa bbbbbbba
babbabab baaabba
ababba bbabaa
abbbaa aaba
aaaba ba
ababab babbbbbaaa
bab a
bbaabaa bbbbab
aaabba bbab
bbba abbb
bbbab bbaba
babbb babbbb
bbba ababbb
aa baaaa
abbbbabaa abbbaabaa
baabaaa bababba
aaaaaa bbbbaa
abbbbbb aba
ababb bbabb
a ba
ab ba
baaaaabbb baaaaab
aaabb ab
baaa aaaaaba
babbb bababbab
babbbabb ababababb
bbbbaba abbababb
aabaabbaa aabb
bbbabb aababab
ababaabbaa abbbbba
babaaab aabbbaab
aaabb aaaba
b ab
bbaaa ababb
baa b
abbbaab bbbabbb
abaaabbbb aaabbaaaa
aba aaaaa
bababab aaabba
aba bbaba
bbbabba baabbaaa
abbabbaa babbbaab
ababba abbababa
abaa bbbbbbbb
bababbbab bbbabbab
bbbabb aabb
baaa abbbb
ab bababbbb
baabbaa baaaabb
bbbbabb ababaab
aba ab
babab baaaa
aabaaaaabb bbbabbbaab
aabaaab baaabab
aabb baa
aabbbbb b
aaab abbb
ababbabbba aabbabbabb
bba baba
bbbbabaa aaaababb
ababa babbab
aabbbbba abaaba
abaa babb
aabbba bbaba
aabbba aaabab
abbaa baaab
abaa abbabbba
bbbabba abaabbb
bba b
a aabaaab
aabbbbab babbaaa
baabbbababa bbbbbbabaa
babb baababa
aabbbbaab babbababa
abaaaa aaba
aabbbbb abbaba
baaa ba
aab abb
abb bbaabab
bbbaaa b
bbbbbaaaaab abbabaabbbb
aaba aa
aaabbb baabba
abaabbab abaaabbb
ba baa
abbbabb ababb
a ab
bbbabb abbb
bbabaa ababba
bbaaaa baabb
abbb bbbab
bbbbb bbbaaa
aababaab baababaa
bb baaa
abaaa bbbaaa
bbabaaab babaaaaa
bbabbab aaaaa
baaaabbbb ababaabbb
abbaab bbaababa
bbabba abbbab
ababbba ababaa
baabaaaababba ababbbbbabaaa
bababa aaabab
aabba ab
aaba abbb
ababbbab aaaaabab
bbbaaaa abaaabab
ababbbb ababab
baabbab bbababa
bbab bb
bbabbabba abbbbaaab
bbabaaa bbaabbb
babaa bb
baaaaab aaaa
baaab abaaba
abbabaa aaaaa
ababaa aaaba
bababbb aabb
bbbba abbabb
bbaaaa aaa
bbbb aba
baaaaba aabbaba
bababba ababaa
a aaa
babaaabb abbaabab
baaba abb
bba babba
baabaaaa bbbbaba
ababba bbabab
bababa babbaa
aabbab bbbaaab
bbbabaaaa bbbbbaabb
abbaab abaaa
aaabb babba
bb aabbb
ababbbaa babaaabb
abbabbb abbbbb
babbba babab
bbba abbbb
aaababbaba aaabababaa
bbaab baba
bbbabaa aaaabab
