65350
ABABBBB BABBAAB
BAAB BBBB
ABAA AAAAA
AB $
BAABABA ABB
BBAA AAAA
BAB ABA
ABAA BABA
BAABB AABAAA
AAAAAA ABAABA
ABABAB BBAB
BAAA AAA
$ BAA
B BA
BBA A
$ AA
BBBB BBA
BAA BB
AAA BAAA
BABB AAA
BABA BBAA
B $
AB AA
BAABBB AABA
AAA BBA
ABB AAAA
BAAAB BA
AABB BABB
BBBBBAB BABBABB
B BBA
BBAA ABBB
AA BAA
A $
BBA ABBA
BB ABB
BAABB BBBA
A B
ABAA AAAB
$ BBA
BB ABA
AAB AABB
$ BA
BAAB BABB
B $
BBAB BBB
BABBA BAAA
A BB
AAABBBB BBABBBB
B $
BB A
AABA AAAB
ABABAA B
BBA ABB
AA AAB
AB ABBB
AB AA
BAA AAA
BBBA AAB
A $
BBABAA BABAAB
AB $
BB A
BBAAB ABAA
AAB BAB
A B
BBBAB BAAAB
BA A
BBAA ABB
B A
AB BAB
BAAAA AABBB
BAAAABA BBBBBAB
BBBABAA AABBBBA
BABA AA
BBB BAAB
AAABBA ABAABA
B BBA
AB BAB
BBBBA AABBBA
A $
BAB AB
AA $
AAB ABABABB
AAB AAA
BBAA BBB
AABB BBBB
BABB BBAA
$ BA
AAB BAA
BBAAB ABBBAB
BA BBAAAA
A $
ABBA ABA
B BB
BABA ABAAB
BABAA AAABA
ABAB A
AB BBBA
BAA AB
BAABA BAA
ABBA BBAA
A B
AAB BAB
BBB B
AABA AAAB
BABAAB AABBAAB
ABA BBB
ABABB ABABBAB
AABA AAB
BBBA AABA
AAA BAA
ABBA BABA
ABAAB ABBAA
AAA BBB
BABBAAB BBABBAB
$ B
AAABAAA AABBB
ABBA ABAA
ABA AAAB
AABB ABBB
B BAA
BBBAB BAAA
AABB ABBB
BB AB
BAB AB
ABA BA
BA AB
BAABAB AABAB
AB BBA
AB AA
BBBBABAB BAABAAAA
AABBB BBBB
BAAAB BBBA
BB AB
AAAB BAB
ABB AABA
BA BBB
BAB BBB
BABB ABB
BBAB BBBBB
B A
BAAA AB
AA AABA
BBA BAB
AB $
BB AA
ABA BBA
ABAA AAA
AA ABA
B A
B BBA
BB $
AA BABBB
AABA A
BBBAA BB
BAB ABB
B AA
BB $
A AB
BAAAABAAB ABBBBABAA
ABAAB AAAB
AAABBBAABAA BBBAAAABAA
A BAB
AAAA ABA
BABAAAAAA ABBAAABB
B AAB
BBAB BB
BBBB AAA
BAA $
$ B
ABA ABB
ABBB AABB
AB AA
B $
BAA BB
AAAA BABBA
BABA BA
ABBBBABBB AABBAABBBBBA
BABAB BBA
BABA ABBAA
BABBA AB
BABA BA
AA BB
BAAAB AABBB
BA ABBB
ABABABBA AABABB
AAA ABBB
AA AB
AB AAB
A $
AAAB BAA
BBAAA BBAB
BBBABBA AABBAABAAB
BABBAA AABBBBAA
BBA B
BAB AAB
AABBBBB BAAABAA
ABBB BBAB
AB BAB
AB BA
AB A
BAABAAB ABBBB
B BA
AAA BAB
BBAAA BA
BBBABAAAB ABBBAAABB
ABABB BBABAA
BAB BBB
BAB AAAB
A AB
BAAB AAAA
ABBABBB ABBB
AAAAAABB ABBAAABB
B BBB
B $
AAA BBAA
BAAABA ABB
AABABA BBAAB
BBAA AAAB
ABAAAB BBBBAA
ABABB AA
A AA
AAAB BBAB
BAA AABAA
BBABA ABAAAB
A AA
BAB BBB
ABABBB BA
BABB AAABB
BBBAB AABBB
BAB $
BAB B
AAB BAA
BA B
A BA
BBB AAB
ABBBA BBAB
A B
AA ABB
AAABA ABBBAA
BBBABB AABBBB
ABAABB AABAAB
AAABB BBBBB
BBA ABA
ABBAB BBAAA
ABAB BBBAA
BBAABABAB BAAAABBAAB
AAA BABABB
BABA ABBB
BABBABB BBABABB
AAA AAB
BAAAB AAB
BAB ABA
BBBA ABAB
ABBAABB BBBABAA
$ A
AB BB
AB BBBBBBA
AABB BABAB
AAB AB
$ AA
B AAB
BAAABA BBABBBBAA
BBAAB ABAAAB
ABA ABAAA
ABAAABBBB BBBBAABBB
AABBABBB AAAAAAA
ABA AB
AABBBAB AAABBAB
BAA ABBAA
A $
BAABA AABBA
ABA BA
A $
A AA
BA AABA
AABB ABAB
BB AAA
ABBB BABA
BAA BB
AA $
AABBAB BA
AABAAB BBABBAAB
BBB BA
BAABA ABB
BBBA BBB
AAAAB BAABB
$ BA
BAAAABBAA ABABBABAA
BBAABAAB ABBBBAAA
BAA BAB
AA AB
BAA ABBAA
ABBBBBB AABAA
BBABBA BBABBB
BBAAA BBAB
BAAA BABA
AAA A
BBBBB AAA
AABB ABABB
ABABBA AAAABA
AA A
BB BAB
BAA AAB
BAB AAA
BBABABBAB AABBABAAA
BA A
ABBAAB ABBBA
ABB A
BABBA AAAABB
BB $
ABBAAB BAAABA
A B
ABBABA AAABAB
BBBBA AB
AABAAAB ABBABAAB
BA AB
BBAA BAA
BA AAA
A BA
ABBA ABBB
AA ABBB
BBBBA BBABB
BBAA ABAA
AABBAAB AABABBA
A B
BAABB BAAB
BAABBBA AABBABA
ABB AB
BBABA AAAAAA
AAA BB
AAA BB
B BAB
AB BA
AB A
A $
BBBBBA BABBABB
BABBB BABBA
BABAAAA AABABAAB
ABBA AABBB
BB B
AA A
BBAA ABAA
AB BAA
$ AB
BAB A
AAAAA ABBAA
ABAB ABAAA
ABBB AB
ABAB B
ABBBBBAB AABBABAA
BBB AAA
BBAA BAAABB
ABA $
BAAAABB AAAABA
BB AAA
BAAA ABAB
AAB AABBA
AA BA
AAABAA AAABAAA
$ AA
BAAA B
ABBAA ABAA
BBAB AABBA
ABA AABAA
AABABAA BABBBBA
BBABB AABABA
BAAAABB AAABA
AABBB ABAA
BBAA BABA
BABAB BAABBB
AABB BB
AABAAA ABBBBB
ABBBBB AABAAA
ABABA BABB
ABABB AAAB
ABBAA BBBA
A B
BBBBAAABAAB ABAAAAB
BBBAB AAABA
AAA A
AAB BB
AABA BBBBA
ABAAB BABAB
BBAB AB
BABBB ABABA
ABABBA ABABBB
AABAB BAA
AA AAA
BABAB ABBBB
AAABB ABBA
ABABABAB AABBAAABB
BBABB AAAAB
ABAA BBB
AAAAA AABBA
ABBABBABBA BBBABBAAAA
AABA BBAA
B BA
ABAA $
BBBB BBA
AAB BAB
AAABA AABB
ABBA AAAB
ABBA BBBBBBA
ABBA $
AA AAB
AA AAB
BBBB BABA
AAAA BBBA
A B
B BA
AABBB BA
BBBAA ABBBA
ABBA BAAAA
$ AB
BABB BBBB
BABA BBBA
ABBB AABA
BABAA BAABA
BAB ABB
AA BB
AAABA BBAAA
BBAB AAAA
BBAA BBB
BBABAA BABBA
BABAAB AABBAAB
AB BAA
BABAB BAABAAA
BBA BBAB
ABAAAB BBBAB
A B
ABAA ABBA
AA AB
AAAB BABA
BAA BBAA
ABAAB ABBA
B $
ABA BAB
ABA BBAA
BAA BAB
BAAAABBBABB AAABBBABAA
BBB BAAA
ABABBABBA AABABABBA
AABB BBBA
ABBAA BBABB
AAAAAABBA BAAAABBBAAA
BABA BB
BAA BB
BBBAA BBBAAA
AAAA AAAAA
AA BA
BAAB AAAAA
$ ABAB
BBABA BABB
AAAA BBA
BBBB $
BBB BAA
AB BA
BABAA AAABA
BBB BAA
AAB AB
$ ABAA
B $
ABABBB BBBAAB
AAA ABBBA
AAB BAB
$ B
AABBBB BBBBA
AAAAB ABABB
A BA
BBBABAAABAB AABBAABBBBA
BAA AAB
AB BAA
BBBB BA
BA BB
B BA
BBAABBB AABABBB
AA BB
BABABB BBAAAA
BBA ABAAAA
AAAB ABAB
BABAABABB AABBBABBB
ABB AAAA
BAABB ABAABAA
A $
BBBAA BBABA
BAB BAA
AAABAB ABBAAA
AA BB
B ABB
BAAB ABAAAB
AA AB
$ B
A B
ABBAB BABAB
BA BBA
AABBAAAB BAABABBB
AAABA BBABA
ABABB B
AA A
AA $
BBA AB
AAA BB
A AA
BBAABABB ABABBBB
ABAAAB AAAABA
BABAAA BABABA
ABABAA BABABA
AAA BBA
BAABA AABBB
AA A
BABAB BAB
AB A
BABA ABB
ABBBB BABA
ABB BABBAB
BAAB ABBA
BBA BA
AABA AABABA
ABBAAB BABAB
AAAAA BABA
ABAABAA BBAAABB
ABAAAB BBAAAB
ABABBB BAABBB
ABAB BBB
ABAAAB AABAB
BABBB BAAB
AAB AAA
BABAAB BAAABB
ABA BAB
AAAAAB ABBBA
$ A
A $
BBBAAA BBAABAB
AABA BAA
AA BB
ABAA AABBB
AAAAA $
AB BB
BBBBA BABAB
BAAA BBAA
ABAB AA
ABBAB BBA
ABA $
BABA AABA
BBAAAB AABABBB
AAB AABA
AAAABA ABAA
B $
ABAB AABABB
AAAAB ABA
AA AABAB
AB BAB
ABBAAABB BABABBB
AAA ABAB
BABAB BAAB
BBB AAA
ABA BBB
BA AA
BB B
BAA AAB
A AA
A BBB
BBB ABB
AA A
BBBA ABAB
BABAA BABBBBAB
BBAB AABB
BBA BAB
BAAAA ABABB
ABA AA
BBBAB BABBB
BAAAA ABAB
BAAABBAB BAABBBABA
ABBB BA
B AAAB
BA $
BBA BBAAB
BBA ABBB
AB $
AAAABA AABBBB
AA AAA
AA BA
ABBBB A
BAABBBA AAAA
AAA BBB
ABA B
AAABAA BAAAAAB
BABA BAAAB
AABB ABABB
AAABAA ABBABBB
AB BA
ABBA AAABBAA
A BBA
BB AAA
AB AA
AA $
$ BAB
AAAB B
BBBB BBBBAA
AAAAA AAAB
BAAABAAA BABBBAAA
BBAAB AABBAA
B AAB
ABBBBAAA AAAABAA
$ AA
ABAAB BAABA
ABBAABAAA AAAABBAA
BBABAABBBBABB AAAABABABBABA
AABAA ABABABB
AABA A
BAA BB
BBA BABBA
BAB ABA
AAB AB
BAAB ABAB
BBB BBA
BBAB BBAAA
AA A
ABAA ABA
AAAAB AAABA
BAA AAA
$ BA
AABB BBA
AA BAA
BBBB ABA
BBAB BBBA
A B
AB B
ABAAAB ABAABA
AABBAA BBBAAB
$ BABB
AA BBAA
ABB AAA
ABBB BAAA
AA ABA
BAAB BBA
B $
BBB BA
AAABBBBA BAAAAAAA
BBA A
AAAB BBBB
BBBABB AAABAB
B BB
BBBB AAB
AAB AAAB
BBBB BAA
AAB B
BABABB AAA
AAAAAAA ABABBBA
ABB A
AB BB
A BBB
BBBBABBB AAAABABB
ABBAB BBBABAAA
ABBAB BABAB
AAA BBBB
AAABB AAAAB
AB BA
BA $
A BB
BAA AAB
AA ABA
AB ABA
AABA BBAB
BBAA BB
BBAAB ABBAB
$ A
A $
BAAA AAA
BBB BBBA
ABBAB ABAAA
AABB BABA
ABA BBBAB
BAA AB
AAB AAAB
AAAAAAA AAA
ABABAA ABABA
AA AAA
BBAAAAB AAAAABBBB
BBBABABBAA AAABBBABA
BBAB ABBBA
AAB BAA
BBABA AABBA
BABA ABA
BAA A
ABAB $
BBBBAB AAAAA
BBABA BABABBB
ABABA ABBBA
ABBB BABB
AABAB BBBAB
BBAA BA
AAABBA BBBAB
BBAB BAB
B A
AB BB
BAAB AAA
BAAAA ABBA
BAAABBA AABBAB
BBAAB BBAA
BBAABA AB
BBB BAB
$ A
BABA AAAB
BABB BBBA
AAA BAAA
AAAB AABA
$ ABAA
A $
BA BBAA
BB AAB
ABABB AAAA
AAA AA
AA B
A B
AAAAAA ABBAA
ABBA BABA
AAA BAAB
ABAA BBAB
ABABB BBBB
ABABA ABBBA
AAABA BBAA
BBB ABBAA
ABB $
BBAB AAAB
AA BB
BBBAAA BBAAAAABA
AABBAA BBBB
ABAB BB
AB BBA
BABA AAABAAA
BBA ABB
ABAAB BABA
ABBA AABB
AABBAAB BBB
AAB BA
BAA AB
AAB BBB
BAAAAA AABAB
BAB AA
BBB ABAB
ABAA BBB
BA AB
AABBAAAB ABABBBAB
$ BAA
BBB BBA
BA $
$ ABBA
AABA AAAAA
BABAAA ABB
ABBBBB BBBAAB
BB BA
$ B
BABB BAAB
BBAB ABAAA
AAA $
BABBA ABAA
AB AA
BBB AA
ABBA BBBB
BABABAB BAAAAB
ABAAB ABBBBB
BABBB AABBB
AAAABA AABBA
BAAB BBBAA
B A
BA AB
BBBABAAB BBBBBABB
BBA AAA
ABBAA AAABA
BBBB BB
BBABA BABA
A BBBAB
A AAB
BBBB B
BAABB BBBA
BBAABAB ABAAAA
BBBA ABAAA
AAB BA
A ABABB
AB $
BBBA BBA
BBBAB ABBBA
ABBBB BAAAB
$ AB
AAB AAA
A $
B A
AA BAA
BBAA AAAA
BBBAB AAAAB
AABA AABABA
BAAB ABABB
B $
BBA B
A BBBB
ABB BBBAB
AA A
BAAA AABB
BBABA BABBB
$ B
BBB AAB
BBBAB AABBA
BBAAB BBBBB
AABBAA BAABBB
BAB AAAB
AAB BBA
BABABA ABBBBA
B A
BAB ABB
BB AB
AABA ABBA
AABBA BAABA
AABA AABAA
BABBAB BBABBB
AA BB
A $
AAABABB BABBBBAA
AB BA
AAABBABBB AAABBBBBB
ABA AA
$ B
AAA BBA
A AA
$ ABBA
AAA ABB
BBAAB ABB
ABBB BAAA
BAAAA ABABB
BAAB ABBAB
AB $
AAA AAB
ABAB BBBA
B BBAB
ABAABB BAABBB
$ AAAA
BBAA BBBB
AAAA BBB
BB $
BBBB ABAB
BAAB BABB
BBA AAAA
ABAAAAA BBBABAA
BABAA ABBAB
$ B
BABB BBB
ABBB BBB
BBAB A
BBB ABBA
BAAAB B
AAAAA BAAA
ABABA AAAABBA
BAAABA BAA
AAABB AAABA
BBAB BBBBA
AAABAA BBBBB
BABA ABBAB
AABBA BAB
AB A
ABABB ABAAA
AA AB
A BABA
AB A
AABBB AAA
BABBA BBA
A BAA
ABBABB BBABBAAB
BBB AAA
AAAAB BBBAB
ABA AAAB
B AAABB
AAAB AAAA
ABABA AABBB
BAB $
BBAB BBA
B AAAB
AB B
BA $
BBBA AABA
BBAA ABA
BBABA BBAA
AABA BBAB
AB AABB
BAA A
ABBB AAAB
BAAABAA BBBAABB
BBAA AABAAA
BBBBAB AABBAA
AAAA ABBB
AAB AAAABB
BABABA BBA
BABA AAAA
BAAA AABABB
AA AAB
AABAA AABBAA
AAB BBABABAA
BBAA BBB
A BABA
BBAB AAAABB
AABABB BAAABB
BBABBABA AAAABBB
AAB AA
ABA AAA
ABBBABAAABB AABABBBAA
AABBA AAA
BBB ABBABA
AAAAA BBBAB
ABBB AABA
BBB BAAB
BBBBA BAAB
BBA BAB
$ AB
BAAB BAAA
BBABBAB AABAAAB
AA AAA
BBBBBA AAA
AB AA
B AAB
AABBB ABAAA
B A
ABABAAB BABAB
AA BB
BBABAAAB BBAABA
$ ABA
$ BA
ABBAB BBBAA
BBB ABAA
$ A
AABB ABAA
B BAB
$ AB
ABA ABAA
AAABAAABA BBBBAAAAA
AABB BBA
ABA AB
AAABBB AABA
AABAAB ABBAAB
AAB BAABB
ABB BABBA
ABBA AAABB
BAAA BAAAB
AAA ABAA
ABB B
$ AAAAAABA
AABBBAAB ABBA
AA AAA
ABAB ABAABB
ABA BAAA
ABB AAAAA
AB BB
BAAA AABA
AB ABBBA
A AA
BBAB BB
ABB AAAA
BAAAA ABABB
A AA
A B
AAAAB ABABBA
BA ABB
BBABAA BABB
BAA AABB
ABAAAA BBAAB
BABBA BAABA
AAAA $
AB $
ABAA AAB
BBAA BAA
AAA AAB
B $
BBAB BBA
BBBB B
ABABBAAA BAAAABAA
BBA BAB
AAAABB ABAABBBA
ABBB AAA
BAABAA AAAAA
BBA BBBA
BAB A
BBAAB AAABBA
ABB BAAA
BB BBBB
AA BBB
BB AAA
BBAB BAABA
ABAB $
BABB BABAA
AB AA
BA AAB
BAA BB
BBAAAA ABB
BA AB
AB BBB
ABBBABB AAABBAA
BAA BBBABA
AAAAA AABBBBA
ABABAA ABABBABB
AAAA ABB
AA B
A B
AAB BABB
BABBBB AABAA
BAAAB BAABBB
BABA ABBB
ABBBA AABAA
BB $
ABB BA
A BA
AA BBBBA
ABBBB BBBBB
AAB ABAA
AAA $
B BBBBA
BBABABAA BAAAAABBBB
AAABB AAABBA
ABAAB BAAB
B BAAAA
BBAA BBBB
BAAAA BBBBA
AB A
AA BB
BAA BBAA
BABA AABA
BA BAAB
AABABB ABB
ABB AAAA
AB BBA
AA BB
BAB AAAB
ABA BA
BBBB AABA
AABABBB BABAAB
AA AB
BBAAABB ABABAB
B $
BBBA AAAB
AAA AAB
AABAB BBA
AA BB
BBBBB BBAB
ABABAAA AABABAB
BB AB
AABA ABBB
BBA BAAA
BBAB AAAB
ABB AABB
ABA BB
ABAAAAB ABBBAAA
BABB AABB
AAAAAAAB AABBB
BABBA B
BBABA ABABA
BAA BB
BBABB BA
AABBBAB AAAAAA
AAAAA BAAB
ABAA BAAAA
BBB B
$ B
ABBBAABAB ABBBBB
ABBAA BABB
$ A
AAAAAA BBAABAB
AAA BA
BBB ABA
BBBA AB
ABB BAB
$ ABAA
B A
$ AA
BA AB
BBAAAAA BABAABA
ABBA BBB
$ A
ABBAA BABAA
BBBABB BABAA
BAAB BBBBA
BBBB AAA
BABAAAB ABAABBB
BBAAA BAAB
BAB BBAA
AAA BBBB
BBB BAA
BABA BB
ABB AAB
A BAA
B A
BAAAA ABAAB
BAABA BABAB
AA ABBA
BAABA BABAB
BA AAB
AABA ABB
BBBBBB ABABBA
BBB BA
ABBAA BAABAB
ABABB AABAA
BBA AAB
AAAAAA AAAAAB
BAA ABA
BABB AAAABBA
BBB ABA
AAB AA
BAAB ABBA
BBBBA BA
BAABBAB AAAB
$ BAAB
ABAABABAAAAA AABAABABAA
AAAABABBB BBBAAABA
BABABA BBAABA
AABA ABAA
BABAB BBAAB
BAABBABBBBB BBABAAABBAA
BBABBBA BAAAAAA
BBBBAAA AAAAAAB
BBBB B
AAA ABB
BBABB BABABBA
ABB BBBAAA
A AB
ABAAAAAAB AAABAABABBA
BAABBBBBB AABBAAAB
AAAB BBAA
AABB AA
BABB ABBB
AAABB B
BBB AB
BABBA B
BAA B
ABBB ABAAB
BBAA BBBB
$ B
ABAABA BAAABA
BAAAAB AAABAABB
BAAABA ABBBAA
A BB
BBAB ABAA
ABA BAA
ABAB AAAAAB
AABAA AAABA
ABB AAB
ABA BBA
A BBBA
$ AA
B ABBA
B AB
ABAB AAAB
AAABABA AAABAB
BBAA ABAB
BBB A
BBB AA
BAB B
ABA ABBA
BAB B
AB AABA
BA AB
BAA BBB
AA BA
BBAAA BBBBA
AAA BAA
AABAB ABAA
A BA
ABAAB AAAAB
BBBA AAA
BAAAAA BAAAA
BB BA
AAB BBAA
BABB BAAA
A ABAA
A AA
BBAB BAAB
ABABA ABABB
BBABA ABABB
BAB ABB
AABBB ABBBB
ABBA BBBBB
BAB BBA
BBAB ABAAB
BAAA ABAA
BBAB ABBA
AA BBB
AB A
A B
ABB BAB
BAAAB ABAAA
ABA BA
BAA AB
ABBB BABBA
AABAA ABAB
ABAA BABBA
BBAAAA BBABB
BA AAB
BAAAA BBAB
ABABA ABBB
ABABAAAABB ABAAABAAAB
BB A
ABBB AABB
ABBB AABB
$ B
A B
BABA AAAAA
BAB BBAAA
ABAB BBAB
AABB AABAB
AABA BA
A BABA
AB B
AABAA ABBA
BA AB
$ A
ABAB AAAABBAA
AABA BABB
ABA ABAB
$ B
BB B
BAB BBAA
BBA BBABAB
ABA BAAA
BA ABB
BABB ABAB
A BABA
BAAAA AABAA
$ AB
BABBBBB BAAAAB
BBAAB ABBBA
ABAABAAB BABABBBA
B AAAAB
AB BAB
B A
AAA ABBA
ABBBBBA BABBBAA
ABBA AABBBA
AABAA BAABAB
ABA BBAA
BBB $
BBAAB BABAB
ABAA AABA
BBABA BBBBABA
BA BBAA
AB BB
BAB BBBB
ABAAAB BBABA
BABBA BBA
A B
AA BA
BBB ABAA
ABBBB BABAA
BBA AAB
BBABB BAA
AABBAB BABAAAB
BBA ABB
A BBAAA
ABA ABBBBB
BBA AAAA
BAA BAB
AABAB BBAAB
ABABB BABAA
AABBAA BB
BBBAA BAAAAB
BBBA AABA
BAA A
AAB AA
BA BB
AABAAAA ABAAABB
BA B
ABABA BAAB
BBBABB BBAAA
BBAB AABB
BAAB ABBBBB
AAB ABB
AABB BABBAA
ABBABA ABABA
AA BBB
ABBBBB AAAAAA
B AABA
BB BBB
A $
BBB AAABA
BBA ABB
BB AB
BBBBBABA BAAABBAB
$ ABBB
AAB BBB
$ AAAB
BA AB
ABBBBBB BBBAAAB
BA A
ABA AAB
A BA
ABA BABA
AB BB
AAAA BBBA
AA AB
$ AA
ABAA BBBB
AAB BBA
BBBA BAABB
ABBBABA BBABAABB
BBBAB BAABABB
BABBBAAA BABABBBAB
BBAB AAAA
BBBAAA AAAAAA
AA BAAA
ABA B
AAABABAB AAABABBA
ABBB AAB
AAAA AB
BAB AABA
BAABB ABBAB
AABBA ABABAA
BBA BBB
AB BBBBA
AAAA BAAAA
ABBBAA AAAABA
ABABA BBA
AAB BBA
AAA BBAA
BABAABAB AABABABB
BABABABA BAAAABBB
AB AAAAA
A AB
BB AAAAA
BAABB BBBB
$ B
BBA ABB
BABBB BBBAA
BA ABBAA
ABABA AABBA
ABBB BABB
BBBBBAB BBAAABB
ABB BAB
AABB AB
AABBA BAABA
A B
BAA A
AAA AAB
AABBAABB BA
ABA BA
ABA BBBB
AAAA BBA
BBAA ABA
ABAB BBBA
A $
BABABA ABA
A AB
BBB AAB
ABA BAB
BB BAB
BBBABA BABAAB
$ BBA
ABAA BAAA
AAAB BAB
A ABB
ABAAABBA ABBBBAB
AAB AABBB
BBAA BBAAB
AB A
AB BB
BBA ABA
ABB $
BBAAA AAAAA
AAB AAABAB
BBBB ABAB
BAAB ABAAB
BBB $
B BABA
AAA AB
B ABBAA
AABAABBBBBABBAA ABBABABABABABBA
BBBBB BBAB
BB BBABA
ABBBAB ABABB
BAAA ABBB
AB BB
BB AAA
ABAABB AABA
ABABB AABAA
ABBAAA BBBABAB
BBA ABBA
BAAAB BAA
AAB A
AAAAA ABAAB
$ B
A AAB
$ B
AABABA AABBA
ABABBBA AABBAAA
BA ABA
BABAAAB AAABBA
ABAABAAB ABABAB
AAABA AABA
ABAAA ABBAA
AAB A
AAA A
$ BBAB
AAB ABAB
ABA BBA
A BBB
AABB ABA
ABBA B
BAAAA AAABA
ABA $
BB AA
BBAAA ABAB
BAAABB ABAAB
AA A
ABB AB
B A
BBBA AAAA
AAAAB ABB
BAABA BABBA
BBB AAABB
B A
BB BAA
AB A
AB B
AB A
ABAAABA ABAAAA
BAAA BAAB
BAAAAB ABBABBA
BABAB ABBA
BABA AAB
BABABBA ABBABA
BB BA
BBBAB BBABB
AAAAA BAAB
ABBA BA
ABA ABBA
AAB BBBB
ABB BAB
ABBAB BABABA
A BB
A BAB
BAAB BBAA
AAB BA
AB $
ABBBAB ABABB
AAA $
B AA
BA B
BBABABB AABBBAB
B AA
BBAAAB BABBBBBB
AAB AABA
BAABA BAABB
BABA ABBA
$ BB
ABA AAAA
B A
BBB BAAA
AABBAA AAABAAA
AABAB AABAA
BBABAA ABBAAA
BBABABBAAAAB AAAABAABAB
AAABB ABBBA
BBBABB BBAA
AB BA
BBAA BA
ABABBAB BABBB
BAAA BABB
ABABBA ABBAAA
AABAA BBB
ABABAA BABABA
BABA BBA
BABBB BBAAB
A BAB
AA BB
BAB BBAB
AA B
AB AABB
AA ABA
AAAAAA ABAAAABA
A AAA
ABBB BBBB
ABBA AABB
B BABA
ABABBB BBABB
$ A
AAAA AAA
AA B
BA AB
B BA
BBB AAB
BAAABA BAABAB
AA AAA
$ ABABB
BABBBA AABABB
A BBA
BBBBBB AAAAAA
A BBBA
$ BBA
BB AB
BA AA
ABAABAB AAABAAAA
BBAAB A
AB ABA
BA A
BAAAABB BABAABAAAABABBA
BBBBABB BBABABA
BBBB AAB
AB ABB
BBBBA AABBA
BBBBA AAABAA
BAA AAA
ABA AA
AABBAA BBAABB
B BA
BBBA AB
AAAAA BBBAB
ABAA AB
ABB BABB
ABBB BABA
B BA
BAAABBA AABABBA
AABBBB BABBAA
ABBAB BBAAB
BAAB AAABB
BBA BABBB
BBBB ABAA
AAA AAB
AB AABBA
AAAA BAAB
AB ABBB
BBAAB BBA
BBB ABB
BA AAB
BBBBBBABAA AABAABAAB
AA B
BABB BBAB
AAAA AAB
BA BB
AABB AAAA
BAAAA ABABB
BAAAAB BBAAB
BBAAAA BBBBAA
BABB AABB
ABA AA
ABA BBAABAA
BAABB ABBA
BBBB AB
ABBA ABBBAB
BBABB BAAB
BABAB $
ABBAB BBA
$ AB
BA $
AABABA BABABAB
AA AAAA
BAB AA
ABB A
AAAB AB
ABBA BAAAB
$ ABA
B $
B BA
AAAA BBAABABB
AAABA BAABAA
BBBABA BBBBAA
BBAAAABABA AAAABBBBBA
$ AA
$ BB
A AABA
AA AABA
BBBBBABA ABAAB
BBA BAAA
AAAAAA AAABB
ABABA BBBBB
BBB AB
ABA BB
BBA AAB
ABA AA
ABBBB BBBABBAB
AAAAA ABBBBB
BA AA
BBBAA ABBBABB
AABB AA
AAABAB BAAAABBBB
AB AABA
BAB BB
BABB BABA
AAB AAABA
$ AAB
BBBABAB BAAAAA
BBABAABBABAAA AAABAAABAAAAA
ABBB BABB
AAAA AAB
ABAAA BB
AB BB
AAB AA
ABBB ABB
ABA BBBA
BABABAAAB ABAA
AABB BAAA
BBABB AAA
AABBA BAAA
AB BB
BAABB ABAA
ABBAAABA AABBABB
BABA ABAA
BBB ABB
ABBAA BBABA
BAB AA
AAB AABAA
BB BA
BBB BBBBA
AABBB ABBA
AAAABBABAA BABAAA
BAAA AAA
BAAA AB
BBBBAAB BBABAB
BB BA
AB AAB
BBABABAB ABABBBAA
BABA AABA
$ BBAA
AAAA BBABA
ABBA BBBA
BAAA B
BBBA BAAA
BAA AA
ABA AABBA
ABB ABA
BBAB AA
BB AA
B AABB
BAAAA AAABBA
BA BBAAB
ABAB ABBB
BAAA AA
AABBB AB
A BA
ABAB AAAA
BABBA ABBB
BBBB B
$ B
BBAAA AABAB
AABBABB ABABAAA
ABBBAB AAAABAAB
ABAB AAAAB
BBABB AABB
AA AB
BBAAB BAABB
AAABA AABABB
BAB BBA
A $
AAAAA AABBB
AAAABAAA ABABBBB
AAAA BBBABB
AA BAAA
ABA ABBA
AA BABB
ABAAB AABBB
AA AAAA
BB AB
BBABB BAA
ABBB AABB
BAAAAABBBB BBABBABBA
BBBA BABB
ABA A
BAB ABB
BABAA BAAAAB
BBBABAABA BBABAA
A B
BAABABBB ABAABBBA
B AA
ABAB ABBBB
ABB AB
A AAA
BA ABA
AABA ABAA
B BA
BA AA
ABAA BAAB
BAB $
BAA ABB
ABBB A
BB BABBAAA
BB AB
AABAA A
BBABBAA BABAB
AA BABB
ABABBB AB
AABBBBAB BBAABAA
AAA BAB
BABBB BBAAB
AAABB A
AABB ABAA
AB BAAA
BAA B
AABAAB ABBBAB
$ B
BABBA ABBBA
BBAA BAAA
AAAA BBBA
BBA BA
A $
ABBBAA AABAB
AA $
BAAAB AABAB
ABA BAAA
B BBA
BAA BABB
AAB BBAA
AB BB
BBBB BB
BBBBBA BBBAA
BABA A
BA AB
AABABAAA BAAAABAA
BBAAB BBAA
BAABA BAA
BAA BBA
AABAABB BAAAAB
AA B
AABB ABBB
AAAAA AABA
AAABBA BBBAA
AAAABAA B
A BBA
BA A
AABB ABBA
ABABBBAB AABBBAABA
BAABBBB AABBA
ABB BAAAAAB
BBAAA BABBA
BABB AABBB
ABAA BABB
$ B
BBAAABBB ABAABAAB
B $
BAAAAAA BBBABBABABA
AAAA ABAAA
BAABB BBBAB
AA BAAA
AAABBA BABBBA
BA ABB
ABBAABA BBAABA
ABAB BABAA
AABBBBA ABAAABBA
BBBABB AAAA
AAAAA ABAB
AABAB AABBB
AAB AA
AB ABB
AB $
ABBBA BABA
BA A
$ AAAB
